position,workId,canonicalTitle,blockerCode,blockerDetails,evidenceName,evidenceUrl,evidencePublishedAt,retrievedAt,recheckPath,koreanQueries,japaneseEvidenceUrls
32,work-073f7f9dd8f3b5e07d29,おたくの娘さん,SOURCE_INFORMATION_UNAVAILABLE,"Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; the existing batch-009 packet has identity and selection evidence only, with all 17 Factor axes and Genre/Theme rows unannotated, so final coverage is Narrative 0/6 and Tone 0/7 and the v3 mandatory coverage cannot be established. No numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection + Rakuten Books product match (ISBN 9784047124738)",https://www.mangataisho.com/archives/2010.html,2010,2026-08-26,"Recheck official entry_1_3 product/synopsis pages plus Rakuten https://books.rakuten.co.jp/rb/4236174/; then collect two independent JP and two Korean-community reviews with bounded observations and rerun Dictionary adjudication.","오타쿠 딸 만화 리뷰 / 오타쿠의 딸 감상","https://bookmeter.com/search?keyword=おたくの娘さん;https://www.cmoa.jp/search/result/?keyword=おたくの娘さん"
33,work-074fc9c731ab475eaebe,この美術部には問題がある！,SOURCE_INFORMATION_UNAVAILABLE,"Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; the existing batch-009 packet has identity and selection evidence only, with all 17 Factor axes and Genre/Theme rows unannotated, so final coverage is Narrative 0/6 and Tone 0/7 and the v3 mandatory coverage cannot be established. No numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection + Rakuten Books product match (ISBN 9784048916455)",https://tsugimanga.jp/winner/2016/comics,2016-02-04,2026-08-26,"Recheck official entry_1_3 product/synopsis pages plus Rakuten https://books.rakuten.co.jp/rb/12270728/; then collect two independent JP and two Korean-community reviews with bounded observations and rerun Dictionary adjudication.","이 미술부에는 문제가 있다 만화 리뷰 / 이 미술부 감상","https://comic-analysis-record.blogspot.com/2016/07/this-art-club-has-a-problem-imigimuru.html;https://manga.line.me/book/detail?id=B00060204927"
34,work-07586346a94407eb03c8,君のことが大大大大大好きな100人の彼女,SOURCE_INFORMATION_UNAVAILABLE,"Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; the existing batch-009 packet has identity and selection evidence only, with all 17 Factor axes and Genre/Theme rows unannotated, so final coverage is Narrative 0/6 and Tone 0/7 and the v3 mandatory coverage cannot be established. No numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection + Rakuten Books product match (ISBN 9784088915333)",https://tsugimanga.jp/winner/2020/comics,2020-08-19,2026-08-26,"Recheck official entry_1_3 product/synopsis pages plus Rakuten https://books.rakuten.co.jp/rb/16274029/; then collect two independent JP and two Korean-community reviews with bounded observations and rerun Dictionary adjudication.","너를 너무너무너무너무 좋아하는 100명의 그녀 만화 리뷰 / 100명의 그녀 감상","https://note.com/kind_prawn823/n/nf847b1897cb9;https://www.cmoa.jp/search/result/?keyword=君のことが大大大大大好きな100人の彼女"
35,work-07e413fd6de80f21469d,戦国妖狐,SOURCE_INFORMATION_UNAVAILABLE,"Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; the existing batch-009 packet has identity and selection evidence only, with all 17 Factor axes and Genre/Theme rows unannotated, so final coverage is Narrative 0/6 and Tone 0/7 and the v3 mandatory coverage cannot be established. No numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection + Rakuten Books product match (ISBN 9784861275227)",https://www.mangataisho.com/archives/2010.html,2010,2026-08-26,"Recheck official entry_1_3 product/synopsis pages plus Rakuten https://books.rakuten.co.jp/rb/5815201/; then collect two independent JP and two Korean-community reviews with bounded observations and rerun Dictionary adjudication.","전국 요호 만화 리뷰 / 전국요호 감상","https://bookmeter.com/search?keyword=戦国妖狐;https://www.cmoa.jp/search/result/?keyword=戦国妖狐"
36,work-08911847b618c8255b41,ローワライ,SOURCE_INFORMATION_UNAVAILABLE,"Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; the existing batch-009 packet has identity and selection evidence only, with all 17 Factor axes and Genre/Theme rows unannotated, so final coverage is Narrative 0/6 and Tone 0/7 and the v3 mandatory coverage cannot be established. No numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection + Rakuten Books product match (ISBN 9784065433683)",https://tsugimanga.jp/nominate/comics,2026-06-26,2026-08-26,"Recheck official entry_1_3 product/synopsis pages plus Rakuten https://books.rakuten.co.jp/rb/18510604/; then collect two independent JP and two Korean-community reviews with bounded observations and rerun Dictionary adjudication.","로와라이 만화 리뷰 / 로와 라이 감상","https://bookmeter.com/search?keyword=ローワライ;https://www.cmoa.jp/search/result/?keyword=ローワライ"
37,work-08b79a6106a40f70e790,日本三國,SOURCE_INFORMATION_UNAVAILABLE,"Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; the existing batch-009 packet has identity and selection evidence only, with all 17 Factor axes and Genre/Theme rows unannotated, so final coverage is Narrative 0/6 and Tone 0/7 and the v3 mandatory coverage cannot be established. No numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection + Rakuten Books product match (ISBN 9784098510306)",https://www.mangataisho.com/archives/2023.html,2023,2026-08-26,"Recheck official entry_1_3 product/synopsis pages plus Rakuten https://books.rakuten.co.jp/rb/17037374/; then collect two independent JP and two Korean-community reviews with bounded observations and rerun Dictionary adjudication.","일본 삼국 만화 리뷰 / 일본삼국 감상","https://manga.line.me/book/detail?id=B00166700123;https://www.cmoa.jp/title/238700/"
38,work-095c933ce9c1f7810f73,エンバンメイズ,SOURCE_INFORMATION_UNAVAILABLE,"Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; the existing batch-009 packet has identity and selection evidence only, with all 17 Factor axes and Genre/Theme rows unannotated, so final coverage is Narrative 0/6 and Tone 0/7 and the v3 mandatory coverage cannot be established. No numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection + Rakuten Books product match (ISBN 9784063880090)",https://tsugimanga.jp/winner/2016/comics,2016-02-04,2026-08-26,"Recheck official entry_1_3 product/synopsis pages plus Rakuten https://books.rakuten.co.jp/rb/12961335/; then collect two independent JP and two Korean-community reviews with bounded observations and rerun Dictionary adjudication.","엔반 메이즈 만화 리뷰 / 원반 메이즈 감상","https://bookmeter.com/search?keyword=エンバンメイズ;https://www.cmoa.jp/search/result/?keyword=エンバンメイズ"
39,work-096425144a79c2716b3e,どうぶつの国,SOURCE_INFORMATION_UNAVAILABLE,"Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; the existing batch-009 packet has identity and selection evidence only, with all 17 Factor axes and Genre/Theme rows unannotated, so final coverage is Narrative 0/6 and Tone 0/7 and the v3 mandatory coverage cannot be established. No numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection + Rakuten Books product match (ISBN 9784063842746)",https://www.mangataisho.com/archives/2011.html,2011,2026-08-26,"Recheck official entry_1_3 product/synopsis pages plus Rakuten https://books.rakuten.co.jp/rb/6380119/; then collect two independent JP and two Korean-community reviews with bounded observations and rerun Dictionary adjudication.","동물의 나라 만화 리뷰 / 도부츠노 쿠니 감상","https://manba.co.jp/topics/41024;https://reviewne.jp/contents/5784"
40,work-09ae4c1cbc4bff98eb1a,ぷらせぼくらぶ,SOURCE_INFORMATION_UNAVAILABLE,"Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; the existing batch-009 packet has identity and selection evidence only, with all 17 Factor axes and Genre/Theme rows unannotated, so final coverage is Narrative 0/6 and Tone 0/7 and the v3 mandatory coverage cannot be established. No numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection + Rakuten Books product match (ISBN 9784091886385)",https://www.mangataisho.com/archives/2014.html,2014,2026-08-26,"Recheck official entry_1_3 product/synopsis pages plus Rakuten https://books.rakuten.co.jp/rb/12504394/; then collect two independent JP and two Korean-community reviews with bounded observations and rerun Dictionary adjudication.","플라세보 클럽 만화 리뷰 / 플라시보 클럽 감상","https://bookmeter.com/search?keyword=ぷらせぼくらぶ;https://www.cmoa.jp/search/result/?keyword=ぷらせぼくらぶ"
41,work-09c2784da3afe6ab62ce,片桐くん家に猫がいる,SOURCE_INFORMATION_UNAVAILABLE,"Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; the existing batch-009 packet has identity and selection evidence only, with all 17 Factor axes and Genre/Theme rows unannotated, so final coverage is Narrative 0/6 and Tone 0/7 and the v3 mandatory coverage cannot be established. No numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection + Rakuten Books product match (ISBN 9784107715487)",https://www.mangataisho.com/archives/2011.html,2011,2026-08-26,"Recheck official entry_1_3 product/synopsis pages plus Rakuten https://books.rakuten.co.jp/rb/6305943/; then collect two independent JP and two Korean-community reviews with bounded observations and rerun Dictionary adjudication.","카타기리 군 집에 고양이가 있다 만화 리뷰 / 카타기리군 고양이 감상","https://www.cmoa.jp/title/86439/;https://booklive.jp/review/list/title_id/133987/vol_no/001"
42,work-0a72f4e304b688a6d9f0,彼方のアストラ,SOURCE_INFORMATION_UNAVAILABLE,"Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; the existing batch-009 packet has identity and selection evidence only, with all 17 Factor axes and Genre/Theme rows unannotated, so final coverage is Narrative 0/6 and Tone 0/7 and the v3 mandatory coverage cannot be established. No numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection + Rakuten Books product match (ISBN 9784088808437)",https://www.mangataisho.com/archives/2019.html,2019,2026-08-26,"Recheck official entry_1_3 product/synopsis pages plus Rakuten https://books.rakuten.co.jp/rb/14251336/; then collect two independent JP and two Korean-community reviews with bounded observations and rerun Dictionary adjudication.","저 너머의 아스트라 만화 리뷰 / 카나타의 아스트라 감상","https://www.cmoa.jp/title/customer_review/title_id/115825/;https://booklive.jp/bkmr/astra-comic"
43,work-0b358ab2fada71bc3c0f,僕のおとうさん,SOURCE_INFORMATION_UNAVAILABLE,"Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; the existing batch-009 packet has identity and selection evidence only, with all 17 Factor axes and Genre/Theme rows unannotated, so final coverage is Narrative 0/6 and Tone 0/7 and the v3 mandatory coverage cannot be established. No numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection + Rakuten Books product match (ISBN 9784088468525)",https://www.mangataisho.com/archives/2013.html,2013,2026-08-26,"Recheck official entry_1_3 product/synopsis pages plus Rakuten https://books.rakuten.co.jp/rb/11913848/; then collect two independent JP and two Korean-community reviews with bounded observations and rerun Dictionary adjudication.","우리 아빠 만화 리뷰 / 보쿠노 오토상 감상","https://bookmeter.com/search?keyword=僕のおとうさん;https://www.cmoa.jp/search/result/?keyword=僕のおとうさん"
44,work-0b6d8b3f1349e5048b8b,ボーイ×ミーツ×ガール,SOURCE_INFORMATION_UNAVAILABLE,"Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; the existing batch-009 packet has identity and selection evidence only, with all 17 Factor axes and Genre/Theme rows unannotated, so final coverage is Narrative 0/6 and Tone 0/7 and the v3 mandatory coverage cannot be established. No numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection + Rakuten Books product match (ISBN 9784063654486)",https://www.mangataisho.com/archives/2008.html,2008,2026-08-26,"Recheck official entry_1_3 product/synopsis pages plus Rakuten https://books.rakuten.co.jp/rb/4347819/; then collect two independent JP and two Korean-community reviews with bounded observations and rerun Dictionary adjudication.","보이 미츠 걸 만화 리뷰 / 보이미츠걸 감상","https://bookmeter.com/search?keyword=ボーイ×ミーツ×ガール;https://www.cmoa.jp/search/result/?keyword=ボーイ×ミーツ×ガール"
45,work-0b8f0f3bfc30d6da8ad0,ウツボラ,SOURCE_INFORMATION_UNAVAILABLE,"Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; the existing batch-009 packet has identity and selection evidence only, with all 17 Factor axes and Genre/Theme rows unannotated, so final coverage is Narrative 0/6 and Tone 0/7 and the v3 mandatory coverage cannot be established. No numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection + Rakuten Books product match (ISBN 9784778321130)",https://www.mangataisho.com/archives/2013.html,2013,2026-08-26,"Recheck official entry_1_3 product/synopsis pages plus Rakuten https://books.rakuten.co.jp/rb/6483996/; then collect two independent JP and two Korean-community reviews with bounded observations and rerun Dictionary adjudication.","우츠보라 만화 리뷰 / 우츠보라 감상","https://www.cmoa.jp/title/customer_review/title_id/72987/;https://bookmeter.com/search?keyword=ウツボラ"
46,work-f80595341b9dba6368a9,潔く柔く,SOURCE_INFORMATION_UNAVAILABLE,"Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; the existing batch-009 packet has identity and selection evidence only, with all 17 Factor axes and Genre/Theme rows unannotated, so final coverage is Narrative 0/6 and Tone 0/7 and the v3 mandatory coverage cannot be established. No numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection + Rakuten Books product match (ISBN 9784088461861)",https://www.mangataisho.com/archives/2008.html,2008,2026-08-26,"Recheck official entry_1_3 product/synopsis pages plus Rakuten https://books.rakuten.co.jp/rb/4392766/; then collect two independent JP and two Korean-community reviews with bounded observations and rerun Dictionary adjudication.","담백하게 부드럽게 만화 리뷰 / 키요쿠 야와쿠 감상","https://girlschannel.net/topics/6162546/;https://whiteblue.hatenadiary.jp/entry/2016/12/08/153423"
47,work-f9ca3386d3e12d4a5045,ペンとチョコレート,SOURCE_INFORMATION_UNAVAILABLE,"Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; the existing batch-009 packet has identity and selection evidence only, with all 17 Factor axes and Genre/Theme rows unannotated, so final coverage is Narrative 0/6 and Tone 0/7 and the v3 mandatory coverage cannot be established. No numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection + Rakuten Books product match (ISBN 9784832267763)",https://www.mangataisho.com/archives/2010.html,2010,2026-08-26,"Recheck official entry_1_3 product/synopsis pages plus Rakuten https://books.rakuten.co.jp/rb/6170215/; then collect two independent JP and two Korean-community reviews with bounded observations and rerun Dictionary adjudication.","펜과 초콜릿 만화 리뷰 / 펜앤초콜릿 감상","https://www.cmoa.jp/title/64514/;https://renta.papy.co.jp/renta/sc/frm/item/44815/"
48,work-fb6339198a6a55033843,お前は俺を殺す気か,SOURCE_INFORMATION_UNAVAILABLE,"Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; the existing batch-009 packet has identity and selection evidence only, with all 17 Factor axes and Genre/Theme rows unannotated, so final coverage is Narrative 0/6 and Tone 0/7 and the v3 mandatory coverage cannot be established. No numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection + Rakuten Books product match (ISBN 9784592710530)",https://www.mangataisho.com/archives/2014.html,2014,2026-08-26,"Recheck official entry_1_3 product/synopsis pages plus Rakuten https://books.rakuten.co.jp/rb/12235533/; then collect two independent JP and two Korean-community reviews with bounded observations and rerun Dictionary adjudication.","너는 나를 죽일 셈이냐 만화 리뷰 / 너는 나를 죽이려 하느냐 감상","https://yamakamu.net/post-1598;https://bookmeter.com/search?keyword=お前は俺を殺す気か"
49,work-fda8a407b9b08e667df1,はじめてのあく,SOURCE_INFORMATION_UNAVAILABLE,"Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; the existing batch-009 packet has identity and selection evidence only, with all 17 Factor axes and Genre/Theme rows unannotated, so final coverage is Narrative 0/6 and Tone 0/7 and the v3 mandatory coverage cannot be established. No numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection + Rakuten Books product match (ISBN 9784091220127)",https://www.mangataisho.com/archives/2010.html,2010,2026-08-26,"Recheck official entry_1_3 product/synopsis pages plus Rakuten https://books.rakuten.co.jp/rb/6057520/; then collect two independent JP and two Korean-community reviews with bounded observations and rerun Dictionary adjudication.","처음 하는 악 만화 리뷰 / 하지메테노 아쿠 감상","https://bookmeter.com/search?keyword=はじめてのあく;https://www.cmoa.jp/search/result/?keyword=はじめてのあく"
50,work-ff5c00e958b24a1f3f5f,帝乃三姉妹は案外、チョロい。,SOURCE_INFORMATION_UNAVAILABLE,"Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; the existing batch-009 packet has identity and selection evidence only, with all 17 Factor axes and Genre/Theme rows unannotated, so final coverage is Narrative 0/6 and Tone 0/7 and the v3 mandatory coverage cannot be established. No numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection + Rakuten Books product match (ISBN 9784098510382)",https://tsugimanga.jp/winner/2022/comics,2022-08-31,2026-08-26,"Recheck official entry_1_3 product/synopsis pages plus Rakuten https://books.rakuten.co.jp/rb/17040062/; then collect two independent JP and two Korean-community reviews with bounded observations and rerun Dictionary adjudication.","제국 세 자매는 의외로 쉽게 넘어간다 만화 리뷰 / 미카도노 삼자매 감상","https://www.cmoa.jp/title/240207/;https://kenocoto.com/mikadono-sansimai-choroi/"
