id,title,titleKana,creators,publisher,demographic,status,firstPublishedYear,genres,factorScope,onboardingEligible,recommendationEligible,libraryOnly,metadataConfidence,groupingConfidence,sourceAgreement,annotationReviewMethod,annotationReviewedAt,annotationReviewReference,evidenceId
work-bbeeaad9e37ab267dc29,僕とロボコ,,宮崎 周平,集英社,shonen,unknown,2020,scienceFiction;comedy;sliceOfLife,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-23T00:00:00+09:00,reviews/batch-002-promotion-panel.md,ev-rakuten-library-work-bbeeaad9e37ab267dc29
work-c221a17d6b962b17c9f4,屍鬼,,藤崎竜;小野不由美,集英社,shonen,unknown,2007,mystery;horror,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-23T00:00:00+09:00,reviews/batch-002-promotion-panel.md,ev-rakuten-library-work-c221a17d6b962b17c9f4
work-c55467873ec70e670484,大ダーク,,林田 球,小学館,seinen,unknown,2019,action;scienceFiction,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-23T00:00:00+09:00,reviews/batch-002-promotion-panel.md,ev-rakuten-library-work-c55467873ec70e670484
work-ccf0ddff9c6410c4de14,サンキューピッチ,,住吉 九,集英社,shonen,unknown,2024,sports,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-23T00:00:00+09:00,reviews/batch-002-promotion-panel.md,ev-rakuten-library-work-ccf0ddff9c6410c4de14
work-cdef8cfd678998a51447,うさぎドロップ,,宇仁田ゆみ,祥伝社,josei,unknown,2005,sliceOfLife,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-23T00:00:00+09:00,reviews/batch-002-promotion-panel.md,ev-rakuten-library-work-cdef8cfd678998a51447
work-ced7a8e6d9c3b8147702,水は海に向かって流れる,,田島 列島,講談社,unknown,unknown,2018,sliceOfLife,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-23T00:00:00+09:00,reviews/batch-002-promotion-panel.md,ev-rakuten-library-work-ced7a8e6d9c3b8147702
work-daf65c6f2cce3e076dfa,凪のお暇,,コナリミサト,秋田書店,josei,unknown,2016,sliceOfLife;romance,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-23T00:00:00+09:00,reviews/batch-002-promotion-panel.md,ev-rakuten-library-work-daf65c6f2cce3e076dfa
work-db80d94709b62aa8823f,逃げ上手の若君,,松井 優征,集英社,shonen,unknown,2021,action;historical,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-23T00:00:00+09:00,reviews/batch-002-promotion-panel.md,ev-rakuten-library-work-db80d94709b62aa8823f
work-ef1bdac46a0956a87f7f,タコピーの原罪,,タイザン5,集英社,shonen,unknown,2021,scienceFiction,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-23T00:00:00+09:00,reviews/batch-002-promotion-panel.md,ev-rakuten-library-work-ef1bdac46a0956a87f7f
work-fabc7f5d853e361acaf3,YAIBA,,青山剛昌,小学館,shonen,unknown,1988,action;fantasy,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-23T00:00:00+09:00,reviews/batch-002-promotion-panel.md,ev-rakuten-library-work-fabc7f5d853e361acaf3
work-08b79a6106a40f70e790,日本三國,,松木 いっか,小学館,unknown,unknown,2022,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-08b79a6106a40f70e790
work-091d231d37f037fb07e8,インベスターZ,,三田紀房,講談社,seinen,unknown,2013,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-091d231d37f037fb07e8
work-095c933ce9c1f7810f73,エンバンメイズ,,田中一行,講談社,seinen,unknown,2014,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-095c933ce9c1f7810f73
work-096425144a79c2716b3e,どうぶつの国,,雷句誠,講談社,unknown,unknown,2010,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-096425144a79c2716b3e
work-098b1781e14365eea667,うるわしの宵の月,,やまもり 三香,講談社,shojo,unknown,2020,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-098b1781e14365eea667
work-09ae4c1cbc4bff98eb1a,ぷらせぼくらぶ,,奥田亜紀子,小学館,seinen,unknown,,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-09ae4c1cbc4bff98eb1a
work-09c2784da3afe6ab62ce,片桐くん家に猫がいる,,吉川景都,新潮社,seinen,unknown,2010,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-09c2784da3afe6ab62ce
work-0a72f4e304b688a6d9f0,彼方のアストラ,,篠原 健太,集英社,shonen,unknown,2016,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-0a72f4e304b688a6d9f0
work-0b358ab2fada71bc3c0f,僕のおとうさん,,アキヤマ香,集英社,shojo,unknown,2012,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-0b358ab2fada71bc3c0f
work-0b6d8b3f1349e5048b8b,ボーイ×ミーツ×ガール,,ろびこ,講談社,shojo,unknown,,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-0b6d8b3f1349e5048b8b
work-0b8f0f3bfc30d6da8ad0,ウツボラ,,中村明日美子,太田出版,unknown,unknown,2010,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-0b8f0f3bfc30d6da8ad0
work-0b92afe0c01f8d4aae42,星旅少年,,坂月さかな,パイインターナショナル,unknown,unknown,2022,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-0b92afe0c01f8d4aae42
work-0ba3547258320bf33dc3,ラキア,,Boichi;矢島正雄,講談社,seinen,unknown,2009,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-0ba3547258320bf33dc3
work-0bbd8ef182853cb7845f,クールドジ男子,,那多ここね,スクウェア・エニックス,shonen,unknown,2019,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-0bbd8ef182853cb7845f
work-0bd2d3b52ffff3a7ded4,看護助手のナナちゃん,,野村知紗,小学館,seinen,unknown,2011,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-0bd2d3b52ffff3a7ded4
work-0c0301626306f5624d27,Sunny Sunny Ann!,,山本美希,講談社,unknown,unknown,,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-0c0301626306f5624d27
work-0cf463005cc77eeded8e,黄泉のツガイ,,荒川弘,スクウェア・エニックス,shonen,unknown,2022,action;fantasy,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-25T00:00:00+09:00,reviews/batch-005-promotion-panel.md,ev-rakuten-library-work-0cf463005cc77eeded8e
work-0ede6921b81169dc2dda,不滅のあなたへ,,大今 良時,講談社,shonen,unknown,2017,fantasy,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-25T00:00:00+09:00,reviews/batch-005-promotion-panel.md,ev-rakuten-library-work-0ede6921b81169dc2dda
work-43ebf010a490cfd4bb50,千年万年りんごの子,,田中 相,講談社,unknown,unknown,2012,fantasy;romance,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-25T00:00:00+09:00,reviews/batch-005-promotion-panel.md,ev-rakuten-library-work-43ebf010a490cfd4bb50
work-5b7cf2105a4bc6f6b46c,クジラの子らは砂上に歌う,,梅田阿比,秋田書店,unknown,unknown,2013,fantasy,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-25T00:00:00+09:00,reviews/batch-005-promotion-panel.md,ev-rakuten-library-work-5b7cf2105a4bc6f6b46c
work-5e30ab3c7e3fb43e51f2,女王の花,,和泉かねよし,小学館,unknown,unknown,2008,romance,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-25T00:00:00+09:00,reviews/batch-005-promotion-panel.md,ev-rakuten-library-work-5e30ab3c7e3fb43e51f2
work-77008e04537e3fd889e2,ジョジョリオン,,荒木飛呂彦,集英社,shonen,unknown,2011,action;fantasy;mystery,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-25T00:00:00+09:00,reviews/batch-005-promotion-panel.md,ev-rakuten-library-work-77008e04537e3fd889e2
work-8a7846af8ead1797e6a2,ハイスコアガール,,押切蓮介,スクウェア・エニックス,shonen,unknown,2012,comedy;romance,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-25T00:00:00+09:00,reviews/batch-005-promotion-panel.md,ev-rakuten-library-work-8a7846af8ead1797e6a2
work-e658d3aee2e33c17aa38,スピリットサークル,,水上悟志,少年画報社,seinen,unknown,2012,fantasy,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-25T00:00:00+09:00,reviews/batch-005-promotion-panel.md,ev-rakuten-library-work-e658d3aee2e33c17aa38
work-f31a42ea4ad724acefa5,デッドデッドデーモンズデデデデデストラクション,,浅野いにお,小学館,seinen,unknown,2014,scienceFiction;sliceOfLife,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-25T00:00:00+09:00,reviews/batch-005-promotion-panel.md,ev-rakuten-library-work-f31a42ea4ad724acefa5
work-0cf5c4d5df5b040deeba,ヴォイニッチホテル,,道満晴明,秋田書店,seinen,unknown,2010,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-0cf5c4d5df5b040deeba
work-0d10ae56716a82f0ae4e,ほしのうえでめぐる,,倉橋ユウス,マッグガーデン,seinen,unknown,2012,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-0d10ae56716a82f0ae4e
work-0d1ad77728a44df56508,ラーメン大好き小泉さん,,鳴見なる,竹書房,seinen,unknown,2014,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-0d1ad77728a44df56508
work-0dabd1d17e5fcf2992b9,忘却のサチコ,,阿部 潤,小学館,seinen,unknown,2014,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-0dabd1d17e5fcf2992b9
work-0dd1ceee981780c10491,誰かがカッコゥと啼く,,イダタツヒコ,小学館,seinen,unknown,2007,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-0dd1ceee981780c10491
work-0e29e324e16f7d5cda41,仮スマ,,櫻井リヤ,集英社,shojo,unknown,2004,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-0e29e324e16f7d5cda41
work-0ebf010ac12b9b60d80e,機動旅団八福神,,福島 聡,KADOKAWA,unknown,unknown,,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-0ebf010ac12b9b60d80e
work-0eff8190c0c6ff604527,よるくも,,漆原 ミチ,小学館,seinen,unknown,2011,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-0eff8190c0c6ff604527
work-0f3a44f5dcab9623d1be,応天の門,,灰原薬,新潮社,seinen,unknown,2014,historical;mystery,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-25T00:00:00+09:00,reviews/batch-004-promotion-panel.md,ev-rakuten-library-work-0f3a44f5dcab9623d1be
work-2d385ad0525742330e70,ねずみの初恋,,大瀬戸 陸,講談社,seinen,unknown,2024,action;romance,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-25T00:00:00+09:00,reviews/batch-004-promotion-panel.md,ev-rakuten-library-work-2d385ad0525742330e70
work-3713ab561de583d709bc,アリスと蔵六,,今井哲也,徳間書店,unknown,unknown,2013,scienceFiction;sliceOfLife,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-25T00:00:00+09:00,reviews/batch-004-promotion-panel.md,ev-rakuten-library-work-3713ab561de583d709bc
work-39c1a2b6791238827ed5,とろける鉄工所,,野村宗弘,講談社,seinen,unknown,2008,sliceOfLife,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-25T00:00:00+09:00,reviews/batch-004-promotion-panel.md,ev-rakuten-library-work-39c1a2b6791238827ed5
work-44d0000353478596369e,環と周,,よしなが ふみ,集英社,shojo,unknown,,historical;romance,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-25T00:00:00+09:00,reviews/batch-004-promotion-panel.md,ev-rakuten-library-work-44d0000353478596369e
work-53fb816835ab36e40a1f,アンデッドアンラック,,戸塚 慶文,集英社,shonen,unknown,2020,action;fantasy,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-25T00:00:00+09:00,reviews/batch-004-promotion-panel.md,ev-rakuten-library-work-53fb816835ab36e40a1f
work-c7280f9dcc2754d3f864,鵺の陰陽師,,川江 康太,集英社,shonen,unknown,2023,action;fantasy,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-25T00:00:00+09:00,reviews/batch-004-promotion-panel.md,ev-rakuten-library-work-c7280f9dcc2754d3f864
work-d8a87d01c1f35d58e791,八雲さんは餌づけがしたい。,,里見U,スクウェア・エニックス,seinen,unknown,2016,sliceOfLife,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-25T00:00:00+09:00,reviews/batch-004-promotion-panel.md,ev-rakuten-library-work-d8a87d01c1f35d58e791
work-e2f095e08fc5e08d5a2b,高嶺と花,,師走ゆき,白泉社,shojo,unknown,2015,comedy;romance,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-25T00:00:00+09:00,reviews/batch-004-promotion-panel.md,ev-rakuten-library-work-e2f095e08fc5e08d5a2b
work-f8cb26831612e0c6ece5,極楽街,,佐乃 夕斗,集英社,shonen,unknown,2022,action;fantasy;mystery,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-25T00:00:00+09:00,reviews/batch-004-promotion-panel.md,ev-rakuten-library-work-f8cb26831612e0c6ece5
work-fd2a957c501c36047ed0,青の祓魔師,,加藤 和恵,集英社,shonen,unknown,2009,action;fantasy,entry_1_3_volumes,true,true,false,1,1,1,authorizedModelPanel,2026-08-25T00:00:00+09:00,reviews/batch-004-promotion-panel.md,ev-rakuten-library-work-fd2a957c501c36047ed0
work-0f50eef4773267a0c1fa,でこぼこガーリッシュ,,原 鮎美,KADOKAWA,seinen,unknown,2012,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-0f50eef4773267a0c1fa
work-0f6261e1019b8a8021b7,群青にサイレン,,桃栗みかん,集英社,shojo,unknown,2015,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-0f6261e1019b8a8021b7
work-0f790fe4cb2b3d2a8f34,大正學生愛妻家,,粥川 すず,講談社,seinen,unknown,2024,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-0f790fe4cb2b3d2a8f34
work-0fca8d7b1cfbd8102c01,桃源暗鬼,,漆原侑来,秋田書店,shonen,unknown,2020,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-0fca8d7b1cfbd8102c01
work-0fe64d3cc470022fd3b9,ストロボ・エッジ,,咲坂 伊緒,集英社,shojo,unknown,2007,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-0fe64d3cc470022fd3b9
work-1012948f5de799831da4,RED,,村枝賢一,講談社,unknown,unknown,1998,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-1012948f5de799831da4
work-10ea8aa950d8d59958a8,うごかし屋,,芳崎せいむ,小学館,seinen,unknown,2008,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-10ea8aa950d8d59958a8
work-10f4cbd157b818a1f3ce,ファミレス行こ。,,和山 やま,KADOKAWA,seinen,unknown,2023,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-10f4cbd157b818a1f3ce
work-1111080969feddae8a64,ただいまのうた,,ふじもとゆうき,白泉社,shojo,unknown,2009,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-1111080969feddae8a64
work-118ebbabadf214274ac6,おんなのいえ,,鳥飼 茜,講談社,unknown,unknown,2013,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-118ebbabadf214274ac6
work-119459d8de20ac5f45bd,アクタージュ act-age,,宇佐崎 しろ;マツキ タツヤ,集英社,shonen,unknown,2018,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-119459d8de20ac5f45bd
work-1194dc9f1d6f72a56dbd,はんだくん,,ヨシノサツキ,スクウェア・エニックス,shonen,unknown,2014,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-1194dc9f1d6f72a56dbd
work-11d23966f22f777e95d0,のらみみ,,原一雄,小学館,seinen,unknown,2003,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-11d23966f22f777e95d0
work-11f13ef455c9bc9d68b4,まくむすび,,保谷 伸,集英社,seinen,unknown,2019,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-11f13ef455c9bc9d68b4
work-11f7290fc68cdf9635aa,幻想ギネコクラシー,,沙村広明,白泉社,unknown,unknown,2014,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-11f7290fc68cdf9635aa
work-12a5eb9618886a507a6f,父とヒゲゴリラと私,,小池定路,竹書房,seinen,unknown,2012,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-12a5eb9618886a507a6f
work-12addce786ee4fbb6a2c,おじさまと猫,,桜井海,スクウェア・エニックス,shonen,unknown,2018,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-12addce786ee4fbb6a2c
work-12b484cd79bfe6852ea1,高校球児 ザワさん,,三島衛里子,小学館,seinen,unknown,2009,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-12b484cd79bfe6852ea1
work-12bb1c06ffe94f18421c,ウシハル,,ゴトウユキコ,小学館,seinen,unknown,2010,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-12bb1c06ffe94f18421c
work-12ced27e58dc3c8c1509,マンガで分かる心療内科,,ゆうきゆう;ソウ,少年画報社,seinen,unknown,2010,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-12ced27e58dc3c8c1509
work-132ce7172750a3b1fa53,ヒナまつり,,大武政夫,エンターブレイン,seinen,unknown,2011,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-132ce7172750a3b1fa53
work-136162000044f90dda04,踊る千年家族,,春日井 晶,少年画報社,seinen,unknown,2021,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-136162000044f90dda04
work-13ad51c176349c82367c,我間乱〜GAMARAN〜,,中丸洋介,講談社,shonen,unknown,2009,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-13ad51c176349c82367c
work-14b8108ece1a01311da8,鋼鉄の華っ柱,,西森博之,小学館,shonen,unknown,2011,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-14b8108ece1a01311da8
work-14fcdce57f7824813075,てんむす,,稲山覚也,秋田書店,unknown,unknown,2011,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-14fcdce57f7824813075
work-151b456508f78852b002,ヨルムンガンド,,高橋 慶太郎,小学館,seinen,unknown,2006,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-151b456508f78852b002
work-1550d4a52c3fe6d9f94c,ボクラノキセキ,,久米田夏緒,一迅社,shojo,unknown,2009,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-1550d4a52c3fe6d9f94c
work-159ec8fd998859ffac85,嫁姑の拳Ｚ,,函岬誉,秋田書店,unknown,unknown,2012,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-159ec8fd998859ffac85
work-15a7b190d6da8a26652a,みかこさん,,今日マチ子,講談社,seinen,unknown,2009,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-15a7b190d6da8a26652a
work-15a975302e37cf28dc95,雨と君と,,二階堂 幸,講談社,unknown,unknown,2021,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-15a975302e37cf28dc95
work-15cd524191c3fb7ce45f,たくのこ,,花輪園人,講談社,seinen,unknown,,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-15cd524191c3fb7ce45f
work-15d6508605fbd4a266fc,おまかせ精霊,,青本 もあ,KADOKAWA,unknown,unknown,2007,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-15d6508605fbd4a266fc
work-15dba4fdb46308ab45d7,駅から5分,,くらもちふさこ,集英社,shojo,unknown,2007,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-15dba4fdb46308ab45d7
work-15e295e52c5c6be6a649,惰性67パーセント,,紙魚丸,集英社,seinen,unknown,2015,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-15e295e52c5c6be6a649
work-163100a10134c48d2473,一緒に暮らすための約束をいくつか,,陸乃家鴨,芳文社,unknown,unknown,2011,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-163100a10134c48d2473
work-164ee5ddc6b7fd9b35c0,のら旅。 好きある所に道はある,,鹿子木灯,KADOKAWA,unknown,unknown,2024,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-164ee5ddc6b7fd9b35c0
work-165669641177ffa78e22,未来日記,,えすの サカエ,KADOKAWA,seinen,unknown,2006,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-165669641177ffa78e22
work-166485add3d7262afb00,夕空のクライフイズム,,手原和憲,小学館,seinen,unknown,2014,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-166485add3d7262afb00
work-1681d7aeefde0c5c9e5a,ミュージアム,,巴 亮介,講談社,seinen,unknown,2013,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-1681d7aeefde0c5c9e5a
work-16b5e5f6698c291257f6,只野工業高校の日常,,小賀 ちさと,集英社,seinen,unknown,2020,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-16b5e5f6698c291257f6
work-171b262b7ad72871f795,ドリフターズ,,平野耕太,少年画報社,seinen,unknown,2010,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-171b262b7ad72871f795
work-17515acc6e90eec79270,ひぐらしのなく頃に解　祭囃し編,,鈴羅木かりん;竜騎士07,スクウェア・エニックス,unknown,unknown,2008,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-17515acc6e90eec79270
work-17dd9b35c9688784b5ba,コジカは正義の味方じゃない,,小原愼司,メディアファクトリー,seinen,unknown,2011,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-17dd9b35c9688784b5ba
work-188ba092c6195603bb3f,つらつらわらじ,,オノ・ナツメ,講談社,seinen,unknown,2010,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-188ba092c6195603bb3f
work-1894215d024b500e5392,当て屋の椿,,川下寛次,白泉社,seinen,unknown,2008,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-1894215d024b500e5392
work-18e08fe95968a6537773,ニラメッコ,,久世 岳,白泉社,seinen,unknown,2021,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-18e08fe95968a6537773
work-1924e6c313fe8817ad37,プリンシパル,,いくえみ綾,集英社,shojo,unknown,2011,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-1924e6c313fe8817ad37
work-196f917715fbb17d4d0f,貧乏神が！,,助野嘉昭,集英社,shonen,unknown,2008,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-196f917715fbb17d4d0f
work-197089286d30de82f9e9,多聞くん今どっち!?,,師走 ゆき,白泉社,shojo,unknown,2022,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-197089286d30de82f9e9
work-19914389b95a96a94e2b,グリーングリーングリーンズ,,寺坂 研人,集英社,shonen,unknown,2024,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-19914389b95a96a94e2b
work-1998a3621df8e8cb4b95,暁のヨナ,,草凪みずほ,白泉社,shojo,unknown,2010,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-1998a3621df8e8cb4b95
work-19b578d0e828242f14f3,恋愛ラボ,,宮原るり,芳文社,seinen,unknown,2008,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-19b578d0e828242f14f3
work-19c2017b33c07f48634e,ふうらい姉妹,,長崎 ライチ,KADOKAWA,seinen,unknown,2010,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-19c2017b33c07f48634e
work-19c3e776eecdbd1e2d8f,ホテルポパン,,有間しのぶ,講談社,unknown,unknown,2012,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-19c3e776eecdbd1e2d8f
work-19f7ccc2693b36d742e4,グラゼニ,,アダチ ケイジ;森高 夕次,講談社,seinen,unknown,2011,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-19f7ccc2693b36d742e4
work-1a084f8d1e59ba8ed260,空想郵便局,,朝陽昇,マッグガーデン,unknown,unknown,2012,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-1a084f8d1e59ba8ed260
work-1a3c3749e3db82bec0a4,さすらいアフロ田中,,のりつけ 雅春,小学館,seinen,unknown,2010,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-1a3c3749e3db82bec0a4
work-1a4f3079592a2bf3e9ab,ACONY,,冬目景,講談社,seinen,unknown,2009,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-1a4f3079592a2bf3e9ab
work-1a6ad6771865b43c8516,それでも町は廻っている,,石黒正数,少年画報社,seinen,unknown,2006,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-1a6ad6771865b43c8516
work-1aaf3b559f7d9c7f85e3,死後出版,,田中 現兎,少年画報社,seinen,unknown,2023,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-1aaf3b559f7d9c7f85e3
work-1b3afe12c434a9cf7603,銀のスプーン,,小沢 真理,講談社,unknown,unknown,2011,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-1b3afe12c434a9cf7603
