candidateSha256,workId,canonicalTitle,axisId,finalState,finalValue,finalConfidence,confidenceProvenance,closure,localEvidence,geminiEvidence,adjudication,sourceUrl,reviewedByHuman,blockerCode,blockerDetails
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-222504590507d3ab8093,王様ランキング,motionImpact,unknown,,,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-222504590507d3ab8093/motionImpact,quorum-verified,art-local-chunk-04.md,gemini-art-chunk-04-group-03-response.txt,accepted,https://comic-walker.com/detail/KC_002373_S/episodes/KC_0023730000100011_E,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-268e1fa3599955359969,ふつうの軽音部,artRealism,known,1,0.91,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-268e1fa3599955359969/artRealism,quorum-verified,art-local-chunk-05.md,gemini-art-chunk-05-group-03-response.txt,accepted,https://shonenjumpplus.com/episode/16457717013869519536,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-268e1fa3599955359969,ふつうの軽音部,artDensity,known,2,0.89,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-268e1fa3599955359969/artDensity,quorum-verified,art-local-chunk-05.md,gemini-art-chunk-05-group-03-response.txt,accepted,https://shonenjumpplus.com/episode/16457717013869519536,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-268e1fa3599955359969,ふつうの軽音部,visualSoftness,known,3,0.89,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-268e1fa3599955359969/visualSoftness,quorum-verified,art-local-chunk-05.md,gemini-art-chunk-05-group-03-response.txt,accepted,https://shonenjumpplus.com/episode/16457717013869519536,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-268e1fa3599955359969,ふつうの軽音部,motionImpact,unknown,,,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-268e1fa3599955359969/motionImpact,quorum-verified,art-local-chunk-05.md,gemini-art-chunk-05-group-03-response.txt,accepted,https://shonenjumpplus.com/episode/16457717013869519536,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-2f39795212f5ad8db155,あずみ,artRealism,known,3,0.89,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-2f39795212f5ad8db155/artRealism,quorum-verified,art-local-ecomi-audit.md,gemini-art-final-remaining-response.txt,accepted,https://e-comi.shogakukan.co.jp/books/091835410000d0000000,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-2f39795212f5ad8db155,あずみ,artDensity,known,3,0.89,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-2f39795212f5ad8db155/artDensity,quorum-verified,art-local-ecomi-audit.md,gemini-art-final-remaining-response.txt,accepted,https://e-comi.shogakukan.co.jp/books/091835410000d0000000,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-2f39795212f5ad8db155,あずみ,visualSoftness,known,2,0.86,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-2f39795212f5ad8db155/visualSoftness,quorum-verified,art-local-ecomi-audit.md,gemini-art-final-remaining-response.txt,accepted,https://e-comi.shogakukan.co.jp/books/091835410000d0000000,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-2f39795212f5ad8db155,あずみ,motionImpact,unknown,,,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-2f39795212f5ad8db155/motionImpact,quorum-verified,art-local-ecomi-audit.md,gemini-art-final-remaining-response.txt,accepted,https://e-comi.shogakukan.co.jp/books/091835410000d0000000,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-303d0a9d67a606a817af,ギャラリーフェイク,artRealism,known,3,0.90,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-303d0a9d67a606a817af/artRealism,quorum-verified,art-local-ecomi-audit.md,gemini-art-pass-c-ecomi-group-04-response.txt,adjudicated,https://e-comi.shogakukan.co.jp/books/091830210000d0000000,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-303d0a9d67a606a817af,ギャラリーフェイク,artDensity,known,3,0.90,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-303d0a9d67a606a817af/artDensity,quorum-verified,art-local-ecomi-audit.md,gemini-art-pass-c-ecomi-group-04-response.txt,adjudicated,https://e-comi.shogakukan.co.jp/books/091830210000d0000000,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-303d0a9d67a606a817af,ギャラリーフェイク,visualSoftness,known,1,0.83,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-303d0a9d67a606a817af/visualSoftness,quorum-verified,art-local-ecomi-audit.md,gemini-art-pass-c-ecomi-group-04-response.txt,adjudicated,https://e-comi.shogakukan.co.jp/books/091830210000d0000000,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-303d0a9d67a606a817af,ギャラリーフェイク,motionImpact,unknown,,,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-303d0a9d67a606a817af/motionImpact,quorum-verified,art-local-ecomi-audit.md,gemini-art-pass-c-ecomi-group-04-response.txt,adjudicated,https://e-comi.shogakukan.co.jp/books/091830210000d0000000,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-34bba03e2a127ef29cd7,北北西に曇と往け,artRealism,known,3,0.89,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-34bba03e2a127ef29cd7/artRealism,quorum-verified,art-local-chunk-04.md,gemini-art-chunk-04-group-02-response.txt,accepted,https://bookwalker.jp/de293cf0ea-592c-4260-8b9f-9124527bbfc4/?sample=1&from=1,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-34bba03e2a127ef29cd7,北北西に曇と往け,artDensity,known,4,0.91,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-34bba03e2a127ef29cd7/artDensity,quorum-verified,art-local-chunk-04.md,gemini-art-chunk-04-group-02-response.txt,accepted,https://bookwalker.jp/de293cf0ea-592c-4260-8b9f-9124527bbfc4/?sample=1&from=1,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-34bba03e2a127ef29cd7,北北西に曇と往け,visualSoftness,known,3,0.88,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-34bba03e2a127ef29cd7/visualSoftness,quorum-verified,art-local-chunk-04.md,gemini-art-chunk-04-group-02-response.txt,accepted,https://bookwalker.jp/de293cf0ea-592c-4260-8b9f-9124527bbfc4/?sample=1&from=1,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-34bba03e2a127ef29cd7,北北西に曇と往け,motionImpact,unknown,,,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-34bba03e2a127ef29cd7/motionImpact,quorum-verified,art-local-chunk-04.md,gemini-art-chunk-04-group-02-response.txt,accepted,https://bookwalker.jp/de293cf0ea-592c-4260-8b9f-9124527bbfc4/?sample=1&from=1,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-3588928ab8f6a2520923,海が走るエンドロール,artRealism,known,3,0.90,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-3588928ab8f6a2520923/artRealism,quorum-verified,art-local-chunk-05.md,gemini-art-chunk-05-group-01-response.txt,accepted,https://souffle.life/topics/souffle-special/20210816-3/,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-3588928ab8f6a2520923,海が走るエンドロール,artDensity,known,3,0.89,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-3588928ab8f6a2520923/artDensity,quorum-verified,art-local-chunk-05.md,gemini-art-chunk-05-group-01-response.txt,accepted,https://souffle.life/topics/souffle-special/20210816-3/,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-3588928ab8f6a2520923,海が走るエンドロール,visualSoftness,known,3,0.89,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-3588928ab8f6a2520923/visualSoftness,quorum-verified,art-local-chunk-05.md,gemini-art-chunk-05-group-01-response.txt,accepted,https://souffle.life/topics/souffle-special/20210816-3/,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-3588928ab8f6a2520923,海が走るエンドロール,motionImpact,unknown,,,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-3588928ab8f6a2520923/motionImpact,quorum-verified,art-local-chunk-05.md,gemini-art-chunk-05-group-01-response.txt,accepted,https://souffle.life/topics/souffle-special/20210816-3/,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-37ecced0b2392d7af9b2,路傍のフジイ,artRealism,known,4,0.94,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-37ecced0b2392d7af9b2/artRealism,quorum-verified,art-local-other-audit.md,gemini-art-pass-c-other-group-02-response.txt,adjudicated,https://sc-portal.tameshiyo.me/9784098625420,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-37ecced0b2392d7af9b2,路傍のフジイ,artDensity,known,4,0.84,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-37ecced0b2392d7af9b2/artDensity,quorum-verified,art-local-other-audit.md,gemini-art-pass-c-other-group-02-response.txt,adjudicated,https://sc-portal.tameshiyo.me/9784098625420,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-37ecced0b2392d7af9b2,路傍のフジイ,visualSoftness,known,1,0.90,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-37ecced0b2392d7af9b2/visualSoftness,quorum-verified,art-local-other-audit.md,gemini-art-pass-c-other-group-02-response.txt,adjudicated,https://sc-portal.tameshiyo.me/9784098625420,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-37ecced0b2392d7af9b2,路傍のフジイ,motionImpact,unknown,,,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-37ecced0b2392d7af9b2/motionImpact,quorum-verified,art-local-other-audit.md,gemini-art-pass-c-other-group-02-response.txt,adjudicated,https://sc-portal.tameshiyo.me/9784098625420,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-3823ff0766f67c015c53,ましろのおと,artRealism,known,3,0.91,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-3823ff0766f67c015c53/artRealism,quorum-verified,art-local-mashiro-salvage.md,gemini-art-mashiro-salvage-response.txt,adjudicated,https://www.kodansha.co.jp/comic/products/0000043275/trial,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-3823ff0766f67c015c53,ましろのおと,artDensity,known,3,0.90,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-3823ff0766f67c015c53/artDensity,quorum-verified,art-local-mashiro-salvage.md,gemini-art-mashiro-salvage-response.txt,adjudicated,https://www.kodansha.co.jp/comic/products/0000043275/trial,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-3823ff0766f67c015c53,ましろのおと,visualSoftness,known,3,0.89,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-3823ff0766f67c015c53/visualSoftness,quorum-verified,art-local-mashiro-salvage.md,gemini-art-mashiro-salvage-response.txt,adjudicated,https://www.kodansha.co.jp/comic/products/0000043275/trial,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-3823ff0766f67c015c53,ましろのおと,motionImpact,unknown,,,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-3823ff0766f67c015c53/motionImpact,quorum-verified,art-local-mashiro-salvage.md,gemini-art-mashiro-salvage-response.txt,adjudicated,https://www.kodansha.co.jp/comic/products/0000043275/trial,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-39555fe7402dada0d79f,名探偵コナン,artRealism,known,2,0.90,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-39555fe7402dada0d79f/artRealism,quorum-verified,art-local-ecomi-audit.md,gemini-art-pass-c-ecomi-group-01-response.txt,adjudicated,https://e-comi.shogakukan.co.jp/books/091233710000d0000000,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-39555fe7402dada0d79f,名探偵コナン,artDensity,known,3,0.84,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-39555fe7402dada0d79f/artDensity,quorum-verified,art-local-ecomi-audit.md,gemini-art-pass-c-ecomi-group-01-response.txt,adjudicated,https://e-comi.shogakukan.co.jp/books/091233710000d0000000,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-39555fe7402dada0d79f,名探偵コナン,visualSoftness,known,1,0.83,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-39555fe7402dada0d79f/visualSoftness,quorum-verified,art-local-ecomi-audit.md,gemini-art-pass-c-ecomi-group-01-response.txt,adjudicated,https://e-comi.shogakukan.co.jp/books/091233710000d0000000,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-39555fe7402dada0d79f,名探偵コナン,motionImpact,known,4,0.86,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-39555fe7402dada0d79f/motionImpact,quorum-verified,art-local-ecomi-audit.md,gemini-art-pass-c-ecomi-group-01-response.txt,adjudicated,https://e-comi.shogakukan.co.jp/books/091233710000d0000000,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-440f93a4e60ef906685b,バラ色の明日,artRealism,known,3,0.87,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-440f93a4e60ef906685b/artRealism,quorum-verified,art-local-barairo-recheck.md,gemini-art-barairo-recheck-response.txt,accepted,https://www.shueisha.co.jp/books/reader/main.php?cid=08782230848709315501,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-440f93a4e60ef906685b,バラ色の明日,artDensity,known,2,0.86,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-440f93a4e60ef906685b/artDensity,quorum-verified,art-local-barairo-recheck.md,gemini-art-barairo-recheck-response.txt,accepted,https://www.shueisha.co.jp/books/reader/main.php?cid=08782230848709315501,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-440f93a4e60ef906685b,バラ色の明日,visualSoftness,known,3,0.88,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-440f93a4e60ef906685b/visualSoftness,quorum-verified,art-local-barairo-recheck.md,gemini-art-barairo-recheck-response.txt,accepted,https://www.shueisha.co.jp/books/reader/main.php?cid=08782230848709315501,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-440f93a4e60ef906685b,バラ色の明日,motionImpact,unknown,,,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-440f93a4e60ef906685b/motionImpact,quorum-verified,art-local-barairo-recheck.md,gemini-art-barairo-recheck-response.txt,accepted,https://www.shueisha.co.jp/books/reader/main.php?cid=08782230848709315501,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-464322afcd10013437b9,大奥,artRealism,known,3,0.89,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-464322afcd10013437b9/artRealism,quorum-verified,art-local-remaining.md,gemini-art-dandadan-papa-ooku-response.txt,accepted,https://www.hakusensha-e.net/hakusensha_otameshi?jdcn=59214301ookuXXX00111&viewer=bs,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-464322afcd10013437b9,大奥,artDensity,known,3,0.91,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-464322afcd10013437b9/artDensity,quorum-verified,art-local-remaining.md,gemini-art-dandadan-papa-ooku-response.txt,accepted,https://www.hakusensha-e.net/hakusensha_otameshi?jdcn=59214301ookuXXX00111&viewer=bs,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-464322afcd10013437b9,大奥,visualSoftness,known,2,0.85,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-464322afcd10013437b9/visualSoftness,quorum-verified,art-local-remaining.md,gemini-art-dandadan-papa-ooku-response.txt,accepted,https://www.hakusensha-e.net/hakusensha_otameshi?jdcn=59214301ookuXXX00111&viewer=bs,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-464322afcd10013437b9,大奥,motionImpact,unknown,,,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-464322afcd10013437b9/motionImpact,quorum-verified,art-local-remaining.md,gemini-art-dandadan-papa-ooku-response.txt,accepted,https://www.hakusensha-e.net/hakusensha_otameshi?jdcn=59214301ookuXXX00111&viewer=bs,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-4a8a22fc766bf9bc4c59,天は赤い河のほとり,artRealism,known,2,0.87,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-4a8a22fc766bf9bc4c59/artRealism,quorum-verified,art-local-ecomi-audit.md,gemini-art-pass-c-ecomi-group-02-response.txt,adjudicated,https://e-comi.shogakukan.co.jp/books/091365010000d0000000,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-4a8a22fc766bf9bc4c59,天は赤い河のほとり,artDensity,known,2,0.84,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-4a8a22fc766bf9bc4c59/artDensity,quorum-verified,art-local-ecomi-audit.md,gemini-art-pass-c-ecomi-group-02-response.txt,adjudicated,https://e-comi.shogakukan.co.jp/books/091365010000d0000000,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-4a8a22fc766bf9bc4c59,天は赤い河のほとり,visualSoftness,known,4,0.86,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-4a8a22fc766bf9bc4c59/visualSoftness,quorum-verified,art-local-ecomi-audit.md,gemini-art-pass-c-ecomi-group-02-response.txt,adjudicated,https://e-comi.shogakukan.co.jp/books/091365010000d0000000,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-4a8a22fc766bf9bc4c59,天は赤い河のほとり,motionImpact,unknown,,,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-4a8a22fc766bf9bc4c59/motionImpact,quorum-verified,art-local-ecomi-audit.md,gemini-art-pass-c-ecomi-group-02-response.txt,adjudicated,https://e-comi.shogakukan.co.jp/books/091365010000d0000000,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-5e7eef6cc23d9738e034,ゴールデンゴールド,artRealism,known,4,0.94,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-5e7eef6cc23d9738e034/artRealism,quorum-verified,art-local-chunk-04.md,gemini-art-chunk-04-group-01-response.txt,accepted,https://comic-days.com/episode/13932016480030208354,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-5e7eef6cc23d9738e034,ゴールデンゴールド,artDensity,known,4,0.93,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-5e7eef6cc23d9738e034/artDensity,quorum-verified,art-local-chunk-04.md,gemini-art-chunk-04-group-01-response.txt,accepted,https://comic-days.com/episode/13932016480030208354,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-5e7eef6cc23d9738e034,ゴールデンゴールド,visualSoftness,known,1,0.90,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-5e7eef6cc23d9738e034/visualSoftness,quorum-verified,art-local-chunk-04.md,gemini-art-chunk-04-group-01-response.txt,accepted,https://comic-days.com/episode/13932016480030208354,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-5e7eef6cc23d9738e034,ゴールデンゴールド,motionImpact,unknown,,,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-5e7eef6cc23d9738e034/motionImpact,quorum-verified,art-local-chunk-04.md,gemini-art-chunk-04-group-01-response.txt,accepted,https://comic-days.com/episode/13932016480030208354,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-61f2b70ee9f8217b3604,銀の匙 Silver Spoon,artRealism,known,2,0.90,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-61f2b70ee9f8217b3604/artRealism,quorum-verified,art-local-ecomi-audit.md,gemini-art-pass-c-ecomi-group-02-response.txt,adjudicated,https://e-comi.shogakukan.co.jp/books/091231800000d0000000,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-61f2b70ee9f8217b3604,銀の匙 Silver Spoon,artDensity,known,2,0.89,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-61f2b70ee9f8217b3604/artDensity,quorum-verified,art-local-ecomi-audit.md,gemini-art-pass-c-ecomi-group-02-response.txt,adjudicated,https://e-comi.shogakukan.co.jp/books/091231800000d0000000,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-61f2b70ee9f8217b3604,銀の匙 Silver Spoon,visualSoftness,known,2,0.89,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-61f2b70ee9f8217b3604/visualSoftness,quorum-verified,art-local-ecomi-audit.md,gemini-art-pass-c-ecomi-group-02-response.txt,adjudicated,https://e-comi.shogakukan.co.jp/books/091231800000d0000000,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-61f2b70ee9f8217b3604,銀の匙 Silver Spoon,motionImpact,known,2,0.83,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-61f2b70ee9f8217b3604/motionImpact,quorum-verified,art-local-ecomi-audit.md,gemini-art-pass-c-ecomi-group-02-response.txt,adjudicated,https://e-comi.shogakukan.co.jp/books/091231800000d0000000,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-671e3453cf9e1df2ee87,陽だまりの樹,artRealism,known,2,0.90,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-671e3453cf9e1df2ee87/artRealism,quorum-verified,art-local-hidamari-salvage.md,gemini-art-hidamari-salvage-response.md,adjudicated,https://books.rakuten.co.jp/instantpreview/8b71f80fbe1f33b7b647282fefb98f2d?viewmode=2&scid=wi_tzktokobo_0001_1,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-671e3453cf9e1df2ee87,陽だまりの樹,artDensity,known,3,0.84,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-671e3453cf9e1df2ee87/artDensity,quorum-verified,art-local-hidamari-salvage.md,gemini-art-hidamari-salvage-response.md,adjudicated,https://books.rakuten.co.jp/instantpreview/8b71f80fbe1f33b7b647282fefb98f2d?viewmode=2&scid=wi_tzktokobo_0001_1,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-671e3453cf9e1df2ee87,陽だまりの樹,visualSoftness,known,2,0.88,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-671e3453cf9e1df2ee87/visualSoftness,quorum-verified,art-local-hidamari-salvage.md,gemini-art-hidamari-salvage-response.md,adjudicated,https://books.rakuten.co.jp/instantpreview/8b71f80fbe1f33b7b647282fefb98f2d?viewmode=2&scid=wi_tzktokobo_0001_1,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-671e3453cf9e1df2ee87,陽だまりの樹,motionImpact,known,4,0.91,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-671e3453cf9e1df2ee87/motionImpact,quorum-verified,art-local-hidamari-salvage.md,gemini-art-hidamari-salvage-response.md,adjudicated,https://books.rakuten.co.jp/instantpreview/8b71f80fbe1f33b7b647282fefb98f2d?viewmode=2&scid=wi_tzktokobo_0001_1,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-76c038b398f4b28b7748,妖しのセレス,artRealism,known,2,0.87,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-76c038b398f4b28b7748/artRealism,quorum-verified,art-local-ecomi-audit.md,gemini-art-pass-c-ceres-response.txt,adjudicated-to-unknown,https://e-comi.shogakukan.co.jp/books/091363540000d0000000,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-76c038b398f4b28b7748,妖しのセレス,artDensity,known,2,0.84,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-76c038b398f4b28b7748/artDensity,quorum-verified,art-local-ecomi-audit.md,gemini-art-pass-c-ceres-response.txt,adjudicated-to-unknown,https://e-comi.shogakukan.co.jp/books/091363540000d0000000,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-76c038b398f4b28b7748,妖しのセレス,visualSoftness,known,4,0.91,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-76c038b398f4b28b7748/visualSoftness,quorum-verified,art-local-ecomi-audit.md,gemini-art-pass-c-ceres-response.txt,adjudicated-to-unknown,https://e-comi.shogakukan.co.jp/books/091363540000d0000000,false,,
