position,workId,canonicalTitle,blockerCode,blockerDetails,evidenceName,evidenceUrl,evidencePublishedAt,retrievedAt,recheckPath,koreanQueries,japaneseEvidenceUrls
"23","work-3554ea574c5df1360e59","大上さん、だだ漏れです。","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; batch-013 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award + Rakuten representative product for 大上さん、だだ漏れです。 (ISBN 9784063882704; Rakuten https://books.rakuten.co.jp/rb/14992419/)","https://tsugimanga.jp/winner/2018/comics","2018-08-23","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-013\frozen-work-set.csv;Recheck direct official volume 1-3/entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","오오가미 씨 다 새고 있어요 만화 리뷰 / 오오가미씨 다 새고 있어요","https://bookmeter.com/search?keyword=%E5%A4%A7%E4%B8%8A%E3%81%95%E3%82%93%E3%80%81%E3%81%A0%E3%81%A0%E6%BC%8F%E3%82%8C%E3%81%A7%E3%81%99%E3%80%82;https://reviewne.jp/contents?query=%E5%A4%A7%E4%B8%8A%E3%81%95%E3%82%93%E3%80%81%E3%81%A0%E3%81%A0%E6%BC%8F%E3%82%8C%E3%81%A7%E3%81%99%E3%80%82"
"24","work-355a6d64ff8f5b8cf438","長歌行","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; batch-013 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award + Rakuten representative product for 長歌行 (ISBN 9784088792644; Rakuten https://books.rakuten.co.jp/rb/11480097/)","https://www.mangataisho.com/archives/2013.html","2013","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-013\frozen-work-set.csv;Recheck direct official volume 1-3/entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","장가행 만화 리뷰 / 장가행 일본 만화","https://www.mangataisho.com/data/2013/comment2013.pdf;https://bookmeter.com/search?keyword=%E9%95%B7%E6%AD%8C%E8%A1%8C"
"25","work-3588c08df5ba12b26cab","ニャイト・オブ・ザ・リビングキャット","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; batch-013 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award + Rakuten representative product for ニャイト・オブ・ザ・リビングキャット (ISBN 9784800010872; Rakuten https://books.rakuten.co.jp/rb/16686435/)","https://tsugimanga.jp/winner/2021/comics","2021-08-24","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-013\frozen-work-set.csv;Recheck direct official volume 1-3/entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","나이트 오브 더 리빙 캣 만화 리뷰 / 리빙 캣 만화","https://www.cmoa.jp/title/221014/;https://mangafull.jp/kansou_21"
"26","work-35eb1a0fb864dd734f9a","焼いてるふたり","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; batch-013 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award + Rakuten representative product for 焼いてるふたり (ISBN 9784065215395; Rakuten https://books.rakuten.co.jp/rb/16494355/)","https://tsugimanga.jp/winner/2021/comics","2021-08-24","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-013\frozen-work-set.csv;Recheck direct official volume 1-3/entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","굽고 있는 두 사람 만화 리뷰 / 야이테루 후타리","https://www.cmoa.jp/title/customer_review/title_id/213078/;https://conabuki.com/yaiterufutari/"
"27","work-364e62bd7dfd73149d14","ホテル・メッツァペウラへようこそ","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; batch-013 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award + Rakuten representative product for ホテル・メッツァペウラへようこそ (ISBN 9784047367678; Rakuten https://books.rakuten.co.jp/rb/16977567/)","https://hon-hikidashi.jp/event/28229/","2024","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-013\frozen-work-set.csv;Recheck direct official volume 1-3/entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","호텔 메츠ァ페우라에 어서 오세요 만화 리뷰 / 호텔 메츠페우라","https://manba.co.jp/topics/25918;https://www.cmoa.jp/title/235277/"
"28","work-365fa509b829e420807e","保安官エヴァンスの嘘","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; batch-013 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award + Rakuten representative product for 保安官エヴァンスの嘘 (ISBN 9784091276889; Rakuten https://books.rakuten.co.jp/rb/15064563/)","https://tsugimanga.jp/winner/2018/comics","2018-08-23","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-013\frozen-work-set.csv;Recheck direct official volume 1-3/entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","보안관 에반스의 거짓말 만화 리뷰 / 보안관 에반스 거짓말","https://renta.papy.co.jp/renta/sc/frm/review/136843/;https://www.cmoa.jp/title/135671/"
"29","work-366a0d9d6ccc876b7c04","転生王女と天才令嬢の魔法革命","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; batch-013 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award + Rakuten representative product for 転生王女と天才令嬢の魔法革命 (ISBN 9784049136555; Rakuten https://books.rakuten.co.jp/rb/16543821/)","https://tsugimanga.jp/winner/2023/comics","2023-08-31","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-013\frozen-work-set.csv;Recheck direct official volume 1-3/entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","전생 왕녀와 천재 영애의 마법 혁명 만화 리뷰 / 전생 왕녀 마법 혁명","https://note.com/hanull/n/nc10781124ed1;https://manba.co.jp/topics/44355"
"30","work-366b0db13fa737e823aa","孔明のヨメ。","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; batch-013 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award + Rakuten representative product for 孔明のヨメ。 (ISBN 9784832250857; Rakuten https://books.rakuten.co.jp/rb/11684938/)","https://www.mangataisho.com/archives/2015.html","2015","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-013\frozen-work-set.csv;Recheck direct official volume 1-3/entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","공명의 아내 만화 리뷰 / 공명의 아내 일본 만화","https://www.cmoa.jp/title/customer_review/title_id/103014/;https://bookmeter.com/search?keyword=%E5%AD%94%E6%98%8E%E3%81%AE%E3%83%A8%E3%83%A1"
"31","work-367954fd612f8bf56d06","ぼくらのよあけ","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; batch-013 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award + Rakuten representative product for ぼくらのよあけ (ISBN 9784063107586; Rakuten https://books.rakuten.co.jp/rb/11234812/)","https://www.mangataisho.com/archives/2012.html","2012","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-013\frozen-work-set.csv;Recheck direct official volume 1-3/entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","우리들의 여명 만화 리뷰 / 우리들의 여명 일본 만화","https://bookmeter.com/search?keyword=%E3%81%BC%E3%81%8F%E3%82%89%E3%81%AE%E3%82%88%E3%81%82%E3%81%91;https://reviewne.jp/contents?query=%E3%81%BC%E3%81%8F%E3%82%89%E3%81%AE%E3%82%88%E3%81%82%E3%81%91"
"32","work-369c7c1517af225b19be","ヒトミ先生の保健室","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; batch-013 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award + Rakuten representative product for ヒトミ先生の保健室 (ISBN 9784199503856; Rakuten https://books.rakuten.co.jp/rb/12663071/)","https://tsugimanga.jp/winner/2016/comics","2016-02-04","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-013\frozen-work-set.csv;Recheck direct official volume 1-3/entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","히토미 선생님의 보건실 만화 리뷰 / 히토미 선생님 보건실","https://www.cmoa.jp/title/customer_review/title_id/100723/;https://bookmeter.com/search?keyword=%E3%83%92%E3%83%88%E3%83%9F%E5%85%88%E7%94%9F%E3%81%AE%E4%BF%9D%E5%81%A5%E5%AE%A4"
"33","work-36ad929401ae720a2c8c","事情を知らない転校生がグイグイくる。","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; batch-013 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award + Rakuten representative product for 事情を知らない転校生がグイグイくる。 (ISBN 9784757558557; Rakuten https://books.rakuten.co.jp/rb/15620971/)","https://sugoiweb.jp/column/4894/","2019-12-20","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-013\frozen-work-set.csv;Recheck direct official volume 1-3/entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","사정을 모르는 전학생이 거침없이 다가온다 만화 리뷰 / 사정을 모르는 전학생이 구구절절 들이댄다","https://renta.papy.co.jp/renta/sc/frm/review/168657/?sort=2;https://gomashelf.com/guiguikuru-review/"
"34","work-3733d571416e5d643905","クレムリン","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; batch-013 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award + Rakuten representative product for クレムリン (ISBN 9784063729146; Rakuten https://books.rakuten.co.jp/rb/6502681/)","https://www.mangataisho.com/archives/2011.html","2011","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-013\frozen-work-set.csv;Recheck direct official volume 1-3/entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","크렘린 만화 리뷰 / 크렘린 카레자와 카오루","https://note.com/rltskm22/n/n8493bfe5ffe4;https://bookmeter.com/search?keyword=%E3%82%AF%E3%83%AC%E3%83%A0%E3%83%AA%E3%83%B3"
"35","work-3756452c858147418fe2","はねバド!","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; batch-013 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award + Rakuten representative product for はねバド! (ISBN 9784063879278; Rakuten https://books.rakuten.co.jp/rb/12458254/)","https://www.mangataisho.com/archives/2015.html","2015","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-013\frozen-work-set.csv;Recheck direct official volume 1-3/entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","하네바도 만화 리뷰 / 하네바도 일본 만화","https://takatsutemu.hatenablog.com/entry/2026/07/04/145953;https://bookmeter.com/search?keyword=%E3%81%AF%E3%81%AD%E3%83%90%E3%83%89"
"36","work-3756cbfd509f5240c688","能面女子の花子さん","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; batch-013 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award + Rakuten representative product for 能面女子の花子さん (ISBN 9784063808445; Rakuten https://books.rakuten.co.jp/rb/13836500/)","https://www.honyaclub.com/shop/pages/osusumecomic2018.aspx?affiliate=osusumec18","2018","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-013\frozen-work-set.csv;Recheck direct official volume 1-3/entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","노멘 여자 하나코 씨 만화 리뷰 / 능면 여자 하나코 씨","https://manba.co.jp/topics/18166;https://bambam-comic.com/nomenjoshi-1/"
"37","work-3779f1e546391e61c158","赤ちゃんと僕","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; batch-013 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award + Rakuten representative product for 赤ちゃんと僕 (ISBN 9784592198819; Rakuten https://books.rakuten.co.jp/rb/6418592/)","https://shogakukan-comic.jp/shogakukan-mangasho-archives","1994","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-013\frozen-work-set.csv;Recheck direct official volume 1-3/entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","아기와 나 만화 리뷰 / 아기와 나 일본 만화","https://reviewne.jp/contents/512/ratings;https://www.cmoa.jp/title/3106/"
"38","work-37967ba285bff1dd6c6d","執事たちの沈黙","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; batch-013 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award + Rakuten representative product for 執事たちの沈黙 (ISBN 9784091387875; Rakuten https://books.rakuten.co.jp/rb/14496777/)","https://www.honyaclub.com/shop/pages/osusumecomic2018.aspx?affiliate=osusumec18","2018","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-013\frozen-work-set.csv;Recheck direct official volume 1-3/entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","집사들의 침묵 만화 리뷰 / 집사들의 침묵 일본 만화","https://www.cmoa.jp/title/122102/;https://plaza.rakuten.co.jp/hutagonote/diary/201802030000/"
"39","work-37b34339f11884a58c4f","凍牌","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; batch-013 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award + Rakuten representative product for 凍牌 (ISBN 9784253147781; Rakuten https://books.rakuten.co.jp/rb/4173152/)","https://www.mangataisho.com/archives/2010.html","2010","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-013\frozen-work-set.csv;Recheck direct official volume 1-3/entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","동패 만화 리뷰 / 동패 마작 만화","https://manba.co.jp/topics/25407;https://www.cmoa.jp/title/customer_review/title_id/1845/"
"40","work-37cb4c3cf0896c761d3a","きもちわるいから君がすき","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; batch-013 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award + Rakuten representative product for きもちわるいから君がすき (ISBN 9784832274280; Rakuten https://books.rakuten.co.jp/rb/17307527/)","https://tsugimanga.jp/winner/2023/comics","2023-08-31","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-013\frozen-work-set.csv;Recheck direct official volume 1-3/entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","기분 나빠서 네가 좋아 만화 리뷰 / 기분 나빠서 네가 좋아 일본 만화","https://note.com/v8vn9/n/n7165b2d5032d;https://ciatr.jp/topics/325696"
"41","work-382f938971c6642ef163","サイコスタッフ","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; batch-013 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award + Rakuten representative product for サイコスタッフ (ISBN 9784832276635; Rakuten https://books.rakuten.co.jp/rb/4512633/)","https://www.mangataisho.com/archives/2008.html","2008","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-013\frozen-work-set.csv;Recheck direct official volume 1-3/entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","사이코 스태프 만화 리뷰 / 사이코 스태프 일본 만화","https://ckworks.jp/comicdash/note/comic/133059;https://bookmeter.com/search?keyword=%E3%82%B5%E3%82%A4%E3%82%B3%E3%82%B9%E3%82%BF%E3%83%83%E3%83%95"
"42","work-3835b0468655f100816e","水惑星年代記","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; batch-013 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award + Rakuten representative product for 水惑星年代記 (ISBN 9784785926625; Rakuten https://books.rakuten.co.jp/rb/4058066/)","https://www.mangataisho.com/archives/2008.html","2008","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-013\frozen-work-set.csv;Recheck direct official volume 1-3/entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","물행성 연대기 만화 리뷰 / 물의 행성 연대기","https://manba.co.jp/topics/18069;https://manga-blog.net/aqua-planet-chronicle/"
"43","work-38a8f3ebc17bb7f4db44","雪花の虎","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; batch-013 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award + Rakuten representative product for 雪花の虎 (ISBN 9784091871886; Rakuten https://books.rakuten.co.jp/rb/13338632/)","https://www.honyaclub.com/shop/pages/osusumecomic2016.aspx?affiliate=osusumec16","2016","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-013\frozen-work-set.csv;Recheck direct official volume 1-3/entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","설화의 호랑이 만화 리뷰 / 설화의 범 일본 만화","https://manba.co.jp/topics/19682;https://www.cmoa.jp/title/101745/"
"44","work-38d0a8cfc133863a1ee0","灼熱カバディ","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; batch-013 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award + Rakuten representative product for 灼熱カバディ (ISBN 9784091270276; Rakuten https://books.rakuten.co.jp/rb/13593101/)","https://shogakukan-comic.jp/shogakukan-mangasho-archives","2024","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-013\frozen-work-set.csv;Recheck direct official volume 1-3/entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","작열 카바디 만화 리뷰 / 카바디 만화","https://manba.co.jp/boards/58382/reviews;https://milacle39.com/2021/03/21/comicdiary15/"
"45","work-38dcff6f4e81728e8ec9","ひまてん！","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; batch-013 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award + Rakuten representative product for ひまてん！ (ISBN 9784088843223; Rakuten https://books.rakuten.co.jp/rb/18009945/)","https://tsugimanga.jp/winner/2025/comics","2025-09-18","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-013\frozen-work-set.csv;Recheck direct official volume 1-3/entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","히마텐 만화 리뷰 / 히마텐 일본 만화","https://www.cmoa.jp/title/customer_review/title_id/305059/;https://reiwabook.blog/himaten-review/"
