mappingId,sourceItemId,candidateId,workId,mappingType,canonicalTitleJa,confidence,evidenceName,evidenceUrl,evidencePublishedAt,retrievedAt,notes
mapping-c557b84e22cc60e1a8c2,nippan-bookseller-recommendations-2025-010,candidate-025c8ab93483a39c9330,work-025c8ab93483a39c9330,duplicate,ホストと社畜,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://hon-hikidashi.jp/event/51345/,2025,2026-08-22,sourceOfficialUrl=https://hon-hikidashi.jp/event/51345/; rakutenProductUrl=https://books.rakuten.co.jp/rb/17888858/; normalizedTitle=ほすとと社畜; matchedRakutenAuthor=河尻みつる; isbn=9784575860016.
mapping-2d00efb9845f7b7c1e8d,tsugimanga-2020-comics-006,candidate-53fb816835ab36e40a1f,work-53fb816835ab36e40a1f,included,アンデッドアンラック,1,KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match,https://tsugimanga.jp/winner/2020/comics,2020-08-19,2026-08-22,sourceOfficialUrl=https://tsugimanga.jp/winner/2020/comics; rakutenProductUrl=https://books.rakuten.co.jp/rb/16234574/; normalizedTitle=あんでっどあんらっく; matchedRakutenAuthor=戸塚 慶文; isbn=9784088823102.
mapping-e3cffe19ecd4057b8c29,nippan-bookseller-recommendations-2013-005,candidate-62fbc6b2253b895e3a66,work-62fbc6b2253b895e3a66,included,俺物語！！,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://www.honyaclub.com/shop/pages/osusume.aspx,2013,2026-08-22,sourceOfficialUrl=https://www.honyaclub.com/shop/pages/osusume.aspx; rakutenProductUrl=https://books.rakuten.co.jp/rb/11536591/; normalizedTitle=俺物語!!; matchedRakutenAuthor=アルコ/河原和音; isbn=9784088467566.
mapping-ee805d68eb8ae3b67db3,shogakukan-manga-award-61-003,candidate-62fbc6b2253b895e3a66,work-62fbc6b2253b895e3a66,duplicate,俺物語！！,1,小学館「小学館漫画賞」 official selection + Rakuten Books exact product match,https://shogakukan-comic.jp/shogakukan-mangasho-archives,2015,2026-08-22,sourceOfficialUrl=https://shogakukan-comic.jp/shogakukan-mangasho-archives; rakutenProductUrl=https://books.rakuten.co.jp/rb/11536591/; normalizedTitle=俺物語!!; matchedRakutenAuthor=アルコ/河原和音; isbn=9784088467566.
mapping-abb70bb1a13531f9e8a6,mangataisho-2008-115,candidate-634f34830600e07d8f17,work-634f34830600e07d8f17,included,お茶にごす。,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2008.html,2008,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2008.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/4449821/; normalizedTitle=お茶にごす。; matchedRakutenAuthor=西森 博之; isbn=9784091211682.
mapping-ad19e32010e2a639fa2a,nippan-bookseller-recommendations-2008-004,candidate-634f34830600e07d8f17,work-634f34830600e07d8f17,duplicate,お茶にごす。,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://hon-hikidashi.jp/event/104752/,2008,2026-08-22,sourceOfficialUrl=https://hon-hikidashi.jp/event/104752/; rakutenProductUrl=https://books.rakuten.co.jp/rb/4449821/; normalizedTitle=お茶にごす。; matchedRakutenAuthor=西森 博之; isbn=9784091211682.
mapping-fdc18030569928fe7836,nippan-bookseller-recommendations-2026-015,candidate-65f856a6fa2078f21d2f,work-65f856a6fa2078f21d2f,duplicate,黒月のイェルクナハト,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://hon-hikidashi.jp/news/107527/,2026,2026-08-22,sourceOfficialUrl=https://hon-hikidashi.jp/news/107527/; rakutenProductUrl=https://books.rakuten.co.jp/rb/18219051/; normalizedTitle=黒月のいぇるくなはと; matchedRakutenAuthor=スズモト コウ; isbn=9784065400753.
mapping-bdaec866ac868a756fd6,tsugimanga-2026-comics-011,candidate-65f856a6fa2078f21d2f,work-65f856a6fa2078f21d2f,included,黒月のイェルクナハト,1,KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match,https://tsugimanga.jp/nominate/comics,2026-06-26,2026-08-22,sourceOfficialUrl=https://tsugimanga.jp/nominate/comics; rakutenProductUrl=https://books.rakuten.co.jp/rb/18219051/; normalizedTitle=黒月のいぇるくなはと; matchedRakutenAuthor=スズモト コウ; isbn=9784065400753.
mapping-8df11902ee2517a600ac,konomanga-2022-ranking-01,candidate-741deb03d9f59e723929,work-741deb03d9f59e723929,included,ルックバック,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4815/,2021-12-07,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4815/; rakutenProductUrl=https://books.rakuten.co.jp/rb/16823430/; normalizedTitle=るっくばっく; matchedRakutenAuthor=藤本 タツキ; isbn=9784088827827.
mapping-07529d309e06631d60d3,mangataisho-2022-002,candidate-741deb03d9f59e723929,work-741deb03d9f59e723929,duplicate,ルックバック,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2022.html,2022,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2022.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/16823430/; normalizedTitle=るっくばっく; matchedRakutenAuthor=藤本 タツキ; isbn=9784088827827.
mapping-73a436db673bfa5f69ef,konomanga-2020-ranking-22,candidate-7c8931bc010e2f28f7ec,work-7c8931bc010e2f28f7ec,included,夢中さ、きみに。,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4894/,2019-12-20,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4894/; rakutenProductUrl=https://books.rakuten.co.jp/rb/15966863/; normalizedTitle=夢中さ、きみに。; matchedRakutenAuthor=和山　やま; isbn=9784047357181.
mapping-a5a4fecda28fc754a78e,mangataisho-2020-007,candidate-7c8931bc010e2f28f7ec,work-7c8931bc010e2f28f7ec,duplicate,夢中さ、きみに。,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2020.html,2020,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2020.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/15966863/; normalizedTitle=夢中さ、きみに。; matchedRakutenAuthor=和山　やま; isbn=9784047357181.
mapping-0231be13caba14b2716a,konomanga-2020-ranking-11,candidate-7d4568dcc8e9175d35ba,work-7d4568dcc8e9175d35ba,included,異世界おじさん,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4894/,2019-12-20,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4894/; rakutenProductUrl=https://books.rakuten.co.jp/rb/15665157/; normalizedTitle=異世界おじさん; matchedRakutenAuthor=殆ど死んでいる; isbn=9784040653686.
mapping-342e03e34db5e2575f25,nippan-bookseller-recommendations-2020-007,candidate-7d4568dcc8e9175d35ba,work-7d4568dcc8e9175d35ba,duplicate,異世界おじさん,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://hon-hikidashi.jp/event/105418/,2020,2026-08-22,sourceOfficialUrl=https://hon-hikidashi.jp/event/105418/; rakutenProductUrl=https://books.rakuten.co.jp/rb/15665157/; normalizedTitle=異世界おじさん; matchedRakutenAuthor=殆ど死んでいる; isbn=9784040653686.
mapping-f9e7499b9ec7fd03cb30,nippan-bookseller-recommendations-2017-010,candidate-7f0f63c5d80083f2be7f,work-7f0f63c5d80083f2be7f,included,思い、思われ、ふり、ふられ,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://www.honyaclub.com/shop/pages/osusumecomic2017.aspx?affiliate=osusumec17,2017,2026-08-22,sourceOfficialUrl=https://www.honyaclub.com/shop/pages/osusumecomic2017.aspx?affiliate=osusumec17; rakutenProductUrl=https://books.rakuten.co.jp/rb/13383100/; normalizedTitle=思い、思われ、ふり、ふられ; matchedRakutenAuthor=咲坂 伊緒; isbn=9784088454672.
mapping-d0e7678a59323fe60896,shogakukan-manga-award-63-003,candidate-7f0f63c5d80083f2be7f,work-7f0f63c5d80083f2be7f,duplicate,思い、思われ、ふり、ふられ,1,小学館「小学館漫画賞」 official selection + Rakuten Books exact product match,https://shogakukan-comic.jp/shogakukan-mangasho-archives,2017,2026-08-22,sourceOfficialUrl=https://shogakukan-comic.jp/shogakukan-mangasho-archives; rakutenProductUrl=https://books.rakuten.co.jp/rb/13383100/; normalizedTitle=思い、思われ、ふり、ふられ; matchedRakutenAuthor=咲坂 伊緒; isbn=9784088454672.
mapping-37ee2006a4e009592b7e,mangataisho-2013-024,candidate-80a2f62ce5073ade2ec2,work-80a2f62ce5073ade2ec2,included,式の前日,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2013.html,2013,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2013.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/11842166/; normalizedTitle=式の前日; matchedRakutenAuthor=穂積; isbn=9784091345851.
mapping-44088507b47f8daf2255,nippan-bookseller-recommendations-2013-012,candidate-80a2f62ce5073ade2ec2,work-80a2f62ce5073ade2ec2,duplicate,式の前日,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://www.honyaclub.com/shop/pages/osusume.aspx,2013,2026-08-22,sourceOfficialUrl=https://www.honyaclub.com/shop/pages/osusume.aspx; rakutenProductUrl=https://books.rakuten.co.jp/rb/11842166/; normalizedTitle=式の前日; matchedRakutenAuthor=穂積; isbn=9784091345851.
mapping-7a3cb49cd7c904f5ae79,mangataisho-2012-132,candidate-8733067e6afcaeadbd8d,work-8733067e6afcaeadbd8d,included,さんすくみ,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6797023/; normalizedTitle=さんすくみ; matchedRakutenAuthor=絹田 村子; isbn=9784091334602.
mapping-5c4ae54ef9838adf88a6,nippan-bookseller-recommendations-2012-013,candidate-8733067e6afcaeadbd8d,work-8733067e6afcaeadbd8d,duplicate,さんすくみ,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://hon-hikidashi.jp/event/105008/,2012,2026-08-22,sourceOfficialUrl=https://hon-hikidashi.jp/event/105008/; rakutenProductUrl=https://books.rakuten.co.jp/rb/6797023/; normalizedTitle=さんすくみ; matchedRakutenAuthor=絹田 村子; isbn=9784091334602.
mapping-26f5dd27afac59b7ee62,mangataisho-2026-003,candidate-925f371723beac5227f7,work-925f371723beac5227f7,included,邪神の弁当屋さん,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/,2026,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/; rakutenProductUrl=https://books.rakuten.co.jp/rb/18045058/; normalizedTitle=邪神の弁当屋さん; matchedRakutenAuthor=イシコ; isbn=9784065378557.
mapping-6d299761c1faf6deb0f5,nippan-bookseller-recommendations-2026-013,candidate-925f371723beac5227f7,work-925f371723beac5227f7,duplicate,邪神の弁当屋さん,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://hon-hikidashi.jp/news/107527/,2026,2026-08-22,sourceOfficialUrl=https://hon-hikidashi.jp/news/107527/; rakutenProductUrl=https://books.rakuten.co.jp/rb/18045058/; normalizedTitle=邪神の弁当屋さん; matchedRakutenAuthor=イシコ; isbn=9784065378557.
mapping-d19632d96de8d2c26b9b,mangataisho-2015-028,candidate-961a49798df191311f42,work-961a49798df191311f42,included,働かないふたり,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2015.html,2015,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2015.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/12724392/; normalizedTitle=働かないふたり; matchedRakutenAuthor=吉田覚; isbn=9784107717443.
mapping-327fd64ba2a9c340a47e,nippan-bookseller-recommendations-2015-012,candidate-961a49798df191311f42,work-961a49798df191311f42,duplicate,働かないふたり,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://www.honyaclub.com/shop/pages/osusume_comic2015.aspx?affiliate=osusumec,2015,2026-08-22,sourceOfficialUrl=https://www.honyaclub.com/shop/pages/osusume_comic2015.aspx?affiliate=osusumec; rakutenProductUrl=https://books.rakuten.co.jp/rb/12724392/; normalizedTitle=働かないふたり; matchedRakutenAuthor=吉田覚; isbn=9784107717443.
mapping-3a2af03e23e68e452989,konomanga-2020-ranking-23,candidate-9bd00739b995d84e2494,work-9bd00739b995d84e2494,included,あした死ぬには、,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4894/,2019-12-20,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4894/; rakutenProductUrl=https://books.rakuten.co.jp/rb/15898729/; normalizedTitle=あした死ぬには、; matchedRakutenAuthor=雁 須磨子; isbn=9784778323011.
mapping-7a51983f8fa1085f15cf,mangataisho-2020-012,candidate-9bd00739b995d84e2494,work-9bd00739b995d84e2494,duplicate,あした死ぬには、,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2020.html,2020,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2020.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/15898729/; normalizedTitle=あした死ぬには、; matchedRakutenAuthor=雁 須磨子; isbn=9784778323011.
mapping-3e73ee79fa15b4969e3d,mangataisho-2025-010,candidate-a3d922576a1a1ecc8e3e,work-a3d922576a1a1ecc8e3e,included,ドカ食いダイスキ！ もちづきさん,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/index.html,2025,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/index.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/17983412/; normalizedTitle=どか食いだいすき! もちづきさん; matchedRakutenAuthor=まるよのかもめ; isbn=9784592160311.
mapping-087a67102dfce7b0b589,nippan-bookseller-recommendations-2025-006,candidate-a3d922576a1a1ecc8e3e,work-a3d922576a1a1ecc8e3e,duplicate,ドカ食いダイスキ！ もちづきさん,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://hon-hikidashi.jp/event/51345/,2025,2026-08-22,sourceOfficialUrl=https://hon-hikidashi.jp/event/51345/; rakutenProductUrl=https://books.rakuten.co.jp/rb/17983412/; normalizedTitle=どか食いだいすき! もちづきさん; matchedRakutenAuthor=まるよのかもめ; isbn=9784592160311.
mapping-b9b69bf82098be7cd23e,nippan-bookseller-recommendations-2026-004,candidate-aa85b65d02f367e76a07,work-aa85b65d02f367e76a07,duplicate,ディグイット,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://hon-hikidashi.jp/news/107527/,2026,2026-08-22,sourceOfficialUrl=https://hon-hikidashi.jp/news/107527/; rakutenProductUrl=https://books.rakuten.co.jp/rb/18217869/; normalizedTitle=でぃぐいっと; matchedRakutenAuthor=ヨシダ。; isbn=9784065398043.
mapping-1c31dd2fd12f31066e71,tsugimanga-2026-comics-022,candidate-aa85b65d02f367e76a07,work-aa85b65d02f367e76a07,included,ディグイット,1,KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match,https://tsugimanga.jp/nominate/comics,2026-06-26,2026-08-22,sourceOfficialUrl=https://tsugimanga.jp/nominate/comics; rakutenProductUrl=https://books.rakuten.co.jp/rb/18217869/; normalizedTitle=でぃぐいっと; matchedRakutenAuthor=ヨシダ。; isbn=9784065398043.
mapping-dc529c9afd021acbc20b,mangataisho-2014-010,candidate-af3443bab1c30d470a76,work-af3443bab1c30d470a76,included,坂本ですが?,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2014.html,2014,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2014.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/12127522/; normalizedTitle=坂本ですが?; matchedRakutenAuthor=佐野　菜見; isbn=9784047286337.
mapping-f99a548590ac897770db,nippan-bookseller-recommendations-2014-001,candidate-af3443bab1c30d470a76,work-af3443bab1c30d470a76,duplicate,坂本ですが?,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://www.honyaclub.com/shop/pages/osusume_comic2014.aspx?affiliate=osusumec14,2014,2026-08-22,sourceOfficialUrl=https://www.honyaclub.com/shop/pages/osusume_comic2014.aspx?affiliate=osusumec14; rakutenProductUrl=https://books.rakuten.co.jp/rb/12127522/; normalizedTitle=坂本ですが?; matchedRakutenAuthor=佐野　菜見; isbn=9784047286337.
mapping-a647c7bdfdb3d10952be,nippan-bookseller-recommendations-2019-011,candidate-bd5c323a3dbc9f3a04d4,work-bd5c323a3dbc9f3a04d4,duplicate,来世は他人がいい,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://www.honyaclub.com/shop/pages/osusumecomic2019.aspx,2019,2026-08-22,sourceOfficialUrl=https://www.honyaclub.com/shop/pages/osusumecomic2019.aspx; rakutenProductUrl=https://books.rakuten.co.jp/rb/15182068/; normalizedTitle=来世は他人がいい; matchedRakutenAuthor=小西 明日翔; isbn=9784065103760.
mapping-712cb03fb3d8e4b1c0ac,tsugimanga-2018-comics-047,candidate-bd5c323a3dbc9f3a04d4,work-bd5c323a3dbc9f3a04d4,included,来世は他人がいい,1,KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match,https://tsugimanga.jp/winner/2018/comics,2018-08-23,2026-08-22,sourceOfficialUrl=https://tsugimanga.jp/winner/2018/comics; rakutenProductUrl=https://books.rakuten.co.jp/rb/15182068/; normalizedTitle=来世は他人がいい; matchedRakutenAuthor=小西 明日翔; isbn=9784065103760.
mapping-896bef8c0e365ac86169,konomanga-2021-ranking-15,candidate-c2df32661c0b925ff74f,work-c2df32661c0b925ff74f,included,カラオケ行こ！,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4868/,2020-12-10,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4868/; rakutenProductUrl=https://books.rakuten.co.jp/rb/16353169/; normalizedTitle=からおけ行こ!; matchedRakutenAuthor=和山　やま; isbn=9784047361515.
mapping-149bb167e684ea60c6f2,mangataisho-2021-003,candidate-c2df32661c0b925ff74f,work-c2df32661c0b925ff74f,duplicate,カラオケ行こ！,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2021.html,2021,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2021.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/16353169/; normalizedTitle=からおけ行こ!; matchedRakutenAuthor=和山　やま; isbn=9784047361515.
mapping-7c1e7f3ddbd964a5dd91,nippan-bookseller-recommendations-2025-013,candidate-c2f3864045578cebb590,work-c2f3864045578cebb590,duplicate,となりの猫と恋知らず,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://hon-hikidashi.jp/event/51345/,2025,2026-08-22,sourceOfficialUrl=https://hon-hikidashi.jp/event/51345/; rakutenProductUrl=https://books.rakuten.co.jp/rb/17788427/; normalizedTitle=となりの猫と恋知らず; matchedRakutenAuthor=あきのこ; isbn=9784757591264.
mapping-bd6a20272769ce2d279b,tsugimanga-2025-comics-021,candidate-c2f3864045578cebb590,work-c2f3864045578cebb590,included,となりの猫と恋知らず,1,KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match,https://tsugimanga.jp/winner/2025/comics,2025-09-18,2026-08-22,sourceOfficialUrl=https://tsugimanga.jp/winner/2025/comics; rakutenProductUrl=https://books.rakuten.co.jp/rb/17788427/; normalizedTitle=となりの猫と恋知らず; matchedRakutenAuthor=あきのこ; isbn=9784757591264.
mapping-2bd75869937b494975dc,nippan-bookseller-recommendations-2021-005,candidate-c5c2695ad33fd05af945,work-c5c2695ad33fd05af945,duplicate,カッコウの許嫁,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://hon-hikidashi.jp/event/105449/,2021,2026-08-22,sourceOfficialUrl=https://hon-hikidashi.jp/event/105449/; rakutenProductUrl=https://books.rakuten.co.jp/rb/16208859/; normalizedTitle=かっこうの許嫁; matchedRakutenAuthor=吉河 美希; isbn=9784065193808.
mapping-c1dd4a5307e855e414a2,tsugimanga-2020-comics-012,candidate-c5c2695ad33fd05af945,work-c5c2695ad33fd05af945,included,カッコウの許嫁,1,KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match,https://tsugimanga.jp/winner/2020/comics,2020-08-19,2026-08-22,sourceOfficialUrl=https://tsugimanga.jp/winner/2020/comics; rakutenProductUrl=https://books.rakuten.co.jp/rb/16208859/; normalizedTitle=かっこうの許嫁; matchedRakutenAuthor=吉河 美希; isbn=9784065193808.
mapping-1c002873a4e8629b6545,nippan-bookseller-recommendations-2024-011,candidate-c7280f9dcc2754d3f864,work-c7280f9dcc2754d3f864,duplicate,鵺の陰陽師,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://hon-hikidashi.jp/event/28229/,2024,2026-08-22,sourceOfficialUrl=https://hon-hikidashi.jp/event/28229/; rakutenProductUrl=https://books.rakuten.co.jp/rb/17608268/; normalizedTitle=鵺の陰陽師; matchedRakutenAuthor=川江 康太; isbn=9784088836874.
mapping-aa5b1eb92916327cde68,tsugimanga-2024-comics-023,candidate-c7280f9dcc2754d3f864,work-c7280f9dcc2754d3f864,included,鵺の陰陽師,1,KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match,https://tsugimanga.jp/winner/2024/comics,2024-08-28,2026-08-22,sourceOfficialUrl=https://tsugimanga.jp/winner/2024/comics; rakutenProductUrl=https://books.rakuten.co.jp/rb/17608268/; normalizedTitle=鵺の陰陽師; matchedRakutenAuthor=川江 康太; isbn=9784088836874.
mapping-0d14b15539e88aa9b95c,mangataisho-2010-008,candidate-d63a83030a8819ff553c,work-d63a83030a8819ff553c,included,モテキ,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2010.html,2010,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2010.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/5996532/; normalizedTitle=もてき; matchedRakutenAuthor=久保ミツロウ; isbn=9784063522594.
mapping-ea6ecf5f2b00f5aaeb82,nippan-bookseller-recommendations-2010-014,candidate-d63a83030a8819ff553c,work-d63a83030a8819ff553c,duplicate,モテキ,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://hon-hikidashi.jp/event/104773/,2010,2026-08-22,sourceOfficialUrl=https://hon-hikidashi.jp/event/104773/; rakutenProductUrl=https://books.rakuten.co.jp/rb/5996532/; normalizedTitle=もてき; matchedRakutenAuthor=久保ミツロウ; isbn=9784063522594.
mapping-991a2fc764341d77ca29,nippan-bookseller-recommendations-2018-008,candidate-d8a87d01c1f35d58e791,work-d8a87d01c1f35d58e791,duplicate,八雲さんは餌づけがしたい。,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://www.honyaclub.com/shop/pages/osusumecomic2018.aspx?affiliate=osusumec18,2018,2026-08-22,sourceOfficialUrl=https://www.honyaclub.com/shop/pages/osusumecomic2018.aspx?affiliate=osusumec18; rakutenProductUrl=https://books.rakuten.co.jp/rb/14394232/; normalizedTitle=八雲さんは餌づけがしたい。; matchedRakutenAuthor=里見U; isbn=9784757551107.
mapping-93ef71ac64c781dd9fd9,tsugimanga-2017-comics-047,candidate-d8a87d01c1f35d58e791,work-d8a87d01c1f35d58e791,included,八雲さんは餌づけがしたい。,1,KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match,https://tsugimanga.jp/winner/2017/comics,2017-08-23,2026-08-22,sourceOfficialUrl=https://tsugimanga.jp/winner/2017/comics; rakutenProductUrl=https://books.rakuten.co.jp/rb/14394232/; normalizedTitle=八雲さんは餌づけがしたい。; matchedRakutenAuthor=里見U; isbn=9784757551107.
mapping-10610060d0b40cf0fab3,nippan-bookseller-recommendations-2016-009,candidate-e2f095e08fc5e08d5a2b,work-e2f095e08fc5e08d5a2b,duplicate,高嶺と花,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://www.honyaclub.com/shop/pages/osusumecomic2016.aspx?affiliate=osusumec16,2016,2026-08-22,sourceOfficialUrl=https://www.honyaclub.com/shop/pages/osusumecomic2016.aspx?affiliate=osusumec16; rakutenProductUrl=https://books.rakuten.co.jp/rb/13116201/; normalizedTitle=高嶺と花; matchedRakutenAuthor=師走ゆき; isbn=9784592213512.
mapping-8ff2306e7ffecfc39509,tsugimanga-2016-comics-022,candidate-e2f095e08fc5e08d5a2b,work-e2f095e08fc5e08d5a2b,included,高嶺と花,1,KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match,https://tsugimanga.jp/winner/2016/comics,2016-02-04,2026-08-22,sourceOfficialUrl=https://tsugimanga.jp/winner/2016/comics; rakutenProductUrl=https://books.rakuten.co.jp/rb/13116201/; normalizedTitle=高嶺と花; matchedRakutenAuthor=師走ゆき; isbn=9784592213512.
mapping-1459f1616c1809885782,nippan-bookseller-recommendations-2021-014,candidate-e81955a9fc5c4d84580f,work-e81955a9fc5c4d84580f,duplicate,ここは今から倫理です。,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://hon-hikidashi.jp/event/105449/,2021,2026-08-22,sourceOfficialUrl=https://hon-hikidashi.jp/event/105449/; rakutenProductUrl=https://books.rakuten.co.jp/rb/15209083/; normalizedTitle=ここは今から倫理です。; matchedRakutenAuthor=雨瀬 シオリ; isbn=9784088907918.
mapping-16634315bff718b2ca5c,tsugimanga-2018-comics-013,candidate-e81955a9fc5c4d84580f,work-e81955a9fc5c4d84580f,included,ここは今から倫理です。,1,KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match,https://tsugimanga.jp/winner/2018/comics,2018-08-23,2026-08-22,sourceOfficialUrl=https://tsugimanga.jp/winner/2018/comics; rakutenProductUrl=https://books.rakuten.co.jp/rb/15209083/; normalizedTitle=ここは今から倫理です。; matchedRakutenAuthor=雨瀬 シオリ; isbn=9784088907918.
mapping-79b5b9be82f0634ede14,konomanga-2023-ranking-02,candidate-eef84d07d90ba2b040cf,work-eef84d07d90ba2b040cf,included,さよなら絵梨,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4772/,2022-12-12,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4772/; rakutenProductUrl=https://books.rakuten.co.jp/rb/17165188/; normalizedTitle=さよなら絵梨; matchedRakutenAuthor=藤本 タツキ; isbn=9784088831671.
mapping-7d322fd177239c86a7d1,mangataisho-2023-007,candidate-eef84d07d90ba2b040cf,work-eef84d07d90ba2b040cf,duplicate,さよなら絵梨,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2023.html,2023,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2023.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/17165188/; normalizedTitle=さよなら絵梨; matchedRakutenAuthor=藤本 タツキ; isbn=9784088831671.
