mappingId,sourceItemId,candidateId,workId,mappingType,canonicalTitleJa,confidence,evidenceName,evidenceUrl,evidencePublishedAt,retrievedAt,notes
mapping-c70561f9b04ac5cee307,konomanga-2022-ranking-07,candidate-0029e59a039dce3f6e74,work-0029e59a039dce3f6e74,included,【推しの子】,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4815/,2021-12-07,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4815/; rakutenProductUrl=https://books.rakuten.co.jp/rb/16373626/; normalizedTitle=【推しの子】; matchedRakutenAuthor=赤坂 アカ × 横槍 メンゴ; isbn=9784088916507.
mapping-54e36eebd9516f234a98,mangataisho-2011-021,candidate-550854424fc9cc94d585,work-550854424fc9cc94d585,included,高杉さん家のおべんとう,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2011.html,2011,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2011.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/17971343/; normalizedTitle=高杉さん家のおべんとう; matchedRakutenAuthor=柳原　望; isbn=9784040661001.
mapping-9a4c6d2059b1a8047bd4,mangataisho-2012-010,candidate-550854424fc9cc94d585,work-550854424fc9cc94d585,duplicate,高杉さん家のおべんとう,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/17971343/; normalizedTitle=高杉さん家のおべんとう; matchedRakutenAuthor=柳原　望; isbn=9784040661001.
mapping-37edbafa678ee83d937e,mangataisho-2013-017,candidate-550854424fc9cc94d585,work-550854424fc9cc94d585,duplicate,高杉さん家のおべんとう,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2013.html,2013,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2013.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/17971343/; normalizedTitle=高杉さん家のおべんとう; matchedRakutenAuthor=柳原　望; isbn=9784040661001.
mapping-3c284ec6925b6abd792f,mangataisho-2014-148,candidate-550854424fc9cc94d585,work-550854424fc9cc94d585,duplicate,高杉さん家のおべんとう,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2014.html,2014,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2014.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/17971343/; normalizedTitle=高杉さん家のおべんとう; matchedRakutenAuthor=柳原　望; isbn=9784040661001.
mapping-84c55269dd0a5dbc301a,mangataisho-2010-099,candidate-5baea1ce0e7e74df34b9,work-5baea1ce0e7e74df34b9,included,刻刻,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2010.html,2010,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2010.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6144821/; normalizedTitle=刻刻; matchedRakutenAuthor=堀尾 省太; isbn=9784063728224.
mapping-f5c42a395fae183c5aa3,mangataisho-2011-008,candidate-5baea1ce0e7e74df34b9,work-5baea1ce0e7e74df34b9,duplicate,刻刻,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2011.html,2011,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2011.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6144821/; normalizedTitle=刻刻; matchedRakutenAuthor=堀尾 省太; isbn=9784063728224.
mapping-1325100c6ea12a8130da,mangataisho-2014-124,candidate-5baea1ce0e7e74df34b9,work-5baea1ce0e7e74df34b9,duplicate,刻刻,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2014.html,2014,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2014.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6144821/; normalizedTitle=刻刻; matchedRakutenAuthor=堀尾 省太; isbn=9784063728224.
mapping-6f29dbed4a910f37409c,mangataisho-2015-103,candidate-5baea1ce0e7e74df34b9,work-5baea1ce0e7e74df34b9,duplicate,刻刻,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2015.html,2015,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2015.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6144821/; normalizedTitle=刻刻; matchedRakutenAuthor=堀尾 省太; isbn=9784063728224.
mapping-3ea8803fc82c2ca41679,mangataisho-2011-177,candidate-672862529a341488245b,work-672862529a341488245b,included,BUTTER！！！,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2011.html,2011,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2011.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6508769/; normalizedTitle=butter!!!; matchedRakutenAuthor=ヤマシタトモコ; isbn=9784063106824.
mapping-2f7e949b7d892a9860a2,mangataisho-2012-197,candidate-672862529a341488245b,work-672862529a341488245b,duplicate,BUTTER！！！,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6508769/; normalizedTitle=butter!!!; matchedRakutenAuthor=ヤマシタトモコ; isbn=9784063106824.
mapping-fc29dda0da99b7c434c9,mangataisho-2013-193,candidate-672862529a341488245b,work-672862529a341488245b,duplicate,BUTTER！！！,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2013.html,2013,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2013.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6508769/; normalizedTitle=butter!!!; matchedRakutenAuthor=ヤマシタトモコ; isbn=9784063106824.
mapping-56687fed3daf122d5b31,mangataisho-2014-125,candidate-672862529a341488245b,work-672862529a341488245b,duplicate,BUTTER！！！,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2014.html,2014,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2014.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6508769/; normalizedTitle=butter!!!; matchedRakutenAuthor=ヤマシタトモコ; isbn=9784063106824.
mapping-a8fbc9620053ba77f821,mangataisho-2015-067,candidate-680837b0db4ec9d2932c,work-680837b0db4ec9d2932c,duplicate,トクサツガガガ,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2015.html,2015,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2015.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/12961494/; normalizedTitle=とくさつががが; matchedRakutenAuthor=丹羽庭; isbn=9784091866066.
mapping-a59d8543bfc03c586201,nippan-bookseller-recommendations-2016-015,candidate-680837b0db4ec9d2932c,work-680837b0db4ec9d2932c,duplicate,トクサツガガガ,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://www.honyaclub.com/shop/pages/osusumecomic2016.aspx?affiliate=osusumec16,2016,2026-08-22,sourceOfficialUrl=https://www.honyaclub.com/shop/pages/osusumecomic2016.aspx?affiliate=osusumec16; rakutenProductUrl=https://books.rakuten.co.jp/rb/12961494/; normalizedTitle=とくさつががが; matchedRakutenAuthor=丹羽庭; isbn=9784091866066.
mapping-c5e54e54c9909c23a1a3,tsugimanga-2016-comics-029,candidate-680837b0db4ec9d2932c,work-680837b0db4ec9d2932c,included,トクサツガガガ,1,KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match,https://tsugimanga.jp/winner/2016/comics,2016-02-04,2026-08-22,sourceOfficialUrl=https://tsugimanga.jp/winner/2016/comics; rakutenProductUrl=https://books.rakuten.co.jp/rb/12961494/; normalizedTitle=とくさつががが; matchedRakutenAuthor=丹羽庭; isbn=9784091866066.
mapping-4ca5faad818071f7ea07,mangataisho-2008-009,candidate-724c064d491faf4c7414,work-724c064d491faf4c7414,included,もやしもん,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2008.html,2008,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2008.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/3566736/; normalizedTitle=もやしもん; matchedRakutenAuthor=石川 雅之; isbn=9784063521061.
mapping-7c95ef099156493c1480,mangataisho-2009-106,candidate-724c064d491faf4c7414,work-724c064d491faf4c7414,duplicate,もやしもん,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2009.html,2009,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2009.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/3566736/; normalizedTitle=もやしもん; matchedRakutenAuthor=石川 雅之; isbn=9784063521061.
mapping-9a98681829f30b41c36b,nippan-bookseller-recommendations-2006-003,candidate-724c064d491faf4c7414,work-724c064d491faf4c7414,duplicate,もやしもん,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://hon-hikidashi.jp/event/104714/,2006,2026-08-22,sourceOfficialUrl=https://hon-hikidashi.jp/event/104714/; rakutenProductUrl=https://books.rakuten.co.jp/rb/3566736/; normalizedTitle=もやしもん; matchedRakutenAuthor=石川 雅之; isbn=9784063521061.
mapping-f36f37675f4385a37878,mangataisho-2013-042,candidate-78d44d381562e37dd94a,work-78d44d381562e37dd94a,included,きょうは会社休みます。,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2013.html,2013,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2013.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/11603974/; normalizedTitle=きょうは会社休みます。; matchedRakutenAuthor=藤村真理; isbn=9784088467696.
mapping-b34c0810a6b04b8fa6be,mangataisho-2014-089,candidate-78d44d381562e37dd94a,work-78d44d381562e37dd94a,duplicate,きょうは会社休みます。,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2014.html,2014,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2014.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/11603974/; normalizedTitle=きょうは会社休みます。; matchedRakutenAuthor=藤村真理; isbn=9784088467696.
mapping-4a4cc4f4ad36145e15f5,nippan-bookseller-recommendations-2013-011,candidate-78d44d381562e37dd94a,work-78d44d381562e37dd94a,duplicate,きょうは会社休みます。,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://www.honyaclub.com/shop/pages/osusume.aspx,2013,2026-08-22,sourceOfficialUrl=https://www.honyaclub.com/shop/pages/osusume.aspx; rakutenProductUrl=https://books.rakuten.co.jp/rb/11603974/; normalizedTitle=きょうは会社休みます。; matchedRakutenAuthor=藤村真理; isbn=9784088467696.
mapping-889be7864b166b525902,mangataisho-2009-021,candidate-7a4e7ba45413e1b8af34,work-7a4e7ba45413e1b8af34,included,青空エール,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2009.html,2009,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2009.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/5922968/; normalizedTitle=青空えーる; matchedRakutenAuthor=河原和音; isbn=9784088463667.
mapping-0764bd30ae3f9865dcd3,mangataisho-2010-091,candidate-7a4e7ba45413e1b8af34,work-7a4e7ba45413e1b8af34,duplicate,青空エール,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2010.html,2010,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2010.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/5922968/; normalizedTitle=青空えーる; matchedRakutenAuthor=河原和音; isbn=9784088463667.
mapping-eee4469133d1fa4eebf1,mangataisho-2012-179,candidate-7a4e7ba45413e1b8af34,work-7a4e7ba45413e1b8af34,duplicate,青空エール,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/5922968/; normalizedTitle=青空えーる; matchedRakutenAuthor=河原和音; isbn=9784088463667.
mapping-d953b2d25357bf11eaee,nippan-bookseller-recommendations-2010-010,candidate-7a4e7ba45413e1b8af34,work-7a4e7ba45413e1b8af34,duplicate,青空エール,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://hon-hikidashi.jp/event/104773/,2010,2026-08-22,sourceOfficialUrl=https://hon-hikidashi.jp/event/104773/; rakutenProductUrl=https://books.rakuten.co.jp/rb/5922968/; normalizedTitle=青空えーる; matchedRakutenAuthor=河原和音; isbn=9784088463667.
mapping-ab910a9a2d1abea4e61e,mangataisho-2014-044,candidate-7abb6e8396c5e1252173,work-7abb6e8396c5e1252173,duplicate,甘々と稲妻,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2014.html,2014,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2014.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/12417050/; normalizedTitle=甘々と稲妻; matchedRakutenAuthor=雨隠ギド; isbn=9784063879179.
mapping-ec7a190d2de80b533ecd,mangataisho-2015-119,candidate-7abb6e8396c5e1252173,work-7abb6e8396c5e1252173,duplicate,甘々と稲妻,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2015.html,2015,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2015.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/12417050/; normalizedTitle=甘々と稲妻; matchedRakutenAuthor=雨隠ギド; isbn=9784063879179.
mapping-0057c58bd3ca22bd4ea1,nippan-bookseller-recommendations-2015-010,candidate-7abb6e8396c5e1252173,work-7abb6e8396c5e1252173,duplicate,甘々と稲妻,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://www.honyaclub.com/shop/pages/osusume_comic2015.aspx?affiliate=osusumec,2015,2026-08-22,sourceOfficialUrl=https://www.honyaclub.com/shop/pages/osusume_comic2015.aspx?affiliate=osusumec; rakutenProductUrl=https://books.rakuten.co.jp/rb/12417050/; normalizedTitle=甘々と稲妻; matchedRakutenAuthor=雨隠ギド; isbn=9784063879179.
mapping-f71b95675aaa689d49b2,tsugimanga-2015-comics-014,candidate-7abb6e8396c5e1252173,work-7abb6e8396c5e1252173,included,甘々と稲妻,1,KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match,https://tsugimanga.jp/winner/2015/comics,2015-02-06,2026-08-22,sourceOfficialUrl=https://tsugimanga.jp/winner/2015/comics; rakutenProductUrl=https://books.rakuten.co.jp/rb/12417050/; normalizedTitle=甘々と稲妻; matchedRakutenAuthor=雨隠ギド; isbn=9784063879179.
mapping-a9c2128b3c201b02b54e,konomanga-2020-ranking-12,candidate-81c561ca6bb74a301cf8,work-81c561ca6bb74a301cf8,included,ライドンキング,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4894/,2019-12-20,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4894/; rakutenProductUrl=https://books.rakuten.co.jp/rb/15740016/; normalizedTitle=らいどんきんぐ; matchedRakutenAuthor=馬場 康誌; isbn=9784065142103.
mapping-02188655e90e21469a7e,nippan-bookseller-recommendations-2020-010,candidate-81c561ca6bb74a301cf8,work-81c561ca6bb74a301cf8,duplicate,ライドンキング,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://hon-hikidashi.jp/event/105418/,2020,2026-08-22,sourceOfficialUrl=https://hon-hikidashi.jp/event/105418/; rakutenProductUrl=https://books.rakuten.co.jp/rb/15740016/; normalizedTitle=らいどんきんぐ; matchedRakutenAuthor=馬場 康誌; isbn=9784065142103.
mapping-9e1d85969ee0c0eefff9,tsugimanga-2019-comics-049,candidate-81c561ca6bb74a301cf8,work-81c561ca6bb74a301cf8,duplicate,ライドンキング,1,KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match,https://tsugimanga.jp/winner/2019/comics,2019-08-22,2026-08-22,sourceOfficialUrl=https://tsugimanga.jp/winner/2019/comics; rakutenProductUrl=https://books.rakuten.co.jp/rb/15740016/; normalizedTitle=らいどんきんぐ; matchedRakutenAuthor=馬場 康誌; isbn=9784065142103.
mapping-09a1cb8bca4842a55f5f,mangataisho-2008-089,candidate-83510afea8d961aec880,work-83510afea8d961aec880,included,俺はまだ本気出してないだけ,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2008.html,2008,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2008.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/4512345/; normalizedTitle=俺はまだ本気出してないだけ; matchedRakutenAuthor=青野春秋; isbn=9784091883773.
mapping-7c019847485558fe9175,mangataisho-2010-058,candidate-83510afea8d961aec880,work-83510afea8d961aec880,duplicate,俺はまだ本気出してないだけ,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2010.html,2010,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2010.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/4512345/; normalizedTitle=俺はまだ本気出してないだけ; matchedRakutenAuthor=青野春秋; isbn=9784091883773.
mapping-a4762ed7b00ea2554e3c,mangataisho-2011-040,candidate-83510afea8d961aec880,work-83510afea8d961aec880,duplicate,俺はまだ本気出してないだけ,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2011.html,2011,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2011.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/4512345/; normalizedTitle=俺はまだ本気出してないだけ; matchedRakutenAuthor=青野春秋; isbn=9784091883773.
mapping-521d2cd5b37a3209440b,mangataisho-2013-084,candidate-83510afea8d961aec880,work-83510afea8d961aec880,duplicate,俺はまだ本気出してないだけ,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2013.html,2013,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2013.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/4512345/; normalizedTitle=俺はまだ本気出してないだけ; matchedRakutenAuthor=青野春秋; isbn=9784091883773.
mapping-54c13f4dc352a32b9dea,konomanga-2020-ranking-03,candidate-84a6a139c55f2760544e,work-84a6a139c55f2760544e,included,僕の心のヤバイやつ,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4894/,2019-12-20,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4894/; rakutenProductUrl=https://books.rakuten.co.jp/rb/15700939/; normalizedTitle=僕の心のやばいやつ; matchedRakutenAuthor=桜井　のりお; isbn=9784253226158.
mapping-7dbc3f2b0bad5831ccb9,konomanga-2021-ranking-09,candidate-84a6a139c55f2760544e,work-84a6a139c55f2760544e,duplicate,僕の心のヤバイやつ,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4868/,2020-12-10,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4868/; rakutenProductUrl=https://books.rakuten.co.jp/rb/15700939/; normalizedTitle=僕の心のやばいやつ; matchedRakutenAuthor=桜井　のりお; isbn=9784253226158.
mapping-8222b7f6e12512bac026,mangataisho-2020-011,candidate-84a6a139c55f2760544e,work-84a6a139c55f2760544e,duplicate,僕の心のヤバイやつ,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2020.html,2020,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2020.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/15700939/; normalizedTitle=僕の心のやばいやつ; matchedRakutenAuthor=桜井　のりお; isbn=9784253226158.
mapping-cf158172735971126cba,nippan-bookseller-recommendations-2020-013,candidate-84a6a139c55f2760544e,work-84a6a139c55f2760544e,duplicate,僕の心のヤバイやつ,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://hon-hikidashi.jp/event/105418/,2020,2026-08-22,sourceOfficialUrl=https://hon-hikidashi.jp/event/105418/; rakutenProductUrl=https://books.rakuten.co.jp/rb/15700939/; normalizedTitle=僕の心のやばいやつ; matchedRakutenAuthor=桜井　のりお; isbn=9784253226158.
mapping-c035f62a0d7e81e74400,mangataisho-2012-130,candidate-88e75622b83b794c03ac,work-88e75622b83b794c03ac,included,山賊ダイアリー,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/11467757/; normalizedTitle=山賊だいありー; matchedRakutenAuthor=岡本 健太郎; isbn=9784063523911.
mapping-6d880d900e5c84587311,mangataisho-2013-010,candidate-88e75622b83b794c03ac,work-88e75622b83b794c03ac,duplicate,山賊ダイアリー,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2013.html,2013,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2013.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/11467757/; normalizedTitle=山賊だいありー; matchedRakutenAuthor=岡本 健太郎; isbn=9784063523911.
mapping-dd807974fb48fc2a385b,mangataisho-2014-202,candidate-88e75622b83b794c03ac,work-88e75622b83b794c03ac,duplicate,山賊ダイアリー,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2014.html,2014,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2014.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/11467757/; normalizedTitle=山賊だいありー; matchedRakutenAuthor=岡本 健太郎; isbn=9784063523911.
mapping-a4f66523b03f7cda64e7,mangataisho-2015-017,candidate-88e75622b83b794c03ac,work-88e75622b83b794c03ac,duplicate,山賊ダイアリー,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2015.html,2015,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2015.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/11467757/; normalizedTitle=山賊だいありー; matchedRakutenAuthor=岡本 健太郎; isbn=9784063523911.
mapping-877d15ad7f01566ff38b,nippan-bookseller-recommendations-2021-008,candidate-9036a98c069b5ef8cd54,work-9036a98c069b5ef8cd54,duplicate,よふかしのうた,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://hon-hikidashi.jp/event/105449/,2021,2026-08-22,sourceOfficialUrl=https://hon-hikidashi.jp/event/105449/; rakutenProductUrl=https://books.rakuten.co.jp/rb/16090200/; normalizedTitle=よふかしのうた; matchedRakutenAuthor=コトヤマ; isbn=9784091294920.
mapping-65a351092988da2464f0,shogakukan-manga-award-68-002,candidate-9036a98c069b5ef8cd54,work-9036a98c069b5ef8cd54,duplicate,よふかしのうた,1,小学館「小学館漫画賞」 official selection + Rakuten Books exact product match,https://shogakukan-comic.jp/shogakukan-mangasho-archives,2022,2026-08-22,sourceOfficialUrl=https://shogakukan-comic.jp/shogakukan-mangasho-archives; rakutenProductUrl=https://books.rakuten.co.jp/rb/16090200/; normalizedTitle=よふかしのうた; matchedRakutenAuthor=コトヤマ; isbn=9784091294920.
mapping-0e4d8747c1b12f8ebc56,tsugimanga-2020-comics-048,candidate-9036a98c069b5ef8cd54,work-9036a98c069b5ef8cd54,included,よふかしのうた,1,KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match,https://tsugimanga.jp/winner/2020/comics,2020-08-19,2026-08-22,sourceOfficialUrl=https://tsugimanga.jp/winner/2020/comics; rakutenProductUrl=https://books.rakuten.co.jp/rb/16090200/; normalizedTitle=よふかしのうた; matchedRakutenAuthor=コトヤマ; isbn=9784091294920.
mapping-8c59a739b032f889b9ac,mangataisho-2013-199,candidate-98637340992f2f50107d,work-98637340992f2f50107d,included,いつかティファニーで朝食を,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2013.html,2013,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2013.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/11842218/; normalizedTitle=いつかてぃふぁにーで朝食を; matchedRakutenAuthor=マキヒロチ; isbn=9784107716774.
mapping-d99381a272550e4d84c1,mangataisho-2014-121,candidate-98637340992f2f50107d,work-98637340992f2f50107d,duplicate,いつかティファニーで朝食を,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2014.html,2014,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2014.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/11842218/; normalizedTitle=いつかてぃふぁにーで朝食を; matchedRakutenAuthor=マキヒロチ; isbn=9784107716774.
mapping-8710dc3ab5f5014da73e,nippan-bookseller-recommendations-2014-015,candidate-98637340992f2f50107d,work-98637340992f2f50107d,duplicate,いつかティファニーで朝食を,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://www.honyaclub.com/shop/pages/osusume_comic2014.aspx?affiliate=osusumec14,2014,2026-08-22,sourceOfficialUrl=https://www.honyaclub.com/shop/pages/osusume_comic2014.aspx?affiliate=osusumec14; rakutenProductUrl=https://books.rakuten.co.jp/rb/11842218/; normalizedTitle=いつかてぃふぁにーで朝食を; matchedRakutenAuthor=マキヒロチ; isbn=9784107716774.
mapping-6dda43c018b18ffa676c,mangataisho-2012-014,candidate-a25bac53b4757f13f21a,work-a25bac53b4757f13f21a,included,鬼灯の冷徹,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/11169419/; normalizedTitle=鬼灯の冷徹; matchedRakutenAuthor=江口夏実; isbn=9784063870176.
mapping-402acad4757685e2a405,mangataisho-2013-146,candidate-a25bac53b4757f13f21a,work-a25bac53b4757f13f21a,duplicate,鬼灯の冷徹,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2013.html,2013,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2013.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/11169419/; normalizedTitle=鬼灯の冷徹; matchedRakutenAuthor=江口夏実; isbn=9784063870176.
mapping-420f466e2a32eaed1f28,nippan-bookseller-recommendations-2012-001,candidate-a25bac53b4757f13f21a,work-a25bac53b4757f13f21a,duplicate,鬼灯の冷徹,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://hon-hikidashi.jp/event/105008/,2012,2026-08-22,sourceOfficialUrl=https://hon-hikidashi.jp/event/105008/; rakutenProductUrl=https://books.rakuten.co.jp/rb/11169419/; normalizedTitle=鬼灯の冷徹; matchedRakutenAuthor=江口夏実; isbn=9784063870176.
