candidateId,canonicalTitleJa,titleKana,creatorsJa,firstPublishedYear,originCountry,format,publicationStatus,notes
candidate-464322afcd10013437b9,大奥,,よしながふみ,2004,unknown,unknown,unknown,Library-only candidate; opaque workId=work-464322afcd10013437b9; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-46c7a21a3bd83feda160,ブスなんて言わないで,,とある アラ子,2022,unknown,unknown,unknown,Library-only candidate; opaque workId=work-46c7a21a3bd83feda160; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-477a6d9e4194575e5a94,死にたがりと雲雀,,山中ヒコ,2014,unknown,unknown,unknown,Library-only candidate; opaque workId=work-477a6d9e4194575e5a94; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-47f92d487ef1805e4c07,はなまる幼稚園,,勇人,2007,unknown,unknown,unknown,Library-only candidate; opaque workId=work-47f92d487ef1805e4c07; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-480da6364966b47be4be,アニウッド大通り,,記伊孝,2014,unknown,unknown,unknown,Library-only candidate; opaque workId=work-480da6364966b47be4be; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-482db909fdba0c38b2ee,恋するリップ・ティント,,楠 なな,2025,unknown,unknown,unknown,Library-only candidate; opaque workId=work-482db909fdba0c38b2ee; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-48a8cbb717b0f34ec6cd,老女的少女ひなたちゃん,,桑佳あさ,2015,unknown,unknown,unknown,Library-only candidate; opaque workId=work-48a8cbb717b0f34ec6cd; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-49646c522ce70a4bb8f0,新ゲノム,,古賀亮一,,unknown,unknown,unknown,Library-only candidate; opaque workId=work-49646c522ce70a4bb8f0; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-497efdbff53f145b429b,がらくたストリート,,山田穣,2008,unknown,unknown,unknown,Library-only candidate; opaque workId=work-497efdbff53f145b429b; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-498772ec1afff132af28,春の嵐とモンスター,,ミユキ 蜜蜂,2022,unknown,unknown,unknown,Library-only candidate; opaque workId=work-498772ec1afff132af28; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-49af41f47417b01de20e,テガミバチ,,浅田弘幸,2007,unknown,unknown,unknown,Library-only candidate; opaque workId=work-49af41f47417b01de20e; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-49be48c972a16985bd57,ウィッチクラフトワークス,,水薙竜,2010,unknown,unknown,completed,Matched existing Gold work witchcraft-works by normalized title/alias + creator overlap.
candidate-49c0073fd735f54ab8e2,懲役３３９年,,伊勢 ともか,2014,unknown,unknown,unknown,Library-only candidate; opaque workId=work-49c0073fd735f54ab8e2; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-49e9ca0e255356cbf861,マイ・ブロークン・マリコ,,平庫 ワカ,,unknown,unknown,unknown,Library-only candidate; opaque workId=work-49e9ca0e255356cbf861; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-49f89814d519971761f9,四月は君の嘘,シガツハキミノウソ,新川直司,2011,unknown,unknown,completed,Matched existing Gold work your-lie-in-april by normalized title/alias + creator overlap.
candidate-4a6ea4bff716a540febb,きみは四葉のクローバー,,こうし,2024,unknown,unknown,unknown,Library-only candidate; opaque workId=work-4a6ea4bff716a540febb; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-4a74999f17e4ae7fe724,実は私は,,増田英二,2013,unknown,unknown,unknown,Library-only candidate; opaque workId=work-4a74999f17e4ae7fe724; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-4a8a22fc766bf9bc4c59,天は赤い河のほとり,,篠原千絵,1995,unknown,unknown,unknown,Library-only candidate; opaque workId=work-4a8a22fc766bf9bc4c59; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-4aa6564d790e9013b90f,ちおちゃんの通学路,,川崎直孝,2014,unknown,unknown,unknown,Library-only candidate; opaque workId=work-4aa6564d790e9013b90f; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-4ab9720731a7bf98632e,修羅の門 第弐門,,川原 正敏,2011,unknown,unknown,unknown,Library-only candidate; opaque workId=work-4ab9720731a7bf98632e; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-4ac3883d7724c8c0a25a,ラストゲーム,,天乃忍,2012,unknown,unknown,unknown,Library-only candidate; opaque workId=work-4ac3883d7724c8c0a25a; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-4ad0055c4138e1db1a50,今日はカノジョがいないから,,岩見 樹代子,2021,unknown,unknown,unknown,Library-only candidate; opaque workId=work-4ad0055c4138e1db1a50; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-4b1aee71ea9834cd0439,みどりの星,,真造圭伍,2013,unknown,unknown,unknown,Library-only candidate; opaque workId=work-4b1aee71ea9834cd0439; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-4b4bbe8c10859c46e726,百舌谷さん逆上する,,篠房六郎,2008,unknown,unknown,unknown,Library-only candidate; opaque workId=work-4b4bbe8c10859c46e726; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-4b4e6afc71e786d97bac,自殺島,,森恒二,2009,unknown,unknown,unknown,Library-only candidate; opaque workId=work-4b4e6afc71e786d97bac; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-4b58e9c429e2c2849e76,スティーブズ,,うめ;松永 肇一,2014,unknown,unknown,unknown,Library-only candidate; opaque workId=work-4b58e9c429e2c2849e76; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-4b775e0182b5b758c0eb,恋に無駄口,,福山 リョウコ,2020,unknown,unknown,unknown,Library-only candidate; opaque workId=work-4b775e0182b5b758c0eb; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-4bc49c50851479b6725f,わにとかげぎす,,古谷 実,2006,unknown,unknown,unknown,Library-only candidate; opaque workId=work-4bc49c50851479b6725f; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-4bf5f17cb5da0a706064,あめつちだれかれそこかしこ,,青桐ナツ,2014,unknown,unknown,unknown,Library-only candidate; opaque workId=work-4bf5f17cb5da0a706064; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-4c519b1e8a421d123fef,月影ベイベ,,小玉 ユキ,2013,unknown,unknown,unknown,Library-only candidate; opaque workId=work-4c519b1e8a421d123fef; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-4c5e29ca09aa2086be37,磯部磯兵衛物語〜浮世はつらいよ〜,,仲間 りょう,2014,unknown,unknown,unknown,Library-only candidate; opaque workId=work-4c5e29ca09aa2086be37; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-4c784fc78dfd9b139c3f,正反対な君と僕,,阿賀沢 紅茶,2022,unknown,unknown,unknown,Library-only candidate; opaque workId=work-4c784fc78dfd9b139c3f; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-4c90a79f23cc8849ca9b,巨悪学園,,長沢克泰うどん,2012,unknown,unknown,unknown,Library-only candidate; opaque workId=work-4c90a79f23cc8849ca9b; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-4ccde2fa2f805de60def,数字であそぼ。,,絹田 村子,2018,unknown,unknown,unknown,Library-only candidate; opaque workId=work-4ccde2fa2f805de60def; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-4d9f1108aabbace31126,フラグタイム,,さと,2014,unknown,unknown,unknown,Library-only candidate; opaque workId=work-4d9f1108aabbace31126; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-4da37cd884e6077f2072,舞妓さんちのまかないさん,,小山 愛子,2017,unknown,unknown,unknown,Library-only candidate; opaque workId=work-4da37cd884e6077f2072; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-4dd5c4a6686680557ff6,シャドーハウス,,ソウマトウ,2019,unknown,unknown,unknown,Library-only candidate; opaque workId=work-4dd5c4a6686680557ff6; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-4dfd5bd5dd132cbde414,きょうの猫村さん,,ほしよりこ,,unknown,unknown,unknown,Library-only candidate; opaque workId=work-4dfd5bd5dd132cbde414; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-4e0e476ec9dcb9cf818c,いとしのムーコ,イトシノムーコ,みずしな孝之,2011,unknown,unknown,completed,Matched existing Gold work lovely-muco by normalized title/alias + creator overlap.
candidate-4e0f63e18e219a3dfe32,トニカクカワイイ,,畑 健二郎,2018,unknown,unknown,unknown,Library-only candidate; opaque workId=work-4e0f63e18e219a3dfe32; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-4e1489bc0a69b7c21e8b,よんでますよ、アザゼルさん。,,久保保久,2008,unknown,unknown,unknown,Library-only candidate; opaque workId=work-4e1489bc0a69b7c21e8b; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-4e1a5779610b31ca5603,俎上の鯉は二度跳ねる,,水城 せとな,,unknown,unknown,unknown,Library-only candidate; opaque workId=work-4e1a5779610b31ca5603; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-4e58f4d7e699b0785724,ヒロイン失格,,幸田もも子,2010,unknown,unknown,unknown,Library-only candidate; opaque workId=work-4e58f4d7e699b0785724; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-4e60b9906a3188ec9209,履いてください、鷹峰さん,,柊裕一,2019,unknown,unknown,unknown,Library-only candidate; opaque workId=work-4e60b9906a3188ec9209; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-4e8f5e4496b2118413e6,ライジングサン,,藤原さとし,2012,unknown,unknown,unknown,Library-only candidate; opaque workId=work-4e8f5e4496b2118413e6; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-4ea3eb779047209c27d8,喫茶牢獄,,日本橋 ヨヲコ,2025,unknown,unknown,unknown,Library-only candidate; opaque workId=work-4ea3eb779047209c27d8; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-4eda8d2a9b04837b0e29,ブルーピリオド,ブルーピリオド,山口つばさ,2017,unknown,unknown,ongoing,Matched existing Gold work blue-period by normalized title/alias + creator overlap.
candidate-4f4175c6c19e963c46b4,山本善次朗と申します,,槙ようこ,2007,unknown,unknown,unknown,Library-only candidate; opaque workId=work-4f4175c6c19e963c46b4; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-4f5a5e1c022ed0efcd6e,デボネア・ドライブ,,朝倉世界一,2008,unknown,unknown,unknown,Library-only candidate; opaque workId=work-4f5a5e1c022ed0efcd6e; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-4f72ecfc3f99fd8a1286,スコペロ,,カサハラ テツロー,2009,unknown,unknown,unknown,Library-only candidate; opaque workId=work-4f72ecfc3f99fd8a1286; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-4fbfbe587493acba3a24,平成敗残兵すみれちゃん,,里見 U,2024,unknown,unknown,unknown,Library-only candidate; opaque workId=work-4fbfbe587493acba3a24; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-4ff04bf87231d4574769,Ｉ【アイ】,,いがらし みきお,,unknown,unknown,unknown,Library-only candidate; opaque workId=work-4ff04bf87231d4574769; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-500bf1972a4c3b840ded,コンプレックス・エイジ,,佐久間結衣,2014,unknown,unknown,unknown,Library-only candidate; opaque workId=work-500bf1972a4c3b840ded; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-502d99ee8ad948bf6944,さよならタマちゃん,,武田一義,,unknown,unknown,unknown,Library-only candidate; opaque workId=work-502d99ee8ad948bf6944; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-504b8583675a177bd69b,砂時計,,芦原妃名子,2003,unknown,unknown,unknown,Library-only candidate; opaque workId=work-504b8583675a177bd69b; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-50622a5e07468f8c0df9,イノサン,,坂本眞一,2013,unknown,unknown,unknown,Library-only candidate; opaque workId=work-50622a5e07468f8c0df9; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-5091a08263efab2438bd,金剛番長,,鈴木央,2008,unknown,unknown,unknown,Library-only candidate; opaque workId=work-5091a08263efab2438bd; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-50ad1e8e5c1a9a9d7aa3,ラティーノ,,おおひなたごう,2013,unknown,unknown,unknown,Library-only candidate; opaque workId=work-50ad1e8e5c1a9a9d7aa3; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-50afa45b590e1bd55fa1,東京ヒゴロ,,松本 大洋,2021,unknown,unknown,unknown,Library-only candidate; opaque workId=work-50afa45b590e1bd55fa1; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-510920fd67d322029cad,ハルシオン・ランチ,,沙村広明,2010,unknown,unknown,unknown,Library-only candidate; opaque workId=work-510920fd67d322029cad; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-5123e49da8a50eaade9c,実在ゲキウマ地酒日記,,須賀原洋行,2013,unknown,unknown,unknown,Library-only candidate; opaque workId=work-5123e49da8a50eaade9c; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-518d7ed42dd9253679c3,墨攻,,森秀樹;酒見賢一;久保田千太郎,1992,unknown,unknown,unknown,Library-only candidate; opaque workId=work-518d7ed42dd9253679c3; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-51a42ef829c4de88c911,夫婦以上、恋人未満。,,金丸 祐基,2018,unknown,unknown,unknown,Library-only candidate; opaque workId=work-51a42ef829c4de88c911; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-51a4ae214648dbf12478,ももんち,,冬目 景,,unknown,unknown,unknown,Library-only candidate; opaque workId=work-51a4ae214648dbf12478; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-51bd6adb1e1c3afb0374,アルスラーン戦記,アルスラーンセンキ,荒川弘;田中芳樹,2013,unknown,unknown,ongoing,Matched existing Gold work the-heroic-legend-of-arslan by normalized title/alias + creator overlap.
candidate-521d1f38e767ab1d4af4,悪魔とラブソング,,桃森ミヨシ,2007,unknown,unknown,unknown,Library-only candidate; opaque workId=work-521d1f38e767ab1d4af4; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-5225892c29f17471e277,Ｐ．Ｓ．アイラブユー,,谷川史子,,unknown,unknown,unknown,Library-only candidate; opaque workId=work-5225892c29f17471e277; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-52fee99827626be2d8d4,エイティエイトを２でわって,,有馬,2024,unknown,unknown,unknown,Library-only candidate; opaque workId=work-52fee99827626be2d8d4; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-5340c060bb9129c1df57,金剛寺さんは面倒臭い,,とよ田 みのる,2018,unknown,unknown,unknown,Library-only candidate; opaque workId=work-5340c060bb9129c1df57; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-534e2816c5c98956ffe4,パラダイスバード,,佐藤明機,2012,unknown,unknown,unknown,Library-only candidate; opaque workId=work-534e2816c5c98956ffe4; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-5394728c1ca244a0567a,双亡亭壊すべし,,藤田 和日郎,2016,unknown,unknown,unknown,Library-only candidate; opaque workId=work-5394728c1ca244a0567a; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-539a684079e86fe0ab53,星くずドロップ,,小嶋ララ子,2014,unknown,unknown,unknown,Library-only candidate; opaque workId=work-539a684079e86fe0ab53; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-53e54c95f637b66c4fb2,がんばれ元気,,小山ゆう,1976,unknown,unknown,unknown,Library-only candidate; opaque workId=work-53e54c95f637b66c4fb2; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-53eaab555f405b99ea75,GBパーク,,オノ ナツメ,,unknown,unknown,unknown,Library-only candidate; opaque workId=work-53eaab555f405b99ea75; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-53f05f63e741cd17ee72,ドッグスレッド,,野田 サトル,2024,unknown,unknown,unknown,Library-only candidate; opaque workId=work-53f05f63e741cd17ee72; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-53fb816835ab36e40a1f,アンデッドアンラック,,戸塚 慶文,2020,unknown,unknown,unknown,Library-only candidate; opaque workId=work-53fb816835ab36e40a1f; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-5402adec0b3d726fdc43,僕の初恋をキミに捧ぐ,,青木 琴美,2005,unknown,unknown,unknown,Library-only candidate; opaque workId=work-5402adec0b3d726fdc43; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-5408c1ad813b876ee13f,進撃の巨人,シンゲキノキョジン,諫山創,2009,unknown,unknown,completed,Matched existing Gold work attack-on-titan by normalized title/alias + creator overlap.
candidate-540d5788c906bfcc7234,後ハッピーマニア,,安野 モヨコ,2020,unknown,unknown,unknown,Library-only candidate; opaque workId=work-540d5788c906bfcc7234; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-544a6417f8c8f73e1a37,20世紀少年,ニジュッセイキショウネン,浦沢直樹,1999,unknown,unknown,completed,Matched existing Gold work 20th-century-boys by normalized title/alias + creator overlap.
candidate-54bf1699bfd014afa208,ウィッチウォッチ,,篠原 健太,2021,unknown,unknown,unknown,Library-only candidate; opaque workId=work-54bf1699bfd014afa208; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-550261dd739b9ff83611,よにんぐらし,,宇仁田ゆみ,2005,unknown,unknown,unknown,Library-only candidate; opaque workId=work-550261dd739b9ff83611; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-550854424fc9cc94d585,高杉さん家のおべんとう,,柳原 望,2010,unknown,unknown,unknown,Library-only candidate; opaque workId=work-550854424fc9cc94d585; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-5527725f0c3bf381e6d3,ブックイーター,,カネタケ製菓,2013,unknown,unknown,unknown,Library-only candidate; opaque workId=work-5527725f0c3bf381e6d3; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-553a5452dad416fd8800,中春こまわり君,,山上たつひこ,2009,unknown,unknown,unknown,Library-only candidate; opaque workId=work-553a5452dad416fd8800; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-5546d6a69fb258a943c2,坊主DAYS,,杜康潤,2009,unknown,unknown,unknown,Library-only candidate; opaque workId=work-5546d6a69fb258a943c2; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-555bfdff9e7e5e6c8d11,銀のニーナ,,イトカツ,2012,unknown,unknown,unknown,Library-only candidate; opaque workId=work-555bfdff9e7e5e6c8d11; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-5577e7229dee82594d6c,千と万,,関谷あさみ,2013,unknown,unknown,unknown,Library-only candidate; opaque workId=work-5577e7229dee82594d6c; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-5579a3b5321f874d6c14,たとえとどかぬ糸だとしても,,tMnR,2017,unknown,unknown,unknown,Library-only candidate; opaque workId=work-5579a3b5321f874d6c14; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-557c4ffa7e2888066c1d,あそびあい,,新田 章,2013,unknown,unknown,unknown,Library-only candidate; opaque workId=work-557c4ffa7e2888066c1d; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-55d2c61694878eb046d5,ミステリと言う勿れ,,田村由美,2017,unknown,unknown,ongoing,Matched existing Gold work mystery-to-iu-nakare by normalized title/alias + creator overlap.
candidate-55e3193c95b2f4c2e944,紺田照の合法レシピ,,馬田 イスケ,2016,unknown,unknown,unknown,Library-only candidate; opaque workId=work-55e3193c95b2f4c2e944; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-5625fc2de8c5a33e98b2,可愛いだけじゃない式守さん,,真木 蛍五,2019,unknown,unknown,unknown,Library-only candidate; opaque workId=work-5625fc2de8c5a33e98b2; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-567d2c0eeaaaa26dfe60,キーチＶＳ,,新井 英樹,2008,unknown,unknown,unknown,Library-only candidate; opaque workId=work-567d2c0eeaaaa26dfe60; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-56cfe3f157c6da083f35,人は見た目が100パーセント,,大久保 ヒロミ,2014,unknown,unknown,unknown,Library-only candidate; opaque workId=work-56cfe3f157c6da083f35; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-56e45e2dd0d00d5f24a8,ブランクスペース,,熊倉献,2021,unknown,unknown,unknown,Library-only candidate; opaque workId=work-56e45e2dd0d00d5f24a8; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-5702b6d631ece35b62ea,「壇蜜」,,清野 とおる,2025,unknown,unknown,unknown,Library-only candidate; opaque workId=work-5702b6d631ece35b62ea; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-574a0d3c5c25d8741ba5,しゅがー・みーつ・がーる！,,白野アキヒロ,2024,unknown,unknown,unknown,Library-only candidate; opaque workId=work-574a0d3c5c25d8741ba5; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-578a883b485b57393ea9,ちゃんと好きって言える子無双,,赤景;七菜 なな;ちひろ 綺華,2026,unknown,unknown,unknown,Library-only candidate; opaque workId=work-578a883b485b57393ea9; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-57a5e6cde2616095fb4b,犬夜叉,イヌヤシャ,高橋留美子,1996,unknown,unknown,completed,Matched existing Gold work inuyasha by normalized title/alias + creator overlap.
candidate-57e57ac2ef9687d8c2ce,僕は問題ありません,,宮崎 夏次系,,unknown,unknown,unknown,Library-only candidate; opaque workId=work-57e57ac2ef9687d8c2ce; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-57f00e4a2130d5a0fa70,新米姉妹のふたりごはん,,柊 ゆたか,2015,unknown,unknown,unknown,Library-only candidate; opaque workId=work-57f00e4a2130d5a0fa70; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-580d12e46b72fad34332,さくらの園,,ふみふみこ,2014,unknown,unknown,unknown,Library-only candidate; opaque workId=work-580d12e46b72fad34332; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-58191c032908b92d1955,ダニー・ボーイ,,島田虎之介,,unknown,unknown,unknown,Library-only candidate; opaque workId=work-58191c032908b92d1955; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-58516b2e576ac0229077,魔王の秘書,,鴨鍋かもつ,2017,unknown,unknown,unknown,Library-only candidate; opaque workId=work-58516b2e576ac0229077; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-587a29e5d045707f9c8f,小林さんちのメイドラゴン,,クール教信者,2014,unknown,unknown,unknown,Library-only candidate; opaque workId=work-587a29e5d045707f9c8f; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-58d26f92c06526c31c24,ザ・ファブル,,南勝久,2014,unknown,unknown,completed,Matched existing Gold work the-fable by normalized title/alias + creator overlap.
candidate-590b60fe2d2ea5ac62cd,少女少年学級団,,藤村真理,2008,unknown,unknown,unknown,Library-only candidate; opaque workId=work-590b60fe2d2ea5ac62cd; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-590b8ecced818130cf51,あなたのことはそれほど,,いくえみ綾,2012,unknown,unknown,unknown,Library-only candidate; opaque workId=work-590b8ecced818130cf51; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-5915d6d7601377fcc75f,赤髪の白雪姫,,あきづき空太,2006,unknown,unknown,unknown,Library-only candidate; opaque workId=work-5915d6d7601377fcc75f; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-5924760a1dde711fff88,キャプテン,,ちばあきお,1986,unknown,unknown,unknown,Library-only candidate; opaque workId=work-5924760a1dde711fff88; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-592efc68f5adaed3e2ff,アイゼンファウスト天保忍者伝,,長谷川哲也;山田風太郎,2009,unknown,unknown,unknown,Library-only candidate; opaque workId=work-592efc68f5adaed3e2ff; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-595cf1b66258257c1daa,なかじまなかじま,,西炯子,2012,unknown,unknown,unknown,Library-only candidate; opaque workId=work-595cf1b66258257c1daa; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-595e4f93113111f5416a,僕はビートルズ,,かわぐちかいじ;藤井哲夫,2010,unknown,unknown,unknown,Library-only candidate; opaque workId=work-595e4f93113111f5416a; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-598b59b6153e22e56da2,エンゼルバンク,,三田紀房,2008,unknown,unknown,unknown,Library-only candidate; opaque workId=work-598b59b6153e22e56da2; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-59cf691b7487a62a4077,ぽちゃまに,,平間要,2012,unknown,unknown,unknown,Library-only candidate; opaque workId=work-59cf691b7487a62a4077; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-5a197c8c67ae395c17be,BABEL,,重松成美,2012,unknown,unknown,unknown,Library-only candidate; opaque workId=work-5a197c8c67ae395c17be; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-5a5b5d57acd7c35aebb0,真・異種格闘大戦,,相原コージ,2005,unknown,unknown,unknown,Library-only candidate; opaque workId=work-5a5b5d57acd7c35aebb0; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-5aa2f441d3b351430f31,俺様ティーチャー,,椿いづみ,2008,unknown,unknown,unknown,Library-only candidate; opaque workId=work-5aa2f441d3b351430f31; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-5ab1b890f441d79d8f2d,苺ましまろ,,ばらスィー,2003,unknown,unknown,unknown,Library-only candidate; opaque workId=work-5ab1b890f441d79d8f2d; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-5ac2e816cd96e6c5d795,ねこむすめ道草日記,,いけ,2008,unknown,unknown,unknown,Library-only candidate; opaque workId=work-5ac2e816cd96e6c5d795; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-5ad2d778cc989ba7fd2a,富士山さんは思春期,,オジロマコト,2013,unknown,unknown,unknown,Library-only candidate; opaque workId=work-5ad2d778cc989ba7fd2a; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-5ad62e6413f67d351f1d,天にひびき,,やまむらはじめ,2009,unknown,unknown,unknown,Library-only candidate; opaque workId=work-5ad62e6413f67d351f1d; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-5b2987a5b9f05de7769a,男どアホウ甲子園,,水島新司,1970,unknown,unknown,unknown,Library-only candidate; opaque workId=work-5b2987a5b9f05de7769a; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-5b4dc4e6e966436b2990,人形芝居,,高尾滋,,unknown,unknown,unknown,Library-only candidate; opaque workId=work-5b4dc4e6e966436b2990; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
candidate-5b63d3327587170a0e1e,愛気,,Isutoshi,2005,unknown,unknown,unknown,Library-only candidate; opaque workId=work-5b63d3327587170a0e1e; identity is normalized official title + matched Rakuten author; origin and original format remain unknown.
