sourceItemId,sourceId,sourceRowNumber,rawPublicationClass,rawTitle,rawCreator,rawMainGenre,rawSubgenre,rawRating,rawNotes,rawUpdatedAt
bunka-media-arts-festival-manga-24-007,bunka-media-arts-festival-manga-24,7,award,スインギンドラゴンタイガーブギ,灰⽥ ⾼鴻［日本］,,,新人賞,https://www.bunka.go.jp/j-mediaarts-festival/award/single/swingin-dragon-tiger-boogie/index.html,2021
bunka-media-arts-festival-manga-24-008,bunka-media-arts-festival-manga-24,8,award,空⾶ぶくじら スズキスズヒロ作品集,スズキ スズヒロ［日本］,,,新人賞,https://www.bunka.go.jp/j-mediaarts-festival/award/single/soratobu-kujira-a-flying-whale-suzuki-suzuhiro-works/index.html,2021
bunka-media-arts-festival-manga-24-009,bunka-media-arts-festival-manga-24,9,award,マイ・ブロークン・マリコ,平庫 ワカ［日本］,,,新人賞,https://www.bunka.go.jp/j-mediaarts-festival/award/single/my-broken-mariko/index.html,2021
bunka-media-arts-festival-manga-24-010,bunka-media-arts-festival-manga-24,10,jury,愛人 ラマン,原作：マルグリット・デュラス／マンガ：高浜 寛［フランス／日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/lamant/index.html,2021
bunka-media-arts-festival-manga-24-011,bunka-media-arts-festival-manga-24,11,jury,違国日記,ヤマシタ トモコ［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/journal-with-witch/index.html,2021
bunka-media-arts-festival-manga-24-012,bunka-media-arts-festival-manga-24,12,jury,イムリ,三宅 乱丈［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/imuri/index.html,2021
bunka-media-arts-festival-manga-24-013,bunka-media-arts-festival-manga-24,13,jury,女の園の星,和山 やま［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/onna-no-sono-no-hoshi/index.html,2021
bunka-media-arts-festival-manga-24-014,bunka-media-arts-festival-manga-24,14,jury,完全版 マウス ――アウシュヴィッツを生きのびた父親の物語,アート・スピーゲルマン／訳：小野 耕世［米国／日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/the-complete-maus/index.html,2021
bunka-media-arts-festival-manga-24-015,bunka-media-arts-festival-manga-24,15,jury,君に会えたら何て言おう,ねむ ようこ［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/what-can-i-say-when-i-meet-you/index.html,2021
bunka-media-arts-festival-manga-24-016,bunka-media-arts-festival-manga-24,16,jury,空電の姫君,冬目 景［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/rocky-princess/index.html,2021
bunka-media-arts-festival-manga-24-017,bunka-media-arts-festival-manga-24,17,jury,ご成長ありがとうございます～三本家ダイアリ―～,三本 阪奈［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/mimotos-family-diary/index.html,2021
bunka-media-arts-festival-manga-24-018,bunka-media-arts-festival-manga-24,18,jury,昭和まぼろし 忘れがたきヤツたち,つげ 忠男［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/showamaboroshi-sutegatakiyatsutachi-showa-phantom-unforgettable-guys/index.html,2021
bunka-media-arts-festival-manga-24-019,bunka-media-arts-festival-manga-24,19,jury,ショートショートショートさん,タカノンノ［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/short-short-short-san/index.html,2021
bunka-media-arts-festival-manga-24-020,bunka-media-arts-festival-manga-24,20,jury,世界で一番早い春,川端 志季［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/the-earliest-spring-in-the-world/index.html,2021
bunka-media-arts-festival-manga-24-021,bunka-media-arts-festival-manga-24,21,jury,スーパーベイビー,丸顔 めめ［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/super-baby/index.html,2021
bunka-media-arts-festival-manga-24-022,bunka-media-arts-festival-manga-24,22,jury,船場センタービルの漫画,町田 洋［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/comic-of-semba-center-bldg/index.html,2021
bunka-media-arts-festival-manga-24-023,bunka-media-arts-festival-manga-24,23,jury,千歳鬼,小松 万記［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/chitoseoni/index.html,2021
bunka-media-arts-festival-manga-24-024,bunka-media-arts-festival-manga-24,24,jury,月と金のシャングリラ,蔵西［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/shangri-la-for-moon-diamond/index.html,2021
bunka-media-arts-festival-manga-24-025,bunka-media-arts-festival-manga-24,25,jury,天国大魔境,石黒 正数［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/tengoku-daimakyo/index.html,2021
bunka-media-arts-festival-manga-24-026,bunka-media-arts-festival-manga-24,26,jury,トラとミケ,ねこまき（ミューズワーク）［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/tora-and-mike/index.html,2021
bunka-media-arts-festival-manga-24-027,bunka-media-arts-festival-manga-24,27,jury,バクちゃん,増村 十七［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/baku-chan/index.html,2021
bunka-media-arts-festival-manga-24-028,bunka-media-arts-festival-manga-24,28,jury,羽ばたき Ein Märchen,マンガ：鳩山 郁子／原作：堀 辰雄［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/habataki-a-fairy-tale/index.html,2021
bunka-media-arts-festival-manga-24-029,bunka-media-arts-festival-manga-24,29,jury,風太郎不戦日記,マンガ：勝田 文／原作：山田 風太郎［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/futaros-fusen-nikki/index.html,2021
bunka-media-arts-festival-manga-24-030,bunka-media-arts-festival-manga-24,30,jury,薔薇はシュラバで生まれる ー７０年代少女漫画アシスタント奮闘記ー,笹生 那実［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/bara-wa-shuraba-de-umareru-a-rose-is-born-in-a-murderous-rush/index.html,2021
bunka-media-arts-festival-manga-24-031,bunka-media-arts-festival-manga-24,31,jury,フットボールアルケミスト,原作：木崎 伸也／マンガ：12Log［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/football-alchemist/index.html,2021
bunka-media-arts-festival-manga-24-032,bunka-media-arts-festival-manga-24,32,jury,ブルーピリオド,山口 つばさ［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/blue-period/index.html,2021
bunka-media-arts-festival-manga-24-033,bunka-media-arts-festival-manga-24,33,jury,ベルリンうわの空,香山 哲［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/berlin-uwa-no-sora/index.html,2021
bunka-media-arts-festival-manga-24-034,bunka-media-arts-festival-manga-24,34,jury,マンガに、編集って必要ですか？,青木 U平［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/manga-ni-henshutte-hitsuyo-desuka-does-manga-need-an-editor/index.html,2021
bunka-media-arts-festival-manga-24-035,bunka-media-arts-festival-manga-24,35,jury,水辺のできごと,megumireland［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/the-waterside/index.html,2021
bunka-media-arts-festival-manga-24-036,bunka-media-arts-festival-manga-24,36,jury,未来のアラブ人2 中東の子ども時代（1984–1985）,リアド・サトゥフ／訳：鵜野 孝紀［フランス／日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/the-arab-of-the-future-2-a-childhood-in-the-middle-east-1984-1985/index.html,2021
bunka-media-arts-festival-manga-24-037,bunka-media-arts-festival-manga-24,37,jury,ワンダンス,珈琲［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/wondance/index.html,2021
bunka-media-arts-festival-manga-24-038,bunka-media-arts-festival-manga-24,38,jury,Veil,コテリ［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/veil/index.html,2021
bunka-media-arts-festival-manga-23-001,bunka-media-arts-festival-manga-23,1,award,ロボ・サピエンス前史,島田 虎之介 ［日本］,,,大賞,https://www.bunka.go.jp/j-mediaarts-festival/award/single/robo-sapiensu-zenshi-prehistory-of-robo-sapiens/index.html,2020
bunka-media-arts-festival-manga-23-002,bunka-media-arts-festival-manga-23,2,award,あした死ぬには、,雁 須磨子 ［日本］,,,優秀賞,https://www.bunka.go.jp/j-mediaarts-festival/award/single/ashitashinuniwa-to-die-tomorrow/index.html,2020
bunka-media-arts-festival-manga-23-003,bunka-media-arts-festival-manga-23,3,award,ダブル,野田 彩子 ［日本］,,,優秀賞,https://www.bunka.go.jp/j-mediaarts-festival/award/single/double/index.html,2020
bunka-media-arts-festival-manga-23-004,bunka-media-arts-festival-manga-23,4,award,鼻下長紳士回顧録,安野 モヨコ ［日本］,,,優秀賞,https://www.bunka.go.jp/j-mediaarts-festival/award/single/bikacho-shinshi-kaikoroku-memoirs-of-amorous-gentlemen/index.html,2020
bunka-media-arts-festival-manga-23-005,bunka-media-arts-festival-manga-23,5,award,未来のアラブ人 中東の子ども時代（1978–1984）,リアド・サトゥフ／訳：鵜野 孝紀 ［フランス／日本］,,,優秀賞,https://www.bunka.go.jp/j-mediaarts-festival/award/single/the-arab-of-the-future-a-childhood-in-the-middle-east-1978-1984/index.html,2020
bunka-media-arts-festival-manga-23-006,bunka-media-arts-festival-manga-23,6,award,闇金ウシジマくん,真鍋 昌平 ［日本］,,,ソーシャル・インパクト賞,https://www.bunka.go.jp/j-mediaarts-festival/award/single/yamikin-ushijima-kun-ushijima-the-loan-shark/index.html,2020
bunka-media-arts-festival-manga-23-007,bunka-media-arts-festival-manga-23,7,award,大人になれば,伊藤 敦志 ［日本］,,,新人賞,https://www.bunka.go.jp/j-mediaarts-festival/award/single/if-you-become-an-adult/index.html,2020
bunka-media-arts-festival-manga-23-008,bunka-media-arts-festival-manga-23,8,award,花と頬,イトイ 圭 ［日本］,,,新人賞,https://www.bunka.go.jp/j-mediaarts-festival/award/single/hana-to-hoho-flower-and-cheek/index.html,2020
bunka-media-arts-festival-manga-23-009,bunka-media-arts-festival-manga-23,9,award,夢中さ、きみに。,和山 やま ［日本］,,,新人賞,https://www.bunka.go.jp/j-mediaarts-festival/award/single/there-is-no-other/index.html,2020
bunka-media-arts-festival-manga-23-010,bunka-media-arts-festival-manga-23,10,jury,阿・吽,おかざき 真里 [日本],,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/a-un-alpha-and-omega/index.html,2020
bunka-media-arts-festival-manga-23-011,bunka-media-arts-festival-manga-23,11,jury,赤狩り THE RED RAT IN HOLLYWOOD,山本 おさむ [日本],,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/akagari-the-red-rat-in-hollywood/index.html,2020
bunka-media-arts-festival-manga-23-012,bunka-media-arts-festival-manga-23,12,jury,アガペー,真鍋 昌平 ［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/agape/index.html,2020
bunka-media-arts-festival-manga-23-013,bunka-media-arts-festival-manga-23,13,jury,あてずっぽう,ネルノダイスキ [日本],,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/atezuppo-random-guess/index.html,2020
bunka-media-arts-festival-manga-23-014,bunka-media-arts-festival-manga-23,14,jury,アルティストは花を踏まない,小日向 まるこ [日本],,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/artiste-ne-marche-pas-sur-des-fleurs/index.html,2020
bunka-media-arts-festival-manga-23-015,bunka-media-arts-festival-manga-23,15,jury,あをによし、それもよし,石川 ローズ [日本],,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/awoniyoshi-soremoyoshi-2/index.html,2020
bunka-media-arts-festival-manga-23-016,bunka-media-arts-festival-manga-23,16,jury,エロスの種子,もんでん あきこ [日本],,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/seeds-of-eros/index.html,2020
bunka-media-arts-festival-manga-23-017,bunka-media-arts-festival-manga-23,17,jury,王国物語,中村 明日美子 [日本],,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/tales-of-the-kingdom/index.html,2020
bunka-media-arts-festival-manga-23-018,bunka-media-arts-festival-manga-23,18,jury,着たい服がある,常喜 寝太郎 [日本],,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/kitai-fuku-ga-aru/index.html,2020
bunka-media-arts-festival-manga-23-019,bunka-media-arts-festival-manga-23,19,jury,禁断の果実 女性の身体と性のタブー,リーヴ・ストロームクヴィスト／訳：相川 千尋 [スウェーデン／日本],,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/fruit-of-knowledge/index.html,2020
bunka-media-arts-festival-manga-23-020,bunka-media-arts-festival-manga-23,20,jury,空挺ドラゴンズ,桑原 太矩 [日本],,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/kutei-doragonzu-drifting-dragons/index.html,2020
bunka-media-arts-festival-manga-23-021,bunka-media-arts-festival-manga-23,21,jury,健康で文化的な最低限度の生活,柏木 ハルコ [日本],,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/kenkou-de-bunkateki-na-saiteigendo-no-seikatsu-maintain-the-minimum-standards-of-wholesome-and-cultured-living/index.html,2020
bunka-media-arts-festival-manga-23-022,bunka-media-arts-festival-manga-23,22,jury,ゴッホ 最後の3年,バーバラ・ストック／訳：川野 夏実 [オランダ／日本],,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/vincent/index.html,2020
bunka-media-arts-festival-manga-23-023,bunka-media-arts-festival-manga-23,23,jury,ゴミ清掃員の日常,原作・構成：滝沢 秀一／マンガ：滝沢 友紀 [日本],,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/everyday-of-garbage-cleaning-staff/index.html,2020
bunka-media-arts-festival-manga-23-024,bunka-media-arts-festival-manga-23,24,jury,シジュウカラ,坂井 恵理 [日本],,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/shijukara-beginning-at-40/index.html,2020
bunka-media-arts-festival-manga-23-025,bunka-media-arts-festival-manga-23,25,jury,サターンリターン,鳥飼 茜 [日本],,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/saturn-return/index.html,2020
bunka-media-arts-festival-manga-23-026,bunka-media-arts-festival-manga-23,26,jury,スキップとローファー,高松 美咲 [日本],,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/sukippu-to-rofa-skip-and-loafers/index.html,2020
bunka-media-arts-festival-manga-23-027,bunka-media-arts-festival-manga-23,27,jury,世界は寒い,高野 雀 [日本],,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/in-the-bleak-and-cold-world/index.html,2020
bunka-media-arts-festival-manga-23-028,bunka-media-arts-festival-manga-23,28,jury,前科者,原作：香川 まさひと／作画：月島 冬二 [日本],,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/zenkamono-ex-convict/index.html,2020
bunka-media-arts-festival-manga-23-029,bunka-media-arts-festival-manga-23,29,jury,ダンス・ダンス・ダンスール,ジョージ朝倉 [日本],,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/dance-dance-danseur/index.html,2020
bunka-media-arts-festival-manga-23-030,bunka-media-arts-festival-manga-23,30,jury,父のなくしもの,松田 洋子 [日本],,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/all-the-things-my-father-lost/index.html,2020
bunka-media-arts-festival-manga-23-031,bunka-media-arts-festival-manga-23,31,jury,泥の女通信,にくまん子 [日本],,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/doro-no-onna-tsushin-mud-womans-news/index.html,2020
bunka-media-arts-festival-manga-23-032,bunka-media-arts-festival-manga-23,32,jury,はなちゃんと、世界のかたち,植田 りょうたろう [日本],,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/hana-chan-and-the-shape-of-the-world/index.html,2020
bunka-media-arts-festival-manga-23-033,bunka-media-arts-festival-manga-23,33,jury,バビロンまでは何光年？,道満 晴明 [日本],,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/how-many-light-years-to-babylon/index.html,2020
bunka-media-arts-festival-manga-23-034,bunka-media-arts-festival-manga-23,34,jury,バリ島物語,さそう あきら [日本],,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/a-tale-from-bali/index.html,2020
bunka-media-arts-festival-manga-23-035,bunka-media-arts-festival-manga-23,35,jury,不死身の特攻兵,鴻上 尚史／東 直輝 [日本],,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/fujimi-no-tokkohei-immortal-suicide-pilot/index.html,2020
bunka-media-arts-festival-manga-23-036,bunka-media-arts-festival-manga-23,36,jury,ブレードガール 片脚のランナー,重松 成美 [日本],,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/bredo-garu-kataashi-no-ranna-blade-girl-one-legged-runner/index.html,2020
bunka-media-arts-festival-manga-23-037,bunka-media-arts-festival-manga-23,37,jury,やまとは恋のまほろば,浜谷 みお [日本],,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/yamato-wa-koi-no-mahoroba-yamato-is-a-splendid-place-for-love/index.html,2020
bunka-media-arts-festival-manga-23-038,bunka-media-arts-festival-manga-23,38,jury,夜明けの図書館,埜納 タオ [日本],,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/yoake-no-toshokan-library-at-dawn/index.html,2020
bunka-media-arts-festival-manga-23-039,bunka-media-arts-festival-manga-23,39,jury,Grey is… Clippings,dee Juusan [ヨルダン],,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/grey-is-clippings/index.html,2020
bunka-media-arts-festival-manga-23-040,bunka-media-arts-festival-manga-23,40,jury,わたしが「軽さ」を取り戻すまで “シャルリ・エブド”を生き残って,カトリーヌ・ムリス／訳：大西 愛子 [フランス／日本],,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/lightness/index.html,2020
bunka-media-arts-festival-manga-23-041,bunka-media-arts-festival-manga-23,41,jury,HIKARI-MAN,山本 英夫 [日本],,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/hikari-man/index.html,2020
bunka-media-arts-festival-manga-23-042,bunka-media-arts-festival-manga-23,42,jury,LOST,八ツ目 青児 [日本],,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/lost/index.html,2020
bunka-media-arts-festival-manga-23-043,bunka-media-arts-festival-manga-23,43,jury,KISS 狂人、空を飛ぶ,新井 英樹 [日本],,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/kiss-kyojin-sora-wo-tobu-kiss-a-madman-flies-in-the-sky/index.html,2020
bunka-media-arts-festival-manga-22-001,bunka-media-arts-festival-manga-22,1,award,ORIGIN,Boichi ［韓国］,,,大賞,https://www.bunka.go.jp/j-mediaarts-festival/award/single/origin/index.html,2019
bunka-media-arts-festival-manga-22-002,bunka-media-arts-festival-manga-22,2,award,宇宙戦艦ティラミス,原作：宮川 サトシ／作画：伊藤 亰 ［日本］,,,優秀賞,https://www.bunka.go.jp/j-mediaarts-festival/award/single/spacebattleship-tiramisu/index.html,2019
bunka-media-arts-festival-manga-22-003,bunka-media-arts-festival-manga-22,3,award,凪のお暇,コナリミサト ［日本］,,,優秀賞,https://www.bunka.go.jp/j-mediaarts-festival/award/single/nagis-long-vacation/index.html,2019
bunka-media-arts-festival-manga-22-004,bunka-media-arts-festival-manga-22,4,award,百と卍,紗久楽 さわ ［日本］,,,優秀賞,https://www.bunka.go.jp/j-mediaarts-festival/award/single/momomanji/index.html,2019
bunka-media-arts-festival-manga-22-005,bunka-media-arts-festival-manga-22,5,award,夕暮れへ,齋藤 なずな ［日本］,,,優秀賞,https://www.bunka.go.jp/j-mediaarts-festival/award/single/to-dusk/index.html,2019
bunka-media-arts-festival-manga-22-006,bunka-media-arts-festival-manga-22,6,award,黄色い円盤,黄島点心 ［日本］,,,新人賞,https://www.bunka.go.jp/j-mediaarts-festival/award/single/kiiroi-enban-yellow-disk/index.html,2019
bunka-media-arts-festival-manga-22-007,bunka-media-arts-festival-manga-22,7,award,見えない違い——私はアスペルガー,マドモワゼル・カロリーヌ／原作：ジュリー・ダシェ／訳：原 正人 ［フランス］,,,新人賞,https://www.bunka.go.jp/j-mediaarts-festival/award/single/the-invisible-difference/index.html,2019
bunka-media-arts-festival-manga-22-008,bunka-media-arts-festival-manga-22,8,award,メタモルフォーゼの縁側,鶴谷 香央理 ［日本］,,,新人賞,https://www.bunka.go.jp/j-mediaarts-festival/award/single/metamorphose-no-engawa/index.html,2019
bunka-media-arts-festival-manga-22-009,bunka-media-arts-festival-manga-22,9,jury,あをによし、それもよし,石川 ローズ ［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/awoniyoshi-soremoyoshi/index.html,2019
bunka-media-arts-festival-manga-22-010,bunka-media-arts-festival-manga-22,10,jury,イノサンRouge ルージュ,坂本 眞一 ［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/innocent-rouge-2/index.html,2019
bunka-media-arts-festival-manga-22-011,bunka-media-arts-festival-manga-22,11,jury,大人スキップ,松田 洋子 ［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/otona-skip/index.html,2019
bunka-media-arts-festival-manga-22-012,bunka-media-arts-festival-manga-22,12,jury,鞄図書館,芳崎せいむ ［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/stories-of-the-library-in-a-bag/index.html,2019
bunka-media-arts-festival-manga-22-013,bunka-media-arts-festival-manga-22,13,jury,ギガタウン 漫符図譜,こうの 史代 ［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/giga-town/index.html,2019
bunka-media-arts-festival-manga-22-014,bunka-media-arts-festival-manga-22,14,jury,今日もいい天気 原発訴訟編 コタと父ちゃん編,山本 おさむ ［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/kyou-mo-ii-tenki/index.html,2019
bunka-media-arts-festival-manga-22-015,bunka-media-arts-festival-manga-22,15,jury,銀河の死なない子供たちへ,施川 ユウキ ［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/for-immortal-children-in-the-galaxy/index.html,2019
bunka-media-arts-festival-manga-22-016,bunka-media-arts-festival-manga-22,16,jury,しまなみ誰そ彼,鎌谷 悠希 ［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/shimanami-tasogare/index.html,2019
bunka-media-arts-festival-manga-22-017,bunka-media-arts-festival-manga-22,17,jury,昭和天皇物語,能條 純一/原作:半藤 一利/脚本:永福 一成 ［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/showa-tenno-monogatari/index.html,2019
bunka-media-arts-festival-manga-22-018,bunka-media-arts-festival-manga-22,18,jury,生理ちゃん,小山 健 ［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/little-miss-period/index.html,2019
bunka-media-arts-festival-manga-22-019,bunka-media-arts-festival-manga-22,19,jury,セリー,森泉 岳土 ［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/serie/index.html,2019
bunka-media-arts-festival-manga-22-020,bunka-media-arts-festival-manga-22,20,jury,ディエンビエンフー TRUE END,西島 大介 ［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/dien-bien-phu-true-end/index.html,2019
bunka-media-arts-festival-manga-22-021,bunka-media-arts-festival-manga-22,21,jury,鉄工所にも花が咲く,野村 宗弘 ［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/tekkojo-nimo-hana-ga-saku/index.html,2019
bunka-media-arts-festival-manga-22-022,bunka-media-arts-festival-manga-22,22,jury,電話・睡眠・音楽,川勝 徳重 ［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/telephone-sleep-music/index.html,2019
bunka-media-arts-festival-manga-22-023,bunka-media-arts-festival-manga-22,23,jury,どこか遠くの話をしよう,須藤 真澄 ［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/voy-a-contarte-historias-de-un-lugar-lejano/index.html,2019
bunka-media-arts-festival-manga-22-024,bunka-media-arts-festival-manga-22,24,jury,にわにはににん,中野 シズカ ［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/niwaniwa-ninin/index.html,2019
bunka-media-arts-festival-manga-22-025,bunka-media-arts-festival-manga-22,25,jury,ハコヅメ ~交番女子の逆襲~,泰 三子 ［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/hakozume/index.html,2019
bunka-media-arts-festival-manga-22-026,bunka-media-arts-festival-manga-22,26,jury,火色の文楽,北 駒生 ［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/hiiro-no-bunraku/index.html,2019
bunka-media-arts-festival-manga-22-027,bunka-media-arts-festival-manga-22,27,jury,ひだまり保育園 おとな組,坂井 恵理 ［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/hidamari-nursery-school-adult-class/index.html,2019
bunka-media-arts-festival-manga-22-028,bunka-media-arts-festival-manga-22,28,jury,フラジャイル 病理医岸京一郎の所見,恵 三朗 / 原作:草水 敏 ［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/fragile-the-view-of-keiichiro-kishi-a-pathologist/index.html,2019
bunka-media-arts-festival-manga-22-029,bunka-media-arts-festival-manga-22,29,jury,ブルーピリオド,山口 つばさ ［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/blue-period-2/index.html,2019
bunka-media-arts-festival-manga-22-030,bunka-media-arts-festival-manga-22,30,jury,ペンタブと戦車,坂木原 レム ［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/pen-tablet-and-tank/index.html,2019
bunka-media-arts-festival-manga-22-031,bunka-media-arts-festival-manga-22,31,jury,本田鹿の子の本棚暗黒文学少女篇,佐藤将 ［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/honda-kano-kono-hondana/index.html,2019
bunka-media-arts-festival-manga-22-032,bunka-media-arts-festival-manga-22,32,jury,我らコンタクティ,森田 るい ［日本］,,,審査委員会推薦作品,https://www.bunka.go.jp/j-mediaarts-festival/award/single/warera-contactee/index.html,2019
