sourceId,sourceKind,organization,title,url,publishedAt,retrievedAt,listNature,registryStatus,snapshotUrl,snapshotSha256,originalItemCount,japaneseMangaItemCount,excludedWebtoonCount,excludedAdultCount,excludedNonJapaneseCount,excludedNonMangaCount,duplicateCount,canonicalMappingCount,unresolvedCount,notes
shogakukan-manga-award-50,award,小学館「小学館漫画賞」,第50回 小学館漫画賞受賞作品,https://shogakukan-comic.jp/shogakukan-mangasho-archives,2004,2026-08-22,공식 수상 기록,adjudicating,https://shogakukan-comic.jp/shogakukan-mangasho-archives,bc0f54ca38042a2c801edfcc35c353e64fa084254771066a3c20b7443ce07588,8,,0,0,0,0,1,5,3,공식 역대 수상 HTML의 회차별 li를 문서 순서대로 보존; snapshot hash 범위는 제1~70회 전체 canonical extracted payload; 비작품 특별상과 該当者なし도 unresolved raw로 보존.
shogakukan-manga-award-55,award,小学館「小学館漫画賞」,第55回 小学館漫画賞受賞作品,https://shogakukan-comic.jp/shogakukan-mangasho-archives,2009,2026-08-22,공식 수상 기록,adjudicating,https://shogakukan-comic.jp/shogakukan-mangasho-archives,bc0f54ca38042a2c801edfcc35c353e64fa084254771066a3c20b7443ce07588,5,,0,0,0,0,2,4,1,공식 역대 수상 HTML의 회차별 li를 문서 순서대로 보존; snapshot hash 범위는 제1~70회 전체 canonical extracted payload; 비작품 특별상과 該当者なし도 unresolved raw로 보존.
shogakukan-manga-award-56,award,小学館「小学館漫画賞」,第56回 小学館漫画賞受賞作品,https://shogakukan-comic.jp/shogakukan-mangasho-archives,2010,2026-08-22,공식 수상 기록,adjudicating,https://shogakukan-comic.jp/shogakukan-mangasho-archives,bc0f54ca38042a2c801edfcc35c353e64fa084254771066a3c20b7443ce07588,5,,0,0,0,0,1,3,2,공식 역대 수상 HTML의 회차별 li를 문서 순서대로 보존; snapshot hash 범위는 제1~70회 전체 canonical extracted payload; 비작품 특별상과 該当者なし도 unresolved raw로 보존.
shogakukan-manga-award-57,award,小学館「小学館漫画賞」,第57回 小学館漫画賞受賞作品,https://shogakukan-comic.jp/shogakukan-mangasho-archives,2011,2026-08-22,공식 수상 기록,adjudicating,https://shogakukan-comic.jp/shogakukan-mangasho-archives,bc0f54ca38042a2c801edfcc35c353e64fa084254771066a3c20b7443ce07588,4,,0,0,0,0,2,4,0,공식 역대 수상 HTML의 회차별 li를 문서 순서대로 보존; snapshot hash 범위는 제1~70회 전체 canonical extracted payload; 비작품 특별상과 該当者なし도 unresolved raw로 보존.
shogakukan-manga-award-58,award,小学館「小学館漫画賞」,第58回 小学館漫画賞受賞作品,https://shogakukan-comic.jp/shogakukan-mangasho-archives,2012,2026-08-22,공식 수상 기록,adjudicating,https://shogakukan-comic.jp/shogakukan-mangasho-archives,bc0f54ca38042a2c801edfcc35c353e64fa084254771066a3c20b7443ce07588,4,,0,0,0,0,2,3,1,공식 역대 수상 HTML의 회차별 li를 문서 순서대로 보존; snapshot hash 범위는 제1~70회 전체 canonical extracted payload; 비작품 특별상과 該当者なし도 unresolved raw로 보존.
shogakukan-manga-award-61,award,小学館「小学館漫画賞」,第61回 小学館漫画賞受賞作品,https://shogakukan-comic.jp/shogakukan-mangasho-archives,2015,2026-08-22,공식 수상 기록,adjudicating,https://shogakukan-comic.jp/shogakukan-mangasho-archives,bc0f54ca38042a2c801edfcc35c353e64fa084254771066a3c20b7443ce07588,5,,0,0,0,0,3,4,1,공식 역대 수상 HTML의 회차별 li를 문서 순서대로 보존; snapshot hash 범위는 제1~70회 전체 canonical extracted payload; 비작품 특별상과 該当者なし도 unresolved raw로 보존.
shogakukan-manga-award-63,award,小学館「小学館漫画賞」,第63回 小学館漫画賞受賞作品,https://shogakukan-comic.jp/shogakukan-mangasho-archives,2017,2026-08-22,공식 수상 기록,adjudicating,https://shogakukan-comic.jp/shogakukan-mangasho-archives,bc0f54ca38042a2c801edfcc35c353e64fa084254771066a3c20b7443ce07588,5,,0,0,0,0,3,5,0,공식 역대 수상 HTML의 회차별 li를 문서 순서대로 보존; snapshot hash 범위는 제1~70회 전체 canonical extracted payload; 비작품 특별상과 該当者なし도 unresolved raw로 보존.
shogakukan-manga-award-70,award,小学館「小学館漫画賞」,第70回 小学館漫画賞受賞作品,https://shogakukan-comic.jp/shogakukan-mangasho-archives,2024,2026-08-22,공식 수상 기록,complete,https://shogakukan-comic.jp/shogakukan-mangasho-archives,bc0f54ca38042a2c801edfcc35c353e64fa084254771066a3c20b7443ce07588,4,4,0,0,0,0,2,4,0,공식 역대 수상 HTML의 회차별 li를 문서 순서대로 보존; snapshot hash 범위는 제1~70회 전체 canonical extracted payload; 비작품 특별상과 該当者なし도 unresolved raw로 보존.
shogakukan-manga-award-71,award,小学館「小学館漫画賞」,第71回 小学館漫画賞受賞作品,https://shogakukan-comic.jp/news/65082,2026-01-14,2026-08-22,공식 수상 기록,adjudicating,https://shogakukan-comic.jp/news/65082,e5cba919fef022cea1fd98a5ca298dffe989c6a41616c331a01ab66ccc3d3e60,5,,0,0,0,0,4,5,0,공식 결과 HTML의 수상 작품 5행을 문서 순서대로 보존; snapshot hash 범위는 제71회 작품 canonical extracted payload.
tsugimanga-2016-comics,award,KADOKAWA「次にくるマンガ大賞」,次にくるマンガ大賞 2016 コミックス部門,https://tsugimanga.jp/winner/2016/comics,2016-02-04,2026-08-22,공식 후보·최종 순위,adjudicating,https://tsugimanga.jp/winner/2016/comics,497ad254e79ba11d1fe5dd72534b0136842056c03f9e0f0cdd8ad2a2e144dd81,50,,0,0,0,0,5,39,11,공식 __NEXT_DATA__ 추출; hash 범위는 details와 id/title/author/rank/point/award; Web 부문도 형식 판정 전에는 unresolved 유지.
tsugimanga-2019-comics,award,KADOKAWA「次にくるマンガ大賞」,次にくるマンガ大賞 2019 コミックス部門,https://tsugimanga.jp/winner/2019/comics,2019-08-22,2026-08-22,공식 후보·최종 순위,adjudicating,https://tsugimanga.jp/winner/2019/comics,5881761ac08865f8a22e5d53af3610c5f96a1a658fe47a1c6e811c9bd6467f02,50,,0,0,0,0,11,44,6,공식 __NEXT_DATA__ 추출; hash 범위는 details와 id/title/author/rank/point/award; Web 부문도 형식 판정 전에는 unresolved 유지.
tsugimanga-2021-comics,award,KADOKAWA「次にくるマンガ大賞」,次にくるマンガ大賞 2021 コミックス部門,https://tsugimanga.jp/winner/2021/comics,2021-08-24,2026-08-22,공식 후보·최종 순위,adjudicating,https://tsugimanga.jp/winner/2021/comics,7128cdbe28966d76f5dcf1b1c7c2892dc43f42e0cb82cf954612bfad9b44e137,40,,0,0,0,0,6,35,5,공식 __NEXT_DATA__ 추출; hash 범위는 details와 id/title/author/rank/point/award; Web 부문도 형식 판정 전에는 unresolved 유지.
tsugimanga-2022-comics,award,KADOKAWA「次にくるマンガ大賞」,次にくるマンガ大賞 2022 コミックス部門,https://tsugimanga.jp/winner/2022/comics,2022-08-31,2026-08-22,공식 후보·최종 순위,adjudicating,https://tsugimanga.jp/winner/2022/comics,dcde2def2a21a161c9136bc60e1029762e022e2acf2327f309628058c35666a4,40,,0,0,0,0,9,37,3,공식 __NEXT_DATA__ 추출; hash 범위는 details와 id/title/author/rank/point/award; Web 부문도 형식 판정 전에는 unresolved 유지.
tsugimanga-2023-comics,award,KADOKAWA「次にくるマンガ大賞」,次にくるマンガ大賞 2023 コミックス部門,https://tsugimanga.jp/winner/2023/comics,2023-08-31,2026-08-22,공식 후보·최종 순위,adjudicating,https://tsugimanga.jp/winner/2023/comics,8ee40595744ed029839f058ba668dd4cc8d7af5113031c4621884dbbbfe79eaf,40,,0,0,0,0,12,37,3,공식 __NEXT_DATA__ 추출; hash 범위는 details와 id/title/author/rank/point/award; Web 부문도 형식 판정 전에는 unresolved 유지.
tsugimanga-2024-comics,award,KADOKAWA「次にくるマンガ大賞」,次にくるマンガ大賞 2024 コミックス部門,https://tsugimanga.jp/winner/2024/comics,2024-08-28,2026-08-22,공식 후보·최종 순위,adjudicating,https://tsugimanga.jp/winner/2024/comics,51397a5e7338e823d3aa003aefb7e6cbb255b0044ab37de48cc7294b1c95eb9e,40,,0,0,0,0,5,37,3,공식 __NEXT_DATA__ 추출; hash 범위는 details와 id/title/author/rank/point/award; Web 부문도 형식 판정 전에는 unresolved 유지.
tsugimanga-2025-comics,award,KADOKAWA「次にくるマンガ大賞」,次にくるマンガ大賞 2025 コミックス部門,https://tsugimanga.jp/winner/2025/comics,2025-09-18,2026-08-22,공식 후보·최종 순위,adjudicating,https://tsugimanga.jp/winner/2025/comics,d42c3febebed1e69a1317ee8b26fff29854aa39459be56fc7a9882c4f4b9cf7e,40,,0,0,0,0,11,39,1,공식 __NEXT_DATA__ 추출; hash 범위는 details와 id/title/author/rank/point/award; Web 부문도 형식 판정 전에는 unresolved 유지.
