mappingId,sourceItemId,candidateId,workId,mappingType,canonicalTitleJa,confidence,evidenceName,evidenceUrl,evidencePublishedAt,retrievedAt,notes
mapping-c15fb26fb8dfa7309240,konomanga-2020-ranking-30,candidate-0153a125c5a56225b06c,work-0153a125c5a56225b06c,included,違国日記,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4894/,2019-12-20,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4894/; rakutenProductUrl=https://books.rakuten.co.jp/rb/15182203/; normalizedTitle=違国日記; matchedRakutenAuthor=ヤマシタ トモコ; isbn=9784396767174.
mapping-44bf18e5124e28540f55,mangataisho-2010-031,candidate-464322afcd10013437b9,work-464322afcd10013437b9,duplicate,大奥,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2010.html,2010,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2010.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/3617377/; normalizedTitle=大奥; matchedRakutenAuthor=よしながふみ; isbn=9784592143017.
mapping-b730c65a91929f8939f0,mangataisho-2012-161,candidate-464322afcd10013437b9,work-464322afcd10013437b9,duplicate,大奥,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/3617377/; normalizedTitle=大奥; matchedRakutenAuthor=よしながふみ; isbn=9784592143017.
mapping-c7e60c3aebf52f3e9a6c,shogakukan-manga-award-56-003,candidate-464322afcd10013437b9,work-464322afcd10013437b9,duplicate,大奥,1,小学館「小学館漫画賞」 official selection + Rakuten Books exact product match,https://shogakukan-comic.jp/shogakukan-mangasho-archives,2010,2026-08-22,sourceOfficialUrl=https://shogakukan-comic.jp/shogakukan-mangasho-archives; rakutenProductUrl=https://books.rakuten.co.jp/rb/3617377/; normalizedTitle=大奥; matchedRakutenAuthor=よしながふみ; isbn=9784592143017.
mapping-16ca39094b3c39294e69,shogakukan-manga-award-46-004,candidate-4a8a22fc766bf9bc4c59,work-4a8a22fc766bf9bc4c59,included,天は赤い河のほとり,1,小学館「小学館漫画賞」 official selection + Rakuten Books exact product match,https://shogakukan-comic.jp/shogakukan-mangasho-archives,2000,2026-08-22,sourceOfficialUrl=https://shogakukan-comic.jp/shogakukan-mangasho-archives; rakutenProductUrl=https://books.rakuten.co.jp/rb/729367/; normalizedTitle=天は赤い河のほとり; matchedRakutenAuthor=篠原千絵; isbn=9784091365019.
mapping-043d0435b3b5d123fded,mangataisho-2017-007,candidate-5e7eef6cc23d9738e034,work-5e7eef6cc23d9738e034,included,ゴールデンゴールド,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2017.html,2017,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2017.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/14262222/; normalizedTitle=ごーるでんごーるど; matchedRakutenAuthor=堀尾 省太; isbn=9784063886153.
mapping-9819218504b67915bf11,mangataisho-2018-012,candidate-5e7eef6cc23d9738e034,work-5e7eef6cc23d9738e034,duplicate,ゴールデンゴールド,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2018.html,2018,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2018.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/14262222/; normalizedTitle=ごーるでんごーるど; matchedRakutenAuthor=堀尾 省太; isbn=9784063886153.
mapping-e76ff78282c2c6af7f91,mangataisho-2019-012,candidate-5e7eef6cc23d9738e034,work-5e7eef6cc23d9738e034,duplicate,ゴールデンゴールド,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2019.html,2019,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2019.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/14262222/; normalizedTitle=ごーるでんごーるど; matchedRakutenAuthor=堀尾 省太; isbn=9784063886153.
mapping-b7858d421038045664ea,mangataisho-2012-001,candidate-61f2b70ee9f8217b3604,work-61f2b70ee9f8217b3604,included,銀の匙 Silver Spoon,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/11229407/; normalizedTitle=銀の匙 silver spoon; matchedRakutenAuthor=荒川 弘; isbn=9784091231802.
mapping-ae2b0aab18edc35799d4,nippan-bookseller-recommendations-2012-002,candidate-61f2b70ee9f8217b3604,work-61f2b70ee9f8217b3604,duplicate,銀の匙 Silver Spoon,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://hon-hikidashi.jp/event/105008/,2012,2026-08-22,sourceOfficialUrl=https://hon-hikidashi.jp/event/105008/; rakutenProductUrl=https://books.rakuten.co.jp/rb/11229407/; normalizedTitle=銀の匙 silver spoon; matchedRakutenAuthor=荒川 弘; isbn=9784091231802.
mapping-a73e74993492690744a6,shogakukan-manga-award-58-002,candidate-61f2b70ee9f8217b3604,work-61f2b70ee9f8217b3604,duplicate,銀の匙 Silver Spoon,1,小学館「小学館漫画賞」 official selection + Rakuten Books exact product match,https://shogakukan-comic.jp/shogakukan-mangasho-archives,2012,2026-08-22,sourceOfficialUrl=https://shogakukan-comic.jp/shogakukan-mangasho-archives; rakutenProductUrl=https://books.rakuten.co.jp/rb/11229407/; normalizedTitle=銀の匙 silver spoon; matchedRakutenAuthor=荒川 弘; isbn=9784091231802.
mapping-7da5883bdaf3a6547512,shogakukan-manga-award-29-005,candidate-671e3453cf9e1df2ee87,work-671e3453cf9e1df2ee87,included,陽だまりの樹,1,小学館「小学館漫画賞」 official selection + Rakuten Books exact product match,https://shogakukan-comic.jp/shogakukan-mangasho-archives,1983,2026-08-22,sourceOfficialUrl=https://shogakukan-comic.jp/shogakukan-mangasho-archives; rakutenProductUrl=https://books.rakuten.co.jp/rb/377038/; normalizedTitle=陽だまりの樹; matchedRakutenAuthor=手塚治虫; isbn=9784091806017.
mapping-1d4ae273af93c6b277e9,shogakukan-manga-award-43-003,candidate-76c038b398f4b28b7748,work-76c038b398f4b28b7748,included,妖しのセレス,1,小学館「小学館漫画賞」 official selection + Rakuten Books exact product match,https://shogakukan-comic.jp/shogakukan-mangasho-archives,1997,2026-08-22,sourceOfficialUrl=https://shogakukan-comic.jp/shogakukan-mangasho-archives; rakutenProductUrl=https://books.rakuten.co.jp/rb/849645/; normalizedTitle=妖しのせれす; matchedRakutenAuthor=渡瀬悠宇; isbn=9784091363541.
mapping-765624103e5e8dc3071c,konomanga-2025-ranking-01,candidate-7730845c9cf7ba0cccc8,work-7730845c9cf7ba0cccc8,included,君と宇宙を歩くために,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4251/,2024-12-13,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4251/; rakutenProductUrl=https://books.rakuten.co.jp/rb/17689711/; normalizedTitle=君と宇宙を歩くために; matchedRakutenAuthor=泥ノ田 犬彦; isbn=9784065334874.
mapping-0118f5a50597ccc2b009,mangataisho-2024-001,candidate-7730845c9cf7ba0cccc8,work-7730845c9cf7ba0cccc8,duplicate,君と宇宙を歩くために,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2024.html,2024,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2024.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/17689711/; normalizedTitle=君と宇宙を歩くために; matchedRakutenAuthor=泥ノ田 犬彦; isbn=9784065334874.
mapping-e5cb3efbdaeb0f64c8a7,nippan-bookseller-recommendations-2025-003,candidate-7730845c9cf7ba0cccc8,work-7730845c9cf7ba0cccc8,duplicate,君と宇宙を歩くために,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://hon-hikidashi.jp/event/51345/,2025,2026-08-22,sourceOfficialUrl=https://hon-hikidashi.jp/event/51345/; rakutenProductUrl=https://books.rakuten.co.jp/rb/17689711/; normalizedTitle=君と宇宙を歩くために; matchedRakutenAuthor=泥ノ田 犬彦; isbn=9784065334874.
mapping-83ffe3123d3799ad4174,mangataisho-2016-007,candidate-8716f80d9b988bd0d055,work-8716f80d9b988bd0d055,duplicate,恋は雨上がりのように,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2016.html,2016,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2016.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/13012060/; normalizedTitle=恋は雨上がりのように; matchedRakutenAuthor=眉月 じゅん; isbn=9784091867285.
mapping-238cf085104550de5535,nippan-bookseller-recommendations-2016-004,candidate-8716f80d9b988bd0d055,work-8716f80d9b988bd0d055,duplicate,恋は雨上がりのように,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://www.honyaclub.com/shop/pages/osusumecomic2016.aspx?affiliate=osusumec16,2016,2026-08-22,sourceOfficialUrl=https://www.honyaclub.com/shop/pages/osusumecomic2016.aspx?affiliate=osusumec16; rakutenProductUrl=https://books.rakuten.co.jp/rb/13012060/; normalizedTitle=恋は雨上がりのように; matchedRakutenAuthor=眉月 じゅん; isbn=9784091867285.
mapping-743c7ea6238122fc3d3b,shogakukan-manga-award-63-005,candidate-8716f80d9b988bd0d055,work-8716f80d9b988bd0d055,duplicate,恋は雨上がりのように,1,小学館「小学館漫画賞」 official selection + Rakuten Books exact product match,https://shogakukan-comic.jp/shogakukan-mangasho-archives,2017,2026-08-22,sourceOfficialUrl=https://shogakukan-comic.jp/shogakukan-mangasho-archives; rakutenProductUrl=https://books.rakuten.co.jp/rb/13012060/; normalizedTitle=恋は雨上がりのように; matchedRakutenAuthor=眉月 じゅん; isbn=9784091867285.
mapping-9b04955679e3fc3e898a,tsugimanga-2016-comics-011,candidate-8716f80d9b988bd0d055,work-8716f80d9b988bd0d055,included,恋は雨上がりのように,1,KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match,https://tsugimanga.jp/winner/2016/comics,2016-02-04,2026-08-22,sourceOfficialUrl=https://tsugimanga.jp/winner/2016/comics; rakutenProductUrl=https://books.rakuten.co.jp/rb/13012060/; normalizedTitle=恋は雨上がりのように; matchedRakutenAuthor=眉月 じゅん; isbn=9784091867285.
mapping-d1166294d20d30b2b49c,shogakukan-manga-award-20-001,candidate-98d513b70560f2f96a38,work-98d513b70560f2f96a38,included,漂流教室,1,小学館「小学館漫画賞」 official selection + Rakuten Books exact product match,https://shogakukan-comic.jp/shogakukan-mangasho-archives,1974,2026-08-22,sourceOfficialUrl=https://shogakukan-comic.jp/shogakukan-mangasho-archives; rakutenProductUrl=https://books.rakuten.co.jp/rb/376209/; normalizedTitle=漂流教室; matchedRakutenAuthor=楳図かずお; isbn=9784091200013.
mapping-04f89a55218adea8b8df,konomanga-2022-ranking-17,candidate-9d04c47e7efbbbd8aca6,work-9d04c47e7efbbbd8aca6,included,かげきしょうじょ!!,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4815/,2021-12-07,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4815/; rakutenProductUrl=https://books.rakuten.co.jp/rb/13426223/; normalizedTitle=かげきしょうじょ!!; matchedRakutenAuthor=斉木久美子; isbn=9784592217268.
mapping-cf8e23384afa8a530316,shogakukan-manga-award-21-001,candidate-9d5d64262dbc2893acd4,work-9d5d64262dbc2893acd4,included,ポーの一族,1,小学館「小学館漫画賞」 official selection + Rakuten Books exact product match,https://shogakukan-comic.jp/shogakukan-mangasho-archives,1975,2026-08-22,sourceOfficialUrl=https://shogakukan-comic.jp/shogakukan-mangasho-archives; rakutenProductUrl=https://books.rakuten.co.jp/rb/741513/; normalizedTitle=ぽーの一族; matchedRakutenAuthor=萩尾望都; isbn=9784091300010.
mapping-6133bfa09897f0af4443,shogakukan-manga-award-26-001,candidate-a089c0eef91d1213da38,work-a089c0eef91d1213da38,included,うる星やつら,1,小学館「小学館漫画賞」 official selection + Rakuten Books exact product match,https://shogakukan-comic.jp/shogakukan-mangasho-archives,1980,2026-08-22,sourceOfficialUrl=https://shogakukan-comic.jp/shogakukan-mangasho-archives; rakutenProductUrl=https://books.rakuten.co.jp/rb/376349/; normalizedTitle=うる星やつら; matchedRakutenAuthor=高橋留美子; isbn=9784091204417.
mapping-6f2b19e713af632d42b6,mangataisho-2009-101,candidate-a7a1e0666169f1b2e8c0,work-a7a1e0666169f1b2e8c0,included,海街diary,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2009.html,2009,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2009.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/4331329/; normalizedTitle=海街diary; matchedRakutenAuthor=吉田 秋生; isbn=9784091670250.
mapping-183f51a154f957e4179d,mangataisho-2010-064,candidate-a7a1e0666169f1b2e8c0,work-a7a1e0666169f1b2e8c0,duplicate,海街diary,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2010.html,2010,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2010.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/4331329/; normalizedTitle=海街diary; matchedRakutenAuthor=吉田 秋生; isbn=9784091670250.
mapping-21aae1b69c585edac158,mangataisho-2011-058,candidate-a7a1e0666169f1b2e8c0,work-a7a1e0666169f1b2e8c0,duplicate,海街diary,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2011.html,2011,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2011.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/4331329/; normalizedTitle=海街diary; matchedRakutenAuthor=吉田 秋生; isbn=9784091670250.
mapping-6bb87ce279da74d331e8,mangataisho-2013-001,candidate-a7a1e0666169f1b2e8c0,work-a7a1e0666169f1b2e8c0,duplicate,海街diary,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2013.html,2013,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2013.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/4331329/; normalizedTitle=海街diary; matchedRakutenAuthor=吉田 秋生; isbn=9784091670250.
mapping-a6b3ec4688e7310d3b53,shogakukan-manga-award-61-004,candidate-a7a1e0666169f1b2e8c0,work-a7a1e0666169f1b2e8c0,duplicate,海街diary,1,小学館「小学館漫画賞」 official selection + Rakuten Books exact product match,https://shogakukan-comic.jp/shogakukan-mangasho-archives,2015,2026-08-22,sourceOfficialUrl=https://shogakukan-comic.jp/shogakukan-mangasho-archives; rakutenProductUrl=https://books.rakuten.co.jp/rb/4331329/; normalizedTitle=海街diary; matchedRakutenAuthor=吉田 秋生; isbn=9784091670250.
mapping-50636fccc84e607d9055,shogakukan-manga-award-35-003,candidate-ad2b80b81b7bc9b602a3,work-ad2b80b81b7bc9b602a3,included,Papa told me,1,小学館「小学館漫画賞」 official selection + Rakuten Books exact product match,https://shogakukan-comic.jp/shogakukan-mangasho-archives,1989,2026-08-22,sourceOfficialUrl=https://shogakukan-comic.jp/shogakukan-mangasho-archives; rakutenProductUrl=https://books.rakuten.co.jp/rb/1001867/; normalizedTitle=papa told me; matchedRakutenAuthor=榛野なな恵; isbn=9784088640136.
mapping-abcdf39c980e1a5c96b4,konomanga-2023-ranking-11,candidate-b2c37bdb52e2a78dfd41,work-b2c37bdb52e2a78dfd41,included,天幕のジャードゥーガル,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4772/,2022-12-12,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4772/; rakutenProductUrl=https://books.rakuten.co.jp/rb/17177295/; normalizedTitle=天幕のじゃーどぅーがる; matchedRakutenAuthor=トマトスープ; isbn=9784253264464.
mapping-1518c4e906ba13050393,mangataisho-2023-005,candidate-b2c37bdb52e2a78dfd41,work-b2c37bdb52e2a78dfd41,duplicate,天幕のジャードゥーガル,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2023.html,2023,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2023.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/17177295/; normalizedTitle=天幕のじゃーどぅーがる; matchedRakutenAuthor=トマトスープ; isbn=9784253264464.
mapping-a88fb06038c35592b2af,mangataisho-2024-006,candidate-b2c37bdb52e2a78dfd41,work-b2c37bdb52e2a78dfd41,duplicate,天幕のジャードゥーガル,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2024.html,2024,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2024.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/17177295/; normalizedTitle=天幕のじゃーどぅーがる; matchedRakutenAuthor=トマトスープ; isbn=9784253264464.
mapping-3f9deeb16e5c5da02504,shogakukan-manga-award-49-005,candidate-b4b21d2ebe5b8efc84ea,work-b4b21d2ebe5b8efc84ea,included,Dr.コトー診療所,1,小学館「小学館漫画賞」 official selection + Rakuten Books exact product match,https://shogakukan-comic.jp/shogakukan-mangasho-archives,2003,2026-08-22,sourceOfficialUrl=https://shogakukan-comic.jp/shogakukan-mangasho-archives; rakutenProductUrl=https://books.rakuten.co.jp/rb/1202503/; normalizedTitle=dr.ことー診療所; matchedRakutenAuthor=山田 貴敏; isbn=9784091525017.
mapping-36cb494523b4d52c473a,shogakukan-manga-award-48-004,candidate-c4abbc1b44fa5706bce3,work-c4abbc1b44fa5706bce3,included,風光る,1,小学館「小学館漫画賞」 official selection + Rakuten Books exact product match,https://shogakukan-comic.jp/shogakukan-mangasho-archives,2002,2026-08-22,sourceOfficialUrl=https://shogakukan-comic.jp/shogakukan-mangasho-archives; rakutenProductUrl=https://books.rakuten.co.jp/rb/926545/; normalizedTitle=風光る; matchedRakutenAuthor=渡辺 多恵子; isbn=9784091373519.
mapping-faf086260d5cee4ecb9d,konomanga-2022-ranking-04,candidate-cdf549d4b1888153e146,work-cdf549d4b1888153e146,included,ダンダダン,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4815/,2021-12-07,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4815/; rakutenProductUrl=https://books.rakuten.co.jp/rb/16783601/; normalizedTitle=だんだだん; matchedRakutenAuthor=龍 幸伸; isbn=9784088825991.
mapping-aa230f2ba86ddaf0b4c7,mangataisho-2022-007,candidate-cdf549d4b1888153e146,work-cdf549d4b1888153e146,duplicate,ダンダダン,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2022.html,2022,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2022.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/16783601/; normalizedTitle=だんだだん; matchedRakutenAuthor=龍 幸伸; isbn=9784088825991.
mapping-0063bb4f8c74ccf12e1b,nippan-bookseller-recommendations-2022-001,candidate-cdf549d4b1888153e146,work-cdf549d4b1888153e146,duplicate,ダンダダン,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://hon-hikidashi.jp/event/10708/,2022,2026-08-22,sourceOfficialUrl=https://hon-hikidashi.jp/event/10708/; rakutenProductUrl=https://books.rakuten.co.jp/rb/16783601/; normalizedTitle=だんだだん; matchedRakutenAuthor=龍 幸伸; isbn=9784088825991.
mapping-9fa8e89cd40c59e07e9f,shogakukan-manga-award-71-003,candidate-cdf549d4b1888153e146,work-cdf549d4b1888153e146,duplicate,ダンダダン,1,小学館「小学館漫画賞」 official selection + Rakuten Books exact product match,https://shogakukan-comic.jp/news/65082,2026-01-14,2026-08-22,sourceOfficialUrl=https://shogakukan-comic.jp/news/65082; rakutenProductUrl=https://books.rakuten.co.jp/rb/16783601/; normalizedTitle=だんだだん; matchedRakutenAuthor=龍 幸伸; isbn=9784088825991.
mapping-27718ff00ad1dd193f00,konomanga-2021-ranking-11,candidate-d489f5a2229689aa5115,work-d489f5a2229689aa5115,included,女の園の星,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4868/,2020-12-10,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4868/; rakutenProductUrl=https://books.rakuten.co.jp/rb/16354818/; normalizedTitle=女の園の星; matchedRakutenAuthor=和山やま; isbn=9784396767976.
mapping-eb85375fa95fdccb5b3d,konomanga-2022-ranking-15,candidate-d489f5a2229689aa5115,work-d489f5a2229689aa5115,duplicate,女の園の星,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4815/,2021-12-07,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4815/; rakutenProductUrl=https://books.rakuten.co.jp/rb/16354818/; normalizedTitle=女の園の星; matchedRakutenAuthor=和山やま; isbn=9784396767976.
mapping-10b1b27c2269cafb7ffd,mangataisho-2021-007,candidate-d489f5a2229689aa5115,work-d489f5a2229689aa5115,duplicate,女の園の星,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2021.html,2021,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2021.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/16354818/; normalizedTitle=女の園の星; matchedRakutenAuthor=和山やま; isbn=9784396767976.
mapping-40534b6600d03efdc1bc,mangataisho-2022-004,candidate-d489f5a2229689aa5115,work-d489f5a2229689aa5115,duplicate,女の園の星,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2022.html,2022,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2022.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/16354818/; normalizedTitle=女の園の星; matchedRakutenAuthor=和山やま; isbn=9784396767976.
mapping-de8a53400c45b3aaa1d1,mangataisho-2023-003,candidate-d489f5a2229689aa5115,work-d489f5a2229689aa5115,duplicate,女の園の星,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2023.html,2023,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2023.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/16354818/; normalizedTitle=女の園の星; matchedRakutenAuthor=和山やま; isbn=9784396767976.
mapping-a03df695bbd83bd8430f,mangataisho-2025-007,candidate-d489f5a2229689aa5115,work-d489f5a2229689aa5115,duplicate,女の園の星,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/index.html,2025,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/index.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/16354818/; normalizedTitle=女の園の星; matchedRakutenAuthor=和山やま; isbn=9784396767976.
mapping-9a82b8ee6789ad527c8a,nippan-bookseller-recommendations-2021-012,candidate-d489f5a2229689aa5115,work-d489f5a2229689aa5115,duplicate,女の園の星,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://hon-hikidashi.jp/event/105449/,2021,2026-08-22,sourceOfficialUrl=https://hon-hikidashi.jp/event/105449/; rakutenProductUrl=https://books.rakuten.co.jp/rb/16354818/; normalizedTitle=女の園の星; matchedRakutenAuthor=和山やま; isbn=9784396767976.
mapping-be59bb68085123e4aee1,nippan-bookseller-recommendations-2022-009,candidate-d489f5a2229689aa5115,work-d489f5a2229689aa5115,duplicate,女の園の星,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://hon-hikidashi.jp/event/10708/,2022,2026-08-22,sourceOfficialUrl=https://hon-hikidashi.jp/event/10708/; rakutenProductUrl=https://books.rakuten.co.jp/rb/16354818/; normalizedTitle=女の園の星; matchedRakutenAuthor=和山やま; isbn=9784396767976.
mapping-ae326754a148478c9b90,tsugimanga-2021-comics-009,candidate-d489f5a2229689aa5115,work-d489f5a2229689aa5115,duplicate,女の園の星,1,KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match,https://tsugimanga.jp/winner/2021/comics,2021-08-24,2026-08-22,sourceOfficialUrl=https://tsugimanga.jp/winner/2021/comics; rakutenProductUrl=https://books.rakuten.co.jp/rb/16354818/; normalizedTitle=女の園の星; matchedRakutenAuthor=和山やま; isbn=9784396767976.
mapping-fe87a66504ff1ad63477,mangataisho-2008-029,candidate-d7e64b0b5479ca943edd,work-d7e64b0b5479ca943edd,included,深夜食堂,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2008.html,2008,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2008.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/5270695/; normalizedTitle=深夜食堂; matchedRakutenAuthor=安倍 夜郎; isbn=9784091817075.
mapping-585f56e3984fb24ccda4,mangataisho-2009-004,candidate-d7e64b0b5479ca943edd,work-d7e64b0b5479ca943edd,duplicate,深夜食堂,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2009.html,2009,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2009.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/5270695/; normalizedTitle=深夜食堂; matchedRakutenAuthor=安倍 夜郎; isbn=9784091817075.
mapping-40bcb11d2328dfe94d2f,mangataisho-2010-093,candidate-d7e64b0b5479ca943edd,work-d7e64b0b5479ca943edd,duplicate,深夜食堂,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2010.html,2010,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2010.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/5270695/; normalizedTitle=深夜食堂; matchedRakutenAuthor=安倍 夜郎; isbn=9784091817075.
mapping-9024e3d2242755975d85,mangataisho-2011-036,candidate-d7e64b0b5479ca943edd,work-d7e64b0b5479ca943edd,duplicate,深夜食堂,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2011.html,2011,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2011.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/5270695/; normalizedTitle=深夜食堂; matchedRakutenAuthor=安倍 夜郎; isbn=9784091817075.
mapping-ab342c699053d20c03ad,shogakukan-manga-award-55-004,candidate-d7e64b0b5479ca943edd,work-d7e64b0b5479ca943edd,duplicate,深夜食堂,1,小学館「小学館漫画賞」 official selection + Rakuten Books exact product match,https://shogakukan-comic.jp/shogakukan-mangasho-archives,2009,2026-08-22,sourceOfficialUrl=https://shogakukan-comic.jp/shogakukan-mangasho-archives; rakutenProductUrl=https://books.rakuten.co.jp/rb/5270695/; normalizedTitle=深夜食堂; matchedRakutenAuthor=安倍 夜郎; isbn=9784091817075.
mapping-91aadeb865b9b90b5bbe,konomanga-2023-ranking-06,candidate-e049c9aaf92ba31da8b0,work-e049c9aaf92ba31da8b0,included,これ描いて死ね,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4772/,2022-12-12,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4772/; rakutenProductUrl=https://books.rakuten.co.jp/rb/17114770/; normalizedTitle=これ描いて死ね; matchedRakutenAuthor=とよ田 みのる; isbn=9784098511433.
