position,workId,canonicalTitle,blockerCode,blockerDetails,evidenceName,evidenceUrl,evidencePublishedAt,retrievedAt,recheckPath,koreanQueries,japaneseEvidenceUrls
"29","work-8ddcf8b988956bca92a4","ポーの一族 ユニコーン","SOURCE_INFORMATION_UNAVAILABLE","Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and entry_1_3 scope; official wording alone is not a numeric Factor anchor. The frozen ev-single packet carries no Factor/Theme/Evidence cells. Bounded JP routes and Korean title-variant search (포의 일족 유니콘 만화 후기 / 포의 일족 유니콘 독자 리뷰) returned 디시 만화갤러리·더쿠 한국어 평가/순위 글 확인(https://gall.dcinside.com/board/view/?id=comic_new2&no=6616985;https://theqoo.net/square/1632886900); 작품 언급·평가는 있으나 vol.1-3 반복 축 근거 부족; repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Narrative/Tone groups is unavailable. No new accepted numeric cells asserted. Art is optional and non-blocking. Confidence: high for SOURCE_INFORMATION_UNAVAILABLE blocker; factor values remain unknown.","このマンガがすごい！ official selection — ポーの一族 ユニコーン","https://sugoiweb.jp/column/4894/","2019-12-20","2026-08-26","Recheck product: https://books.rakuten.co.jp/rb/15914879/; rerun official entry_1_3 pages plus at least two non-syndicated JP reviews and two Korean-community reviews with bounded vol.1-3 observations; map repeatable Genre/Theme/Narrative/Tone 0/2/4 anchors and rerun Dictionary adjudication. Art is optional. KR observed URL(s): https://gall.dcinside.com/board/view/?id=comic_new2&no=6616985;https://theqoo.net/square/1632886900.","포의 일족 유니콘 만화 후기 / 포의 일족 유니콘 독자 리뷰 | 결과: 디시 만화갤러리·더쿠 한국어 평가/순위 글 확인(https://gall.dcinside.com/board/view/?id=comic_new2&no=6616985;https://theqoo.net/square/1632886900); 작품 언급·평가는 있으나 vol.1-3 반복 축 근거 부족","https://www.cmoa.jp/title/customer_review/title_id/178375/?site_kbn=1;https://mangalove.veteranmama.com/post-3532/"
"30","work-8df64cbd79e886289030","夕日ロマンス","SOURCE_INFORMATION_UNAVAILABLE","Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and entry_1_3 scope; official wording alone is not a numeric Factor anchor. The frozen ev-single packet carries no Factor/Theme/Evidence cells. Bounded JP routes and Korean title-variant search (석양 로맨스 만화 후기 / 유히 로맨스 만화) returned 디시 만화갤러리 추천글에서 제목·추천 맥락만 확인(https://gall.dcinside.com/board/view/?id=comic_new2&no=7108293); 단일 추천으로 필수 그룹 미충족; repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Narrative/Tone groups is unavailable. No new accepted numeric cells asserted. Art is optional and non-blocking. Confidence: high for SOURCE_INFORMATION_UNAVAILABLE blocker; factor values remain unknown.","マンガ大賞 official archive — 夕日ロマンス","https://www.mangataisho.com/archives/2008.html","2008","2026-08-26","Recheck product: https://books.rakuten.co.jp/rb/11539086/; rerun official entry_1_3 pages plus at least two non-syndicated JP reviews and two Korean-community reviews with bounded vol.1-3 observations; map repeatable Genre/Theme/Narrative/Tone 0/2/4 anchors and rerun Dictionary adjudication. Art is optional. KR observed URL(s): https://gall.dcinside.com/board/view/?id=comic_new2&no=7108293.","석양 로맨스 만화 후기 / 유히 로맨스 만화 | 결과: 디시 만화갤러리 추천글에서 제목·추천 맥락만 확인(https://gall.dcinside.com/board/view/?id=comic_new2&no=7108293); 단일 추천으로 필수 그룹 미충족","https://www.cmoa.jp/title/145333/"
"31","work-8e138477c31512a8cce3","かわうその自転車屋さん","SOURCE_INFORMATION_UNAVAILABLE","Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and entry_1_3 scope; official wording alone is not a numeric Factor anchor. The frozen ev-single packet carries no Factor/Theme/Evidence cells. Bounded JP routes and Korean title-variant search (수달 자전거 가게 만화 후기 / 카와우소 자전거 가게) returned 검색 결과에서 작품 일치 한국어 커뮤니티 리뷰 없음; repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Narrative/Tone groups is unavailable. No new accepted numeric cells asserted. Art is optional and non-blocking. Confidence: high for SOURCE_INFORMATION_UNAVAILABLE blocker; factor values remain unknown.","マンガ大賞 official archive — かわうその自転車屋さん","https://www.mangataisho.com/archives/2015.html","2015","2026-08-26","Recheck product: https://books.rakuten.co.jp/rb/12906727/; rerun official entry_1_3 pages plus at least two non-syndicated JP reviews and two Korean-community reviews with bounded vol.1-3 observations; map repeatable Genre/Theme/Narrative/Tone 0/2/4 anchors and rerun Dictionary adjudication. Art is optional.","수달 자전거 가게 만화 후기 / 카와우소 자전거 가게 | 결과: 검색 결과에서 작품 일치 한국어 커뮤니티 리뷰 없음","https://www.cmoa.jp/title/102904/vol/1/;https://yuruyurunoririn.net/2016/08/01/post-793/"
"32","work-8e3207bdaa057924de2c","オンナミチ","SOURCE_INFORMATION_UNAVAILABLE","Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and entry_1_3 scope; official wording alone is not a numeric Factor anchor. The frozen ev-single packet carries no Factor/Theme/Evidence cells. Bounded JP routes and Korean title-variant search (온나미치 만화 후기 / 여자의 길 온나미치 만화) returned 왓챠 한국어 시놉시스에서 시간여행·인생 재설계 설정만 확인(https://watcha.com/ko-KR/contents/tEkNdMl); 독립 만화 리뷰 없음; repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Narrative/Tone groups is unavailable. No new accepted numeric cells asserted. Art is optional and non-blocking. Confidence: high for SOURCE_INFORMATION_UNAVAILABLE blocker; factor values remain unknown.","マンガ大賞 official archive — オンナミチ","https://www.mangataisho.com/archives/2014.html","2014","2026-08-26","Recheck product: https://books.rakuten.co.jp/rb/11903732/; rerun official entry_1_3 pages plus at least two non-syndicated JP reviews and two Korean-community reviews with bounded vol.1-3 observations; map repeatable Genre/Theme/Narrative/Tone 0/2/4 anchors and rerun Dictionary adjudication. Art is optional. KR observed URL(s): https://watcha.com/ko-KR/contents/tEkNdMl.","온나미치 만화 후기 / 여자의 길 온나미치 만화 | 결과: 왓챠 한국어 시놉시스에서 시간여행·인생 재설계 설정만 확인(https://watcha.com/ko-KR/contents/tEkNdMl); 독립 만화 리뷰 없음","https://ebookstore.sony.jp/review/title/10081800/id/LT000009450000300914"
"33","work-8ec826c0db13f6e71c64","魔入りました！入間くん","SOURCE_INFORMATION_UNAVAILABLE","Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and entry_1_3 scope; official wording alone is not a numeric Factor anchor. The frozen ev-single packet carries no Factor/Theme/Evidence cells. Bounded JP routes and Korean title-variant search (어서 오세요 마계학교 이루마군 만화 후기 / 마계학교 이루마군 원작) returned 표기 변형으로 재검색했으나 작품 일치 한국어 커뮤니티 리뷰 없음; repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Narrative/Tone groups is unavailable. No new accepted numeric cells asserted. Art is optional and non-blocking. Confidence: high for SOURCE_INFORMATION_UNAVAILABLE blocker; factor values remain unknown.","次にくるマンガ大賞 official selection — 魔入りました！入間くん","https://tsugimanga.jp/winner/2018/comics","2018-08-23","2026-08-26","Recheck product: https://books.rakuten.co.jp/rb/15005556/; rerun official entry_1_3 pages plus at least two non-syndicated JP reviews and two Korean-community reviews with bounded vol.1-3 observations; map repeatable Genre/Theme/Narrative/Tone 0/2/4 anchors and rerun Dictionary adjudication. Art is optional.","어서 오세요 마계학교 이루마군 만화 후기 / 마계학교 이루마군 원작 | 결과: 표기 변형으로 재검색했으나 작품 일치 한국어 커뮤니티 리뷰 없음","https://booklive.jp/review/list/title_id/445488/vol_no/001;https://www.cmoa.jp/title/132776/vol/1/"
"34","work-8ec916b978d347c360bd","prism","SOURCE_INFORMATION_UNAVAILABLE","Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and entry_1_3 scope; official wording alone is not a numeric Factor anchor. The frozen ev-single packet carries no Factor/Theme/Evidence cells. Bounded JP routes and Korean title-variant search (프리즘 prism 만화 후기 / 프리즘 토야마 쇼 만화) returned 검색 결과에서 작품 일치 한국어 커뮤니티 리뷰 없음; repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Narrative/Tone groups is unavailable. No new accepted numeric cells asserted. Art is optional and non-blocking. Confidence: high for SOURCE_INFORMATION_UNAVAILABLE blocker; factor values remain unknown.","マンガ大賞 official archive — prism","https://www.mangataisho.com/archives/2013.html","2013","2026-08-26","Recheck product: https://books.rakuten.co.jp/rb/11604364/; rerun official entry_1_3 pages plus at least two non-syndicated JP reviews and two Korean-community reviews with bounded vol.1-3 observations; map repeatable Genre/Theme/Narrative/Tone 0/2/4 anchors and rerun Dictionary adjudication. Art is optional.","프리즘 prism 만화 후기 / 프리즘 토야마 쇼 만화 | 결과: 검색 결과에서 작품 일치 한국어 커뮤니티 리뷰 없음","https://bookmeter.com/books/4694636"
"35","work-8f7c9c4dc5e8c7adb655","BLACK BIRD","SOURCE_INFORMATION_UNAVAILABLE","Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and entry_1_3 scope; official wording alone is not a numeric Factor anchor. The frozen ev-single packet carries no Factor/Theme/Evidence cells. Bounded JP routes and Korean title-variant search (블랙 버드 만화 후기 / BLACK BIRD 순정만화 리뷰) returned YES24·네이버 한국어 상품/시놉시스 확인(https://m.yes24.com/Goods/Detail/2697841;https://series.naver.com/comic/detail.series?productNo=2612572); 독립 1-3권 커뮤니티 반복 근거 부족; repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Narrative/Tone groups is unavailable. No new accepted numeric cells asserted. Art is optional and non-blocking. Confidence: high for SOURCE_INFORMATION_UNAVAILABLE blocker; factor values remain unknown.","小学館漫画賞 official archive — BLACK BIRD","https://shogakukan-comic.jp/shogakukan-mangasho-archives","2008","2026-08-26","Recheck product: https://books.rakuten.co.jp/rb/4249244/; rerun official entry_1_3 pages plus at least two non-syndicated JP reviews and two Korean-community reviews with bounded vol.1-3 observations; map repeatable Genre/Theme/Narrative/Tone 0/2/4 anchors and rerun Dictionary adjudication. Art is optional. KR observed URL(s): https://m.yes24.com/Goods/Detail/2697841;https://series.naver.com/comic/detail.series?productNo=2612572.","블랙 버드 만화 후기 / BLACK BIRD 순정만화 리뷰 | 결과: YES24·네이버 한국어 상품/시놉시스 확인(https://m.yes24.com/Goods/Detail/2697841;https://series.naver.com/comic/detail.series?productNo=2612572); 독립 1-3권 커뮤니티 반복 근거 부족","https://www.cmoa.jp/title/customer_review/title_id/39015/;https://reviewne.jp/contents/4963/reviews"
"36","work-8fc60a797da33e2008de","明日のない空","SOURCE_INFORMATION_UNAVAILABLE","Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and entry_1_3 scope; official wording alone is not a numeric Factor anchor. The frozen ev-single packet carries no Factor/Theme/Evidence cells. Bounded JP routes and Korean title-variant search (내일이 없는 하늘 만화 후기 / 아시타노 나이 소라 만화) returned 검색 결과에서 작품 일치 한국어 커뮤니티 리뷰 없음; repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Narrative/Tone groups is unavailable. No new accepted numeric cells asserted. Art is optional and non-blocking. Confidence: high for SOURCE_INFORMATION_UNAVAILABLE blocker; factor values remain unknown.","マンガ大賞 official archive — 明日のない空","https://www.mangataisho.com/archives/2011.html","2011","2026-08-26","Recheck product: https://books.rakuten.co.jp/rb/6111369/; rerun official entry_1_3 pages plus at least two non-syndicated JP reviews and two Korean-community reviews with bounded vol.1-3 observations; map repeatable Genre/Theme/Narrative/Tone 0/2/4 anchors and rerun Dictionary adjudication. Art is optional.","내일이 없는 하늘 만화 후기 / 아시타노 나이 소라 만화 | 결과: 검색 결과에서 작품 일치 한국어 커뮤니티 리뷰 없음","https://booklive.jp/review/list/title_id/20007624/vol_no/001;https://www.cmoa.jp/title/customer_review/title_id/127823/?function_id=101&site_kbn=2"
"37","work-8fcc50271f37e026bc3f","うちの妻ってどうでしょう？","SOURCE_INFORMATION_UNAVAILABLE","Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and entry_1_3 scope; official wording alone is not a numeric Factor anchor. The frozen ev-single packet carries no Factor/Theme/Evidence cells. Bounded JP routes and Korean title-variant search (우리 아내는 어떤가요 만화 후기 / 우치노 츠마테 도우데쇼 만화) returned 검색 결과에서 작품 일치 한국어 커뮤니티 리뷰 없음; repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Narrative/Tone groups is unavailable. No new accepted numeric cells asserted. Art is optional and non-blocking. Confidence: high for SOURCE_INFORMATION_UNAVAILABLE blocker; factor values remain unknown.","マンガ大賞 official archive — うちの妻ってどうでしょう？","https://www.mangataisho.com/archives/2011.html","2011","2026-08-26","Recheck product: https://books.rakuten.co.jp/rb/5561990/; rerun official entry_1_3 pages plus at least two non-syndicated JP reviews and two Korean-community reviews with bounded vol.1-3 observations; map repeatable Genre/Theme/Narrative/Tone 0/2/4 anchors and rerun Dictionary adjudication. Art is optional.","우리 아내는 어떤가요 만화 후기 / 우치노 츠마테 도우데쇼 만화 | 결과: 검색 결과에서 작품 일치 한국어 커뮤니티 리뷰 없음","https://koukasnote.com/blogs/uchinotsuma/;https://ameblo.jp/72-dagasiya/entry-10886307920.html"
"38","work-8fcfd281265fcacb7e4a","さよならもいわずに","SOURCE_INFORMATION_UNAVAILABLE","Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and entry_1_3 scope; official wording alone is not a numeric Factor anchor. The frozen ev-single packet carries no Factor/Theme/Evidence cells. Bounded JP routes and Korean title-variant search (작별도 하지 않고 만화 후기 / 사요나라모 이와즈니 만화) returned 검색 결과에서 작품 일치 한국어 커뮤니티 리뷰 없음; repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Narrative/Tone groups is unavailable. No new accepted numeric cells asserted. Art is optional and non-blocking. Confidence: high for SOURCE_INFORMATION_UNAVAILABLE blocker; factor values remain unknown.","マンガ大賞 official archive — さよならもいわずに","https://www.mangataisho.com/archives/2011.html","2011","2026-08-26","Recheck product: https://books.rakuten.co.jp/rb/6516589/; rerun official entry_1_3 pages plus at least two non-syndicated JP reviews and two Korean-community reviews with bounded vol.1-3 observations; map repeatable Genre/Theme/Narrative/Tone 0/2/4 anchors and rerun Dictionary adjudication. Art is optional.","작별도 하지 않고 만화 후기 / 사요나라모 이와즈니 만화 | 결과: 검색 결과에서 작품 일치 한국어 커뮤니티 리뷰 없음","https://bookmeter.com/search?keyword=%E3%81%95%E3%82%88%E3%81%AA%E3%82%89%E3%82%82%E3%81%84%E3%82%8F%E3%81%9A%E3%81%AB"
"39","work-8fe3fc7e4a5c069b0a9f","娘の家出","SOURCE_INFORMATION_UNAVAILABLE","Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and entry_1_3 scope; official wording alone is not a numeric Factor anchor. The frozen ev-single packet carries no Factor/Theme/Evidence cells. Bounded JP routes and Korean title-variant search (딸의 가출 만화 후기 / 무스메노 이에데 만화) returned 동일 표현의 일반 가출 기사만 확인되어 작품 불일치로 제외; 독립 만화 리뷰 없음; repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Narrative/Tone groups is unavailable. No new accepted numeric cells asserted. Art is optional and non-blocking. Confidence: high for SOURCE_INFORMATION_UNAVAILABLE blocker; factor values remain unknown.","マンガ大賞 official archive — 娘の家出","https://www.mangataisho.com/archives/2015.html","2015","2026-08-26","Recheck product: https://books.rakuten.co.jp/rb/12750804/; rerun official entry_1_3 pages plus at least two non-syndicated JP reviews and two Korean-community reviews with bounded vol.1-3 observations; map repeatable Genre/Theme/Narrative/Tone 0/2/4 anchors and rerun Dictionary adjudication. Art is optional.","딸의 가출 만화 후기 / 무스메노 이에데 만화 | 결과: 동일 표현의 일반 가출 기사만 확인되어 작품 불일치로 제외; 독립 만화 리뷰 없음","https://www.cmoa.jp/title/92585/;https://bookmeter.com/books/8070057"
"40","work-8ff791cd14bf2b7e9495","すべてがちょっとずつ優しい世界","SOURCE_INFORMATION_UNAVAILABLE","Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and entry_1_3 scope; official wording alone is not a numeric Factor anchor. The frozen ev-single packet carries no Factor/Theme/Evidence cells. Bounded JP routes and Korean title-variant search (모든 것이 조금씩 다정한 세계 만화 후기 / 조금씩 다정한 세계 만화) returned 검색 결과에서 작품 일치 한국어 커뮤니티 리뷰 없음; repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Narrative/Tone groups is unavailable. No new accepted numeric cells asserted. Art is optional and non-blocking. Confidence: high for SOURCE_INFORMATION_UNAVAILABLE blocker; factor values remain unknown.","マンガ大賞 official archive — すべてがちょっとずつ優しい世界","https://www.mangataisho.com/archives/2013.html","2013","2026-08-26","Recheck product: https://books.rakuten.co.jp/rb/12090769/; rerun official entry_1_3 pages plus at least two non-syndicated JP reviews and two Korean-community reviews with bounded vol.1-3 observations; map repeatable Genre/Theme/Narrative/Tone 0/2/4 anchors and rerun Dictionary adjudication. Art is optional.","모든 것이 조금씩 다정한 세계 만화 후기 / 조금씩 다정한 세계 만화 | 결과: 검색 결과에서 작품 일치 한국어 커뮤니티 리뷰 없음","https://www.asa-mushi.net/entry/2019/01/10/192803"
"41","work-9014e740e708fed37580","であいもん","SOURCE_INFORMATION_UNAVAILABLE","Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and entry_1_3 scope; official wording alone is not a numeric Factor anchor. The frozen ev-single packet carries no Factor/Theme/Evidence cells. Bounded JP routes and Korean title-variant search (데아이몬 만화 후기 / 데아이몬 화과자 이야기 만화) returned 개인 리뷰 블로그·디시 마이너 갤러리·YES24 한국어 페이지 확인(https://roneworld.tistory.com/722;https://gall.dcinside.com/mgallery/board/lists/?id=deaimon2&page=2;https://www.yes24.com/product/goods/97188461); 애니·상품 중심으로 초기 범위가 제한되어 전 필수 그룹 미충족; repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Narrative/Tone groups is unavailable. No new accepted numeric cells asserted. Art is optional and non-blocking. Confidence: high for SOURCE_INFORMATION_UNAVAILABLE blocker; factor values remain unknown.","次にくるマンガ大賞 official selection — であいもん","https://tsugimanga.jp/winner/2018/comics","2018-08-23","2026-08-26","Recheck product: https://books.rakuten.co.jp/rb/14508369/; rerun official entry_1_3 pages plus at least two non-syndicated JP reviews and two Korean-community reviews with bounded vol.1-3 observations; map repeatable Genre/Theme/Narrative/Tone 0/2/4 anchors and rerun Dictionary adjudication. Art is optional. KR observed URL(s): https://roneworld.tistory.com/722;https://gall.dcinside.com/mgallery/board/lists/?id=deaimon2&page=2;https://www.yes24.com/product/goods/97188461.","데아이몬 만화 후기 / 데아이몬 화과자 이야기 만화 | 결과: 개인 리뷰 블로그·디시 마이너 갤러리·YES24 한국어 페이지 확인(https://roneworld.tistory.com/722;https://gall.dcinside.com/mgallery/board/lists/?id=deaimon2&page=2;https://www.yes24.com/product/goods/97188461); 애니·상품 중심으로 초기 범위가 제한되어 전 필수 그룹 미충족","https://bookmeter.com/search?keyword=%E3%81%A7%E3%81%82%E3%81%84%E3%82%82%E3%82%93"
"42","work-902252f2a52ad25cd38f","ぎんぎつね","SOURCE_INFORMATION_UNAVAILABLE","Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and entry_1_3 scope; official wording alone is not a numeric Factor anchor. The frozen ev-single packet carries no Factor/Theme/Evidence cells. Bounded JP routes and Korean title-variant search (은여우 긴기츠네 만화 후기 / 긴기츠네 만화) returned 검색 결과에서 작품 일치 한국어 커뮤니티 리뷰 없음; repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Narrative/Tone groups is unavailable. No new accepted numeric cells asserted. Art is optional and non-blocking. Confidence: high for SOURCE_INFORMATION_UNAVAILABLE blocker; factor values remain unknown.","マンガ大賞 official archive — ぎんぎつね","https://www.mangataisho.com/archives/2010.html","2010","2026-08-26","Recheck product: https://books.rakuten.co.jp/rb/6166320/; rerun official entry_1_3 pages plus at least two non-syndicated JP reviews and two Korean-community reviews with bounded vol.1-3 observations; map repeatable Genre/Theme/Narrative/Tone 0/2/4 anchors and rerun Dictionary adjudication. Art is optional.","은여우 긴기츠네 만화 후기 / 긴기츠네 만화 | 결과: 검색 결과에서 작품 일치 한국어 커뮤니티 리뷰 없음","https://bookmeter.com/search?keyword=%E3%81%8E%E3%82%93%E3%81%8E%E3%81%A4%E3%81%AD"
"43","work-90510bc26c9ef2851fb5","ギャル医者あやっぺ","SOURCE_INFORMATION_UNAVAILABLE","Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and entry_1_3 scope; official wording alone is not a numeric Factor anchor. The frozen ev-single packet carries no Factor/Theme/Evidence cells. Bounded JP routes and Korean title-variant search (갸루 의사 아얏페 만화 후기 / 갸루 의사 아야뻬 만화) returned 검색 결과에서 작품 일치 한국어 커뮤니티 리뷰 없음; repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Narrative/Tone groups is unavailable. No new accepted numeric cells asserted. Art is optional and non-blocking. Confidence: high for SOURCE_INFORMATION_UNAVAILABLE blocker; factor values remain unknown.","次にくるマンガ大賞 official selection — ギャル医者あやっぺ","https://tsugimanga.jp/winner/2020/comics","2020-08-19","2026-08-26","Recheck product: https://books.rakuten.co.jp/rb/16098998/; rerun official entry_1_3 pages plus at least two non-syndicated JP reviews and two Korean-community reviews with bounded vol.1-3 observations; map repeatable Genre/Theme/Narrative/Tone 0/2/4 anchors and rerun Dictionary adjudication. Art is optional.","갸루 의사 아얏페 만화 후기 / 갸루 의사 아야뻬 만화 | 결과: 검색 결과에서 작품 일치 한국어 커뮤니티 리뷰 없음","https://bookmeter.com/search?keyword=%E3%82%AE%E3%83%A3%E3%83%AB%E5%8C%BB%E8%80%85%E3%81%82%E3%82%84%E3%81%A3%E3%81%BA"
"44","work-90a48d5d64cffbc5cfa2","魔王様としゅんくん","SOURCE_INFORMATION_UNAVAILABLE","Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and entry_1_3 scope; official wording alone is not a numeric Factor anchor. The frozen ev-single packet carries no Factor/Theme/Evidence cells. Bounded JP routes and Korean title-variant search (마왕님과 슌군 만화 후기 / 마왕님 슌군 만화) returned 검색 결과에서 작품 일치 한국어 커뮤니티 리뷰 없음; repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Narrative/Tone groups is unavailable. No new accepted numeric cells asserted. Art is optional and non-blocking. Confidence: high for SOURCE_INFORMATION_UNAVAILABLE blocker; factor values remain unknown.","次にくるマンガ大賞 official selection — 魔王様としゅんくん","https://tsugimanga.jp/winner/2018/comics","2018-08-23","2026-08-26","Recheck product: https://books.rakuten.co.jp/rb/14491306/; rerun official entry_1_3 pages plus at least two non-syndicated JP reviews and two Korean-community reviews with bounded vol.1-3 observations; map repeatable Genre/Theme/Narrative/Tone 0/2/4 anchors and rerun Dictionary adjudication. Art is optional.","마왕님과 슌군 만화 후기 / 마왕님 슌군 만화 | 결과: 검색 결과에서 작품 일치 한국어 커뮤니티 리뷰 없음","https://bookmeter.com/search?keyword=%E9%AD%94%E7%8E%8B%E6%A7%98%E3%81%A8%E3%81%97%E3%82%85%E3%82%93%E3%81%8F%E3%82%93"
"45","work-90dcaac35aacdc4fd682","８月のソーダ水","SOURCE_INFORMATION_UNAVAILABLE","Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and entry_1_3 scope; official wording alone is not a numeric Factor anchor. The frozen ev-single packet carries no Factor/Theme/Evidence cells. Bounded JP routes and Korean title-variant search (8월의 소다수 만화 후기 / 팔월의 소다수 고마츠 신야) returned 뉴시스 한국어 서평·YES24·알라딘 상품/소개 확인(https://www.newsis.com/view/NISX20140831_0013142008;https://www.yes24.com/product/goods/191479439;https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=44794555); 작품 소개는 충분하나 독립 반복 필수 축 미충족; repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Narrative/Tone groups is unavailable. No new accepted numeric cells asserted. Art is optional and non-blocking. Confidence: high for SOURCE_INFORMATION_UNAVAILABLE blocker; factor values remain unknown.","マンガ大賞 official archive — ８月のソーダ水","https://www.mangataisho.com/archives/2014.html","2014","2026-08-26","Recheck product: https://books.rakuten.co.jp/rb/12271194/; rerun official entry_1_3 pages plus at least two non-syndicated JP reviews and two Korean-community reviews with bounded vol.1-3 observations; map repeatable Genre/Theme/Narrative/Tone 0/2/4 anchors and rerun Dictionary adjudication. Art is optional. KR observed URL(s): https://www.newsis.com/view/NISX20140831_0013142008;https://www.yes24.com/product/goods/191479439;https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=44794555.","8월의 소다수 만화 후기 / 팔월의 소다수 고마츠 신야 | 결과: 뉴시스 한국어 서평·YES24·알라딘 상품/소개 확인(https://www.newsis.com/view/NISX20140831_0013142008;https://www.yes24.com/product/goods/191479439;https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=44794555); 작품 소개는 충분하나 독립 반복 필수 축 미충족","https://bookmeter.com/search?keyword=8%E6%9C%88%E3%81%AE%E3%82%BD%E3%83%BC%E3%83%80%E6%B0%B4"
"46","work-9120d2a8575b5caa1a4a","サイケまたしても","SOURCE_INFORMATION_UNAVAILABLE","Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and entry_1_3 scope; official wording alone is not a numeric Factor anchor. The frozen ev-single packet carries no Factor/Theme/Evidence cells. Bounded JP routes and Korean title-variant search (사이케 또다시 만화 후기 / 사이케 마타시테모 만화) returned 나무위키 한국어 작품 페이지에서 설정·결말 요약 확인(https://namu.moe/w/%EC%82%AC%EC%9D%B4%EC%BC%80%20%EB%98%90%EB%8B%A4%EC%8B%9C); 독립 리뷰 없음; repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Narrative/Tone groups is unavailable. No new accepted numeric cells asserted. Art is optional and non-blocking. Confidence: high for SOURCE_INFORMATION_UNAVAILABLE blocker; factor values remain unknown.","次にくるマンガ大賞 official selection — サイケまたしても","https://tsugimanga.jp/winner/2016/comics","2016-02-04","2026-08-26","Recheck product: https://books.rakuten.co.jp/rb/12961470/; rerun official entry_1_3 pages plus at least two non-syndicated JP reviews and two Korean-community reviews with bounded vol.1-3 observations; map repeatable Genre/Theme/Narrative/Tone 0/2/4 anchors and rerun Dictionary adjudication. Art is optional. KR observed URL(s): https://namu.moe/w/%EC%82%AC%EC%9D%B4%EC%BC%80%20%EB%98%90%EB%8B%A4%EC%8B%9C.","사이케 또다시 만화 후기 / 사이케 마타시테모 만화 | 결과: 나무위키 한국어 작품 페이지에서 설정·결말 요약 확인(https://namu.moe/w/%EC%82%AC%EC%9D%B4%EC%BC%80%20%EB%98%90%EB%8B%A4%EC%8B%9C); 독립 리뷰 없음","https://bookmeter.com/search?keyword=%E3%82%B5%E3%82%A4%E3%82%B1%E3%81%BE%E3%81%9F%E3%81%97%E3%81%A6%E3%82%82"
